,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,32,1,25,1,85,-5,6,2187,89,219,226  
1,Bhira,33,2,23,0,80,-6,5,4819,183,483,490  
2,Dahanu,31,0,27,2,90,3,0,2094,213,210,200  
3,Goa(Panjim),33,2,25,-1,87,-3,1,2578,-56,270.13,294  
4,Harnai,31,2,20,-4,95,6,49,2492,170,249,252  
5,Mumbai (CLB),30,-1,26,1,93,3,TR,2135,117,214.34,216  
6,Mumbai (SCZ),32,1,25,0,92,6,2,2300,101,229.96,235  
7,Ratnagiri,32,2,23,-1,85,-4,21,2489,-267,250,301  
8,Ahmednagar,33,2,21,0,70,-13,0,337,-1014,40,62   
9,Jalgaon,-,-,23,-,80,-1,0,679,26,74,75   
10,Jeur,-,-,21,-,55,-30,0,313,-122,35,62   
11,Kolhapur,32,2,24,3,85,-4,0,708,-99,76,107  
12,Mahabaleshwar,26,2,18,1,95,5,8,5482,0,560,582  
13,Malegaon,34,2,24,3,80,-2,0,373,-58,49,56   
14,Nasik,32,1,22,2,90,5,29,755,211,82,68   
15,Pune,33,3,20,-1,90,5,61,704,164,72,74   
16,Pune AP(LHG),-,-,23,-,95,-,1,535,62,59,-
17,Sangli,31,0,22,1,95,7,11,455,40,53,67   
18,Satara,31,2,21,0,80,-5,5,896,189,105,96   
19,Solapur,33,1,21,-1,70,-11,0,353,-187,50,76   
20,Aurangabad,33,2,21,0,75,-3,0,439,-166,56,77   
21,Nanded,35,2,19,-3,90,12,0,349,-446,45,94   
22,Osmanabad,33,-,19,-,85,-,0,457,-182,59,82   
23,Parbhani,34,1,20,-2,75,-4,0,435,-367,63,97   
24,Akola,36,3,22,-1,72,-5,0,538,-,63,83   
25,Amravati,33,0,21,-2,87,11,0,846,-,99,89   
26,Brahmapuri,35,2,23,0,72,-12,0,1069,-,113,139  
27,Buldhana,33,3,21,0,75,-5,0,596,-,69,85   
28,Chandrapur,-,-,22,-,80,0,0,940,-,109,128  
29,Nagpur,35,2,21,-2,74,-3,0,829,-,92,113  
30,Wardha,35,2,22,-1,94,16,0,899,-,104,109  
31,Yeotmal,33,1,20,-2,69,-6,0,882,-,100,109  
32,Ahmedabad,34,-1,25,1,79,-1,-,911,181,92.83,78   
33,Delhi (PLM),37,2,25,2,-,-,0,-,-,-,75   
34,Delhi (SFD),36,1,24,0,-,-,0,359,-213,51,78   
35,Bangalore A.P,31,3,20,0,-,-,132,372,20,45,-
36,Hyderabad,35,4,23,1,-,-,0,445,-126,54,82   
