,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,28,-1,18,1,85,14,0,0,-2,0,226  
1,Bhira,-,-,15,-,80,4,0,0,-1,0,490  
2,Dahanu,28,-1,17,0,80,19,0,0,-1,0,200  
3,Goa(Panjim),33,1,21,0,93,14,0,0,0,0,294  
4,Harnai,28,0,21,0,75,19,0,0,0,0,252  
5,Mumbai (CLB),29,-1,21,2,82,9,0,1,0,0.09,216  
6,Mumbai (SCZ),31,0,17,-1,86,21,0,0,-2,0,235  
7,Ratnagiri,32,1,18,-1,80,18,0,0,0,0,301  
8,Ahmednagar,35,3,12,-1,70,16,0,0,-1,0,62   
9,Jalgaon,33,1,14,1,65,7,0,20,15,2,75   
10,Jeur,33,-1,14,1,60,1,0,0,-1,0,62   
11,Kolhapur,33,1,19,3,75,9,0,0,-2,0,107  
12,Mahabaleshwar,29,2,17,3,37,-11,0,0,-1,0,582  
13,Malegaon,35,4,14,3,60,4,0,11,8,1,56   
14,Nasik,33,2,12,1,55,1,0,2,1,TR,68   
15,Pune,34,3,11,1,85,3,0,0,-1,TR,74   
16,Pune AP(LHG),34,-,15,-,60,-,0,0,0,0,-
17,Sangli,34,1,17,2,80,12,0,0,-1,0,67   
18,Satara,35,4,14,0,85,22,0,0,-1,0,96   
19,Solapur,35,2,19,2,55,-3,0,0,-4,0,76   
20,Aurangabad,33,2,16,3,80,27,0,10,3,1,77   
21,Nanded,-,-,15,-,60,3,0,0,-8,0,94   
22,Osmanabad,32,-,16,-,65,-,0,0,-2,0,82   
23,Parbhani,35,3,15,-1,70,18,0,0,-5,TR,97   
24,Akola,35,4,17,2,65,11,0,1,-11,TR,83   
25,Amravati,33,2,16,0,65,15,0,12,-1,1,89   
26,Brahmapuri,35,5,17,2,65,-3,0,0,-14,0,139  
27,Buldhana,33,5,18,3,53,2,0,9,-2,1,85   
28,Chandrapur,33,1,19,3,60,-4,0,0,-13,0,128  
29,Nagpur,33,3,15,1,70,12,0,4,-15,TR,113  
30,Wardha,34,4,16,1,65,16,0,0,-17,0,109  
31,Yeotmal,33,3,16,0,47,-1,0,0,-16,0,109  
32,Ahmedabad,34,4,17,4,77,20,0,6,3,0.58,78   
33,Delhi (PLM),26,3,15,7,85,8,0,10,-5,1,75   
34,Delhi (SFD),-,-,15,-,85,9,0,6,-21,1,78   
35,Bangalore A.P,31,1,15,-2,50,-25,0,0,-9,0,-
36,Hyderabad,33,2,18,0,55,-14,0,0,-9,0,82   
