,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,35,3,25,1,90,7,0,7,-66,221,226  
1,Bhira,36,3,20,-2,90,3,0,41,-55,488,490  
2,Dahanu,35,3,25,1,90,14,0,1,-39,210,200  
3,Goa(Panjim),32,1,25,1,97,11,0,72,-9,279.92,294  
4,Harnai,33,3,21,-4,85,9,0,3,-67,249,252  
5,Mumbai (CLB),35,3,26,1,97,12,0,46,-11,218.96,216  
6,Mumbai (SCZ),37,4,25,1,86,10,0,23,-39,232.28,235  
7,Ratnagiri,33,2,23,0,95,17,0,18,-67,254,301  
8,Ahmednagar,-,-,16,-,60,-10,0,3,-50,40,62   
9,Jalgaon,35,0,18,-2,57,-14,0,0,-30,74,75   
10,Jeur,34,0,20,2,57,-18,0,0,-49,35,62   
11,Kolhapur,32,1,21,0,85,7,0,69,2,83,107  
12,Mahabaleshwar,27,2,16,0,70,-2,0,71,-30,567,582  
13,Malegaon,36,3,19,0,75,7,0,0,-33,49,56   
14,Nasik,33,1,17,0,70,-1,0,39,1,86,68   
15,Pune,34,2,17,-1,70,-8,0,13,-36,74,74   
16,Pune AP(LHG),34,-,19,-,75,-,0,11,-30,61,-
17,Sangli,33,1,20,0,85,5,0,69,1,60,67   
18,Satara,32,1,17,-2,75,2,0,19,-37,107,96   
19,Solapur,36,3,21,0,57,-11,0,26,-32,52,76   
20,Aurangabad,35,3,20,1,47,-15,0,1,-34,56,77   
21,Nanded,-,-,19,-,60,-10,0,0,-38,45,94   
22,Osmanabad,34,-,18,-,47,-,0,TR,-54,59,82   
23,Parbhani,36,3,22,1,50,-10,0,3,-46,63,97   
24,Akola,37,3,23,2,45,-20,0,0,-,63,83   
25,Amravati,34,0,23,3,76,13,0,34,-,102,89   
26,Brahmapuri,30,-3,22,1,77,-2,4,4,-,114,139  
27,Buldhana,33,2,21,0,46,-19,0,0,-,69,85   
28,Chandrapur,-,-,21,-,80,4,0,14,-,111,128  
29,Nagpur,33,0,24,4,80,12,0,0,-,92,113  
30,Wardha,35,2,24,3,85,18,0,3,-,105,109  
31,Yeotmal,34,2,21,0,58,-3,0,1,-,100,109  
32,Ahmedabad,38,2,21,-1,-,-,0,0,-14,92.94,78   
33,Delhi (PLM),36,2,21,1,85,20,0,0,-17,39,75   
34,Delhi (SFD),35,1,19,-1,75,10,0,0,-17,50,78   
35,Bangalore A.P,29,0,20,1,80,-2,0,94,-20,57,-
36,Hyderabad,33,2,24,3,45,25,0,11,-26,55,82   
