,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,34,1,24,-3,85,12,0,7,-84,221,226  
1,Bhira,36,2,21,2,95,20,0,41,-107,487,490  
2,Dahanu,35,3,25,4,70,6,0,1,-56,210,200  
3,Goa(Panjim),34,1,24,1,90,15,0,269,126,299.64,294  
4,Harnai,32,0,23,-1,75,14,0,6,-98,250,252  
5,Mumbai (CLB),34,1,26,3,95,17,0,46,-32,218.96,216  
6,Mumbai (SCZ),35,1,25,3,83,21,0,23,-64,232.32,235  
7,Ratnagiri,33,0,24,2,65,4,0,75,-60,259,301  
8,Jalgaon,33,0,15,-1,65,3,2,9,-39,75,75   
9,Jeur,32,0,19,3,75,5,0,21,-72,37,62   
10,Kolhapur,30,-1,21,3,85,14,0,123,-3,89,107  
11,Mahabaleshwar,26,1,17,2,90,26,0,106,-60,571,582  
12,Malegaon,35,3,21,6,85,23,0,6,-53,50,56   
13,Nasik,33,2,21,2,85,33,0,43,-20,83,68   
14,Pune,33,2,19,4,75,0,0,26,-71,75,74   
15,Pune AP(LHG),32,-,20,-,90,-,0,38,-42,68,-
16,Sangli,31,0,21,4,90,16,0,141,21,67,67   
17,Satara,32,3,19,3,80,7,0,62,-60,112,96   
18,Solapur,32,0,19,4,70,5,0,63,-53,68,76   
19,Aurangabad,33,2,21,6,70,10,0,11,-59,76,77   
20,Nanded,-,-,20,-,85,13,0,-,-,-,94   
21,Osmanabad,30,-,17,-,85,-,0,168,64,76,82   
22,Parbhani,34,3,20,3,76,13,0,11,-72,64,97   
23,Akola,34,2,21,4,77,18,1,4,-,64,83   
24,Amravati,31,-1,20,2,75,22,20,63,-,106,89   
25,Brahmapuri,35,4,20,3,57,-16,1,14,-,115,139  
26,Buldhana,32,3,22,5,87,19,0,51,-,74,85   
27,Chandrapur,-,-,16,-,89,16,0,34,-,113,128  
28,Nagpur,33,2,20,4,85,22,TR,5,-,92,113  
29,Wardha,33,2,21,4,77,16,0,27,-,107,109  
30,Yeotmal,33,3,19,1,73,21,0,04,-,101,109  
31,Ahmedabad,34,0,23,5,49,-9,0,-1,-20,92.99,78   
32,Delhi (PLM),28,-2,13,-1,65,0,0,0,-24,39,75   
33,Delhi (SFD),29,0,11,-2,-,-,0,68,46,51,78   
34,Bangalore A.P,29,2,19,1,85,4,0,217,-10,70,-
35,Hyderabad,32,3,22,4,85,16,0,28,-65,57,82   
