,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,-2,23,0,85,5,0,7,-79,221,226  
1,Bhira,29,-4,23,1,70,-12,0,41,-85,487,490  
2,Dahanu,34,1,24,1,80,10,0,1,-51,210,200  
3,Goa(Panjim),25,-7,22,-1,98,17,39,269,149,299.64,294  
4,Harnai,30,-1,20,-5,80,10,2,6,85,250,252  
5,Mumbai (CLB),29,-4,25,1,76,-5,0,46,-25,218.96,216  
6,Mumbai (SCZ),31,-3,24,1,76,8,TR,23,-57,232.32,235  
7,Ratnagiri,30,-3,21,-2,90,19,6,75,-45,259,301  
8,Jalgaon,30,-4,16,-2,75,9,0,7,-33,75,75   
9,Jeur,-,-,19,-,85,12,0,20,-57,37,62   
10,Kolhapur,22,-9,19,-1,99,21,6,121,17,89,107  
11,Mahabaleshwar,18,-8,15,-1,95,25,4,106,-36,571,582  
12,Malegaon,28,-5,20,3,80,14,0,6,-45,50,56   
13,Nasik,25,-7,19,3,90,24,0,43,-10,86,68   
14,Pune,24,-7,19,2,90,13,-1,26,-54,75,74   
15,Pune AP(LHG),23,-,19,-,100,-,1,38,-29,63,-
16,Sangli,22,-10,20,0,95,17,5,141,39,67,67   
17,Satara,21,-9,19,1,95,22,1,62,-40,112,96   
18,Solapur,23,-10,18,-2,95,25,9,43,-53,54,76   
19,Aurangabad,25,-6,18,1,85,23,0,11,-44,57,77   
20,Nanded,23,-10,-,,-,-,-,-,-,-,94   
21,Osmanabad,21,-,-,-,-,-,-,-,-,-,82   
22,Parbhani,24,-8,18,-1,80,13,1,11,-77,60,97   
23,Akola,27,-6,19,-1,93,27,TR,3,-,64,83   
24,Amravati,27,-6,19,-1,89,40,2,44,-,103,89   
25,Brahmapuri,25,-7,19,0,73,-5,TR,13,-,115,139  
26,Buldhana,25,-7,18,1,86,24,0,51,-,74,85   
27,Nagpur,26,-6,17,-2,92,25,1,5,-,92,113  
28,Wardha,26,-6,19,-1,92,26,1,27,-,107,109  
29,Yeotmal,25,-6,16,-3,82,23,1,4,-,101,109  
30,Ahmedabad,33,-2,21,1,75,13,0,0,-16,92.94,78   
31,Delhi (PLM),33,1,20,3,85,24,0,0,-19,39,75   
32,Delhi (SFD),32,0,19,2,85,21,0,2,-19,51,78   
33,Bangalore A.P,27,-1,19,0,49,16,31,185,7,67,-
34,Hyderabad,21,-10,19,-1,95,23,3,27,-42,57,82   
