,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,-1,26,2,80,3,0,1,1,TR,226  
1,Bhira,42,3,23,0,37,-40,0,0,-3,0,490  
2,Dahanu,32,-1,26,1,42,-32,0,0,0,1,200  
3,Goa(Panjim),35,2,26,0,79,6,0,0,-7,0.0,294  
4,Harnai,31,1,24,-2,80,4,0,0,-1,0,252  
5,Mumbai (CLB),31,-2,27,1,81,4,0,0,-1,0.87,216  
6,Mumbai (SCZ),33,-1,27,2,53,-18,0,0,0,0.0,235  
7,Ratnagiri,34,2,26,1,90,16,TR,0,-1,0,301  
8,Ahmednagar,39,0,22,1,45,8,0,53,44,5,62   
9,Jalgaon,40,-2,25,0,47,2,0,12,3,6,75   
10,Jeur,39,-2,22,-1,55,0,0,20,10,2,62   
11,Kolhapur,34,-3,24,2,65,-6,0,41,19,4,107  
12,Mahabaleshwar,30,-2,16,-3,47,7,17,29,7,3,582  
13,Malegaon,41,-1,22,0,50,13,0,56,53,6,56   
14,Nasik,33,-5,21,1,40,-1,TR,16,10,2,68   
15,Pune,37,-1,21,0,37,-11,TR,4,-6,TR,74   
16,Pune AP(LHG),38,-,22,-,37,-,TR,25,15,3,-
17,Sangli,36,-3,23,1,75,4,0,27,8,3,67   
18,Satara,37,0,19,-2,65,13,1,42,30,4,96   
19,Solapur,39,-2,24,-1,75,19,0,72,59,11,76   
20,Aurangabad,38,-1,19,-4,55,18,0,93,83,12,77   
21,Nanded,40,-1,20,-4,57,19,0,81,63,11,94   
22,Osmanabad,38,-,18,-,70,-,8,78,66,9,82   
23,Parbhani,38,-3,21,-4,55,18,0,131,113,16,97   
24,Akola,41,0,25,-1,37,3,0,41,-,7,83   
25,Amravati,41,0,21,-4,67,31,0,71,-,13,89   
26,Brahmapuri,39,-2,26,0,73,30,0,40,-,4,139  
27,Buldhana,37,-1,23,-2,43,2,0,59,-,9,85   
28,Chandrapur,37,-5,25,-2,57,19,0,138,-,14,128  
29,Nagpur,38,-3,26,1,61,31,TR,48,-,7,113  
30,Wardha,40,-2,24,-2,63,-29,0,61,-,13,109  
31,Yeotmal,39,-2,22,-4,45,16,0,93,-,11,109  
32,Ahmedabad,40,0,21,-4,65,4,11,11,9,1.72,78   
33,Delhi (PLM),33,-3,19,-4,45,5,0,46,37,6,75   
34,Delhi (SFD),33,-4,19,-4,47,7,0,102,83,13,78   
35,Bangalore A.P,35,1,21,-1,80,10,0,14,-15,1,-
36,Hyderabad,38,-1,25,0,67,19,0,58,27,6,82   
