,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,33,2,24,0,95,6,1,1,-17,220,226  
1,Bhira,33,2,23,0,95,-1,0,0,-9,483,490  
2,Dahanu,34,3,25,0,85,1,0,0,-7,210,200  
3,Goa(Panjim),32,1,24,0,90,1,0,1,-16,273,294  
4,Harnai,31,2,21,-4,75,-12,0,1,-16,249,252  
5,Mumbai (CLB),31,-1,26,0,90,2,0,44,31,219,216  
6,Mumbai (SCZ),33,1,24,0,84,-1,0,18,9,232,235  
7,Ratnagiri,32,2,22,-2,80,-7,0,18,-6,253,301  
8,Ahmednagar,36,5,23,2,85,4,0,0,-7,40,62   
9,Jalgaon,35,0,22,-1,55,-24,0,0,-5,74,75   
10,Jeur,34,1,-,,-,-,-,-,-,-,62   
11,Kolhapur,31,1,21,0,85,-3,3,21,13,79,107  
12,Mahabaleshwar,26,2,16,-1,80,-10,9,10,-9,501,582  
13,Malegaon,34,1,22,1,50,-31,0,0,-6,49,56   
14,Nasik,29,-2,21,1,85,2,0,10,2,83,68   
15,Pune,31,0,20,-1,90,6,8,8,-2,73,74   
16,Pune AP(LHG),-,-,21,-,95,-,10,10,2,60,-
17,Sangli,32,1,21,0,95,8,3,47,38,58,67   
18,Satara,31,2,19,-2,90,7,3,3,-6,106,96   
19,Solapur,35,3,22,0,70,-11,0,0,-10,50,76   
20,Aurangabad,35,4,23,2,50,-26,0,0,-11,56,77   
21,Nanded,35,2,19,-3,60,-18,0,0,-7,45,94   
22,Osmanabad,34,-,19,-,70,-,0,0,-8,59,82   
23,Parbhani,35,2,21,-1,50,-27,0,0,-7,63,97   
24,Akola,37,4,23,0,75,1,0,-,-,-,83   
25,Amravati,35,1,23,0,85,10,0,-,-,-,89   
26,Brahmapuri,36,3,23,0,75,-8,0,-,-,-,139  
27,Buldhana,-,-,21,-,70,-8,0,-,-,-,85   
28,Nagpur,36,3,21,-1,95,19,0,-,-,-,113  
29,Wardha,36,3,23,1,95,19,0,-,-,-,109  
30,Yeotmal,34,2,20,-2,70,-3,0,-,-,-,109  
31,Ahmedabad,39,1,25,1,80,3,0,0,-3,93,78   
32,Delhi (PLM),38,3,26,4,50,-16,0,0,-3,39,75   
33,Delhi (SFD),37,3,25,2,50,-16,0,0,-5,50,78   
34,Bangalore A.P,30,2,20,0,80,-8,0,0,-19,48,-
35,Hyderabad,34,3,23,1,50,-9,0,0,-8,54,82   
