,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,33,1,25,0,82,7,0,1,0,TR,226  
1,Bhira,41,2,23,-1,75,-1,0,0,-6,0,490  
2,Dahanu,34,1,25,-1,75,2,0,0,0,1,200  
3,Goa(Panjim),35,2,26,0,75,2,0,2,-13,0.17,294  
4,Harnai,32,1,24,-2,81,5,0,0,-7,0,252  
5,Mumbai (CLB),33,0,26,0,92,17,0,0,-2,0.87,216  
6,Mumbai (SCZ),33,0,25,0,78,9,0,0,-1,0,235  
7,Ratnagiri,34,1,25,-1,75,4,0,0,-4,0,301  
8,Ahmednagar,41,2,22,0,58,18,3,55,41,6,62   
9,Jalgaon,44,1,25,-1,56,5,0,12,3,7,75   
10,Kolhapur,38,1,24,2,77,4,0,41,0,4,107  
11,Mahabaleshwar,33,2,21,2,43,-1,0,33,-4,2,582  
12,Malegaon,43,3,23,0,54,10,0,56,48,6,56   
13,Nasik,38,0,22,1,28,-21,0,17,6,2,68   
14,Pune,39,1,24,3,43,-11,0,10,-11,1,74   
15,Pune AP(LHG),-,-,25,-,50,-,0,33,12,3,-
16,Sangli,39,0,24,2,81,8,0,37,4,4,67   
17,Satara,39,2,23,1,74,21,0,72,42,7,96   
18,Solapur,43,2,27,2,49,-8,0,75,57,11,76   
19,Aurangabad,40,1,25,2,49,9,0,93,81,12,77   
20,Nanded,43,1,25,0,43,2,0,81,60,11,94   
21,Osmanabad,-,-,25,-,55,-,0,97,82,11,82   
22,Parbhani,42,1,26,0,37,1,0,139,113,16,97   
23,Akola,43,1,28,1,39,4,0,51,12,8,83   
24,Amravati,44,2,24,-3,49,12,0,81,56,14,89   
25,Brahmapuri,44,2,25,-2,61,22,3,51,17,5,139  
26,Buldhana,40,2,26,1,27,17,0,59,44,9,85   
27,Chandrapur,43,0,29,2,55,18,0,138,98,14,128  
28,Nagpur,43,1,26,-1,51,22,1,50,17,8,113  
29,Wardha,45,2,26,-1,54,22,3,64,42,13,109  
30,Yeotmal,42,0,28,2,38,8,0,93,62,11,109  
31,Ahmedabad,41,0,26,1,71,8,0,11,9,1.72,78   
32,Delhi (PLM),44,4,27,3,41,2,0,46,36,6,75   
33,Delhi (SFD),42,3,26,1,46,9,0,102,80,13,78   
34,Bangalore A.P,39,5,26,4,68,-6,0,15,-37,2,-
35,Hyderabad,41,2,26,0,63,16,0,58,17,6,82   
