,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,28,-3,23,-3,95,7,34,348,-159,35,226  
1,Bhira,27,-2,23,-1,95,0,13,419,-371,42,490  
2,Dahanu,32,1,25,-1,100,14,25,151,-261,15,200  
3,Goa(Dabolim),29,-,-,-,-,-,-,-,-,-,275  
4,Goa(Panjim),26,-3,22,-2,99,9,75,1100,250,110.04,294  
5,Harnai,29,-1,23,-2,95,7,21,510,-124,51,252  
6,Mumbai (CLB),28,-2,25,0,87,1,28,177,-352,17.66,216  
7,Mumbai (SCZ),31,0,25,0,83,-1,18,297,-199,29.74,235  
8,Ratnagiri,29,0,21,-3,100,11,83,732,-75,73,301  
9,Ahmednagar,34,3,22,0,85,7,4,5,-97,3,62   
10,Jalgaon,39,4,26,1,80,0,0,16,-113,2,75   
11,Jeur,33,-1,25,4,75,-4,0,0,-101,0,62   
12,Kolhapur,29,1,22,0,95,6,TR,71,-81,13,107  
13,Mahabaleshwar,20,-1,17,0,100,2,44,150,-687,58,582  
14,Malegaon,32,2,-,,-,-,-,-,-,-,56   
15,Nasik,32,1,23,1,85,6,0,37,-58,5,68   
16,Pune,32,2,23,0,80,0,0,35,-98,4,74   
17,Pune AP(LHG),33,-,23,-,80,-,0,22,-77,4,-
18,Sangli,31,1,22,-1,95,7,1,69,-43,15,67   
19,Satara,27,-1,21,-1,95,13,5,45,-143,9,96   
20,Solapur,32,-1,24,1,90,9,TR,40,-78,9,76   
21,Aurangabad,33,1,24,2,65,-16,0,73,-61,9,77   
22,Nanded,-,-,23,-,90,14,5,63,-86,6,94   
23,Osmanabad,32,-,20,-,75,-,0,38,-100,6,82   
24,Parbhani,35,1,25,1,75,-1,5,80,-73,8,97   
25,Akola,39,5,29,4,60,-16,0,141,-3,16,83   
26,Amravati,37,4,-,,-,-,-,-,-,-,89   
27,Brahmapuri,39,6,-,,-,-,-,-,-,-,139  
28,Chandrapur,39,5,-,,-,-,-,-,-,-,128  
29,Wardha,39,6,-,,-,-,-,-,-,-,109  
30,Yeotmal,35,2,-,,-,-,-,-,-,-,109  
31,Ahmedabad,38,2,28,2,65,-15,0,37,-58,4.01,78   
32,Delhi (PLM),42,4,32,4,45,-21,0,0,-43,3,75   
33,Delhi (SFD),42,4,32,-4,37,-28,0,1,-55,3,78   
34,Bangalore A.P,42,5,21,1,75,11,0,14,-54,17,-
35,Hyderabad,33,1,23,0,85,8,TR,39,-59,5,82   
