,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,0,27,2,85,-4,TR,820,-592,82,226  
1,Bhira,26,-1,24,1,99,2,31,1874,-1157,187,490  
2,Dahanu,30,-,26,-,90,-,8,653,-615,65,200  
3,Goa(Dabolim),30,1,25,1,95,4,TR,1893,-93,189,275  
4,Goa(Panjim),30,1,25,1,92,1,TR,1893,-93,189.28,294  
5,Harnai,29,0,26,1,90,1,1,1307,-765,104,252  
6,Mumbai (CLB),29,0,27,2,94,6,TR,596,-782,80.37,216  
7,Mumbai (SCZ),30,0,27,2,86,0,3,940,-528,94.00,235  
8,Ratnagiri,29,0,25,1,90,0,3,2155,184,216,301  
9,Ahmednagar,27,-2,21,0,90,8,0,88,-138,11,62   
10,Jalgaon,31,0,24,0,85,-4,1,202,-189,20,75   
11,Jeur,31,-1,23,3,85,-1,0,23,-194,2,62   
12,Kolhapur,26,-1,22,1,90,-2,6,377,-169,43,107  
13,Mahabaleshwar,19,-1,18,1,100,1,42,2909,-635,301,582  
14,Malegaon,29,-1,18,-4,80,-2,0,166,-86,20,56   
15,Nasik,28,0,22,1,99,12,0,233,-87,25,68   
16,Pune,27,-1,22,0,85,0,3,223,-126,23,74   
17,Pune AP(LHG),28,-,22,-,90,-,3,111,-175,13,-
18,Sangli,27,-2,22,1,90,2,2,148,-95,23,67   
19,Satara,26,0,21,0,80,-6,5,271,-207,32,96   
20,Solapur,31,0,23,1,75,-8,0,134,-141,18,76   
21,Aurangabad,28,-1,23,2,95,10,2,324,-16,35,77   
22,Nanded,28,-3,22,0,90,7,0,170,-259,17,94   
23,Osmanabad,-,-,19,-,90,-,0,190,-151,22,82   
24,Parbhani,28,-3,22,-1,90,8,2,344,-91,35,97   
25,Akola,29,-1,24,0,92,8,4,420,9,115,83   
26,Amravati,26,-4,21,-2,98,11,14,452,45,47,89   
27,Brahmapuri,25,-5,23,0,97,10,33,802,132,170,139  
28,Buldhana,-,-,23,-,89,2,0,284,-125,28,85   
29,Chandrapur,27,-4,24,0,92,8,14,717,101,72,128  
30,Nagpur,28,-2,23,-1,98,12,28,733,199,75,113  
31,Wardha,30,0,23,0,98,13,8,318,-203,32,109  
32,Yeotmal,27,-2,20,-2,91,6,6,557,21,56,109  
33,Ahmedabad,36,4,27,1,77,-11,0,118,-304,28.86,78   
34,Delhi (PLM),35,1,27,1,85,3,0,105,-221,13,75   
35,Delhi (SFD),34,1,27,1,85,5,0,120,-178,15,78   
36,Bangalore A.P,28,0,19,-1,85,-4,TR,63,-116,22,-
37,Hyderabad,28,-2,23,1,85,3,TR,270,-29,29,82   
