,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,33,2,22,0,90,18,0,0,0,0,226  
1,Bhira,39,-,17,-,95,-,0,0,-1,0,490  
2,Dahanu,31,0,23,1,85,16,0,0,0,0,200  
3,Goa(Dabolim),33,-,25,-,90,-,0,0,0,0,275  
4,Goa(Panjim),33,1,25,1,87,14,0,0,-1,0.0,294  
5,Harnai,31,2,24,-1,80,8,0,0,0,0,252  
6,Mumbai (CLB),31,-1,23,-1,87,15,0,0,0,0.0,216  
7,Mumbai (SCZ),31,-2,22,0,81,15,0,0,0,0.0,235  
8,Ratnagiri,31,-1,22,-2,85,11,0,0,0,0,301  
9,Ahmednagar,39,2,17,-2,60,23,0,0,-3,0,62   
10,Jalgaon,41,3,-,,-,-,-,-,-,-,75   
11,Jeur,38,-1,25,4,65,28,0,0,-3,0,62   
12,Kolhapur,37,0,23,3,80,23,0,0,-4,0,107  
13,Mahabaleshwar,32,3,20,2,30,-6,0,0,-6,0,582  
14,Malegaon,41,3,18,-1,65,31,0,0,-2,0,56   
15,Nasik,38,2,19,2,47,-2,0,0,-3,0,68   
16,Pune,39,3,17,0,65,22,0,0,-3,0,74   
17,Pune AP(LHG),39,-,20,-,57,-,0,0,-5,0,-
18,Sangli,38,1,23,3,80,24,0,0,-2,0,67   
19,Satara,39,-,20,-,70,-,0,0,-2,0,96   
20,Solapur,39,1,23,1,30,-7,0,0,-5,0,76   
21,Aurangabad,38,1,22,3,37,1,0,0,-5,0,77   
22,Nanded,41,2,18,-3,55,13,0,0,-8,0,94   
23,Osmanabad,38,-,21,-,35,-,0,0,-4,0,82   
24,Parbhani,40,2,21,-1,50,16,0,0,-10,TR,97   
25,Akola,-,-,21,-,22,-10,0,0,-10,1,83   
26,Amravati,41,3,23,0,55,24,0,0,-13,TR,89   
27,Brahmapuri,40,3,24,3,60,9,0,0,-18,0,139  
28,Buldhana,38,3,23,0,35,-6,0,0,-8,0,85   
29,Chandrapur,41,3,24,2,50,7,0,0,-17,0,128  
30,Nagpur,-,-,23,-,40,2,0,0,-18,1,113  
31,Wardha,41,4,22,-1,60,27,0,0,-14,TR,109  
32,Yeotmal,39,1,23,0,40,3,0,0,-15,0,109  
33,Ahmedabad,39,2,25,-5,52,5,0,0,-1,0.0,78   
34,Delhi (PLM),35,2,19,2,60,18,0,8,2,2,75   
35,Delhi (SFD),35,2,18,2,60,7,0,6,-7,2,78   
36,Bangalore A.P,34,0,17,-3,80,17,0,1,-3,TR,-
37,Hyderabad,38,2,23,2,45,-7,0,0,-11,0,82   
