,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,34,1,18,7,90,14,0,72,-15,191,226  
1,Bhira,35,1,20,-1,80,2,0,186,56,369,490  
2,Dahanu,35,2,19,-4,55,-10,0,27,-25,182,200  
3,Goa(Dabolim),34,-,23,-,70,-,0,136,17,177,275  
4,Goa(Panjim),35,2,21,-2,65,-16,0,97,-30,278.86,294  
5,Harnai,32,0,24,-1,47,18,0,225,133,237,252  
6,Mumbai (CLB),35,1,24,0,69,-10,0,127,57,176.87,216  
7,Mumbai (SCZ),35,1,20,-2,36,-28,0,169,89,203.66,235  
8,Ratnagiri,35,2,19,-4,50,-17,0,292,169,340,301  
9,Ahmednagar,32,0,11,-6,65,0,0,53,-27,23,62   
10,Jalgaon,34,0,13,-4,45,-19,0,4,-37,34,75   
11,Jeur,23,-9,22,5,47,-22,0,32,-45,9,62   
12,Kolhapur,32,1,18,-2,55,-21,0,93,-16,75,107  
13,Mahabaleshwar,24,-1,14,-1,45,-22,0,155,8,543,582  
14,Malegaon,32,-1,12,-4,65,1,0,24,-30,54,56   
15,Nasik,31,-1,11,-4,55,-6,0,92,38,54,68   
16,Pune,30,-1,13,-3,70,-5,0,143,61,53,74   
17,Pune AP(LHG),31,-,14,-,50,-,0,142,73,41,-
18,Sangli,33,1,17,-2,70,-6,0,83,-24,40,67   
19,Satara,32,2,15,-2,75,6,0,205,100,66,96   
20,Solapur,33,1,14,-5,50,-17,0,131,29,53,76   
21,Aurangabad,31,0,14,-2,65,6,0,61,4,59,77   
22,Nanded,-,-,14,-,65,-2,0,32,-27,38,94   
23,Osmanabad,31,-,13,-,55,-,0,38,-51,46,82   
24,Parbhani,32,1,13,-6,55,-8,0,89,12,73,97   
25,Akola,34,1,15,-4,60,-2,0,45,-,81,83   
26,Amravati,30,-2,16,-4,59,3,0,32,-,108,89   
27,Brahmapuri,32,1,16,-3,74,-1,0,29,-,171,139  
28,Buldhana,-,-,16,-,68,10,0,70,-,59,85   
29,Chandrapur,31,-1,15,-4,73,0,0,44,-,145,128  
30,Nagpur,31,-1,14,-4,70,4,0,9,-,121,113  
31,Wardha,31,0,14,-5,71,6,0,22,-,87,109  
32,Yeotmal,33,2,14,-5,68,12,0,92,-,109,109  
33,Ahmedabad,35,-1,17,-1,52,-4,0,0,-17,77.53,78   
34,Delhi (PLM),29,-2,17,1,90,26,0,0,-21,39,75   
35,Delhi (SFD),29,-2,16,0,98,31,0,0,-22,49,78   
36,Bangalore A.P,27,-1,18,-1,85,4,2,29,-161,44,-
37,Hyderabad,32,2,17,-2,40,-30,0,78,2,60,82   
