,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,-,-,18,-,90,20,0,0,-2,0,226  
1,Bhira,-,-,11,-,75,-,0,0,-1,0,490  
2,Dahanu,27,-1,19,0,55,-12,0,0,-1,0,200  
3,Goa(Dabolim),32,-,20,-,75,-,0,0,-1,0,275  
4,Goa(Panjim),31,0,21,0,94,21,0,0,0,0.0,294  
5,Harnai,26,-2,20,-2,60,1,0,0,0,0,252  
6,Mumbai (CLB),28,-1,21,1,74,2,0,0,-1,0.0,216  
7,Mumbai (SCZ),31,0,16,-1,69,8,0,0,-2,0.0,235  
8,Ratnagiri,30,-1,18,-2,90,21,0,0,0,0,301  
9,Ahmednagar,36,4,16,2,55,12,0,0,-2,0,62   
10,Jalgaon,33,0,12,-3,53,9,0,0,-5,0,75   
11,Jeur,32,-2,20,6,55,8,0,0,-2,0,62   
12,Kolhapur,35,2,20,3,75,20,0,0,-3,0,107  
13,Mahabaleshwar,29,3,16,1,40,-2,0,0,-1,0,582  
14,Malegaon,33,0,13,0,60,18,0,0,-4,0,56   
15,Nasik,33,2,11,-2,67,7,0,0,-1,0,68   
16,Pune,34,2,14,2,85,33,0,0,-1,0,74   
17,Pune AP(LHG),35,-,16,-,70,-,0,0,0,0,-
18,Sangli,35,2,18,3,70,14,0,0,-3,0,67   
19,Satara,36,-,17,-,70,-,0,0,-1,0,96   
20,Solapur,36,2,21,3,55,16,0,0,-5,0,76   
21,Aurangabad,32,0,18,4,53,10,0,0,-6,0,77   
22,Nanded,35,1,19,4,70,23,0,1,-7,TR,94   
23,Osmanabad,35,-,18,-,45,-,0,0,-3,0,82   
24,Parbhani,35,1,19,2,60,24,TR,1,-7,TR,97   
25,Akola,35,2,19,4,53,8,0,11,-3,1,83   
26,Amravati,34,2,17,0,75,36,0,0,-18,TR,89   
27,Brahmapuri,34,2,21,6,57,-6,0,0,-17,0,139  
28,Buldhana,32,1,18,0,50,8,0,0,-12,0,85   
29,Chandrapur,36,3,22,6,70,10,0,0,-17,0,128  
30,Nagpur,33,0,19,4,90,42,TR,8,-16,1,113  
31,Wardha,35,2,19,2,85,49,1,1,-21,TR,109  
32,Yeotmal,33,0,-,,-,-,-,-,-,-,109  
33,Ahmedabad,29,-2,12,-3,52,0,0,0,-2,0.0,78   
34,Delhi (PLM),24,-1,11,2,55,-18,0,11,-7,1,75   
35,Delhi (SFD),24,0,11,1,45,-13,0,13,-19,1,78   
36,Bangalore A.P,31,0,17,0,90,27,0,0,-9,0,-
37,Hyderabad,35,4,20,3,65,2,0,0,-11,0,82   
