,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,28,-1,17,-1,95,26,0,0,0,0,226  
1,Bhira,-,-,10,-,90,-,0,0,0,0,490  
2,Dahanu,26,-2,15,-2,85,17,0,0,0,0,200  
3,Goa(Dabolim),33,-,23,-,80,-,0,0,0,0,275  
4,Goa(Panjim),33,1,22,2,90,11,0,0,-1,0,294  
5,Harnai,29,0,20,-3,-,-,0,0,0,0,252  
6,Mumbai (CLB),30,0,19,-1,96,25,0,0,0,0,216  
7,Mumbai (SCZ),31,0,16,-1,92,29,0,0,0,0,235  
8,Ratnagiri,31,0,18,-2,80,16,0,0,0,0,301  
9,Ahmednagar,34,5,11,-1,90,34,0,0,0,0,62   
10,Jalgaon,31,1,11,-1,70,9,0,0,-1,0,75   
11,Kolhapur,33,3,19,4,30,29,0,0,-1,0,107  
12,Malegaon,29,-1,13,2,75,20,0,0,0,0,56   
13,Nasik,31,3,10,0,90,21,0,0,0,0,68   
14,Pune,31,2,13,2,80,15,0,0,0,0,74   
15,Pune AP(LHG),33,-,15,-,75,-,0,0,-1,0,-
16,Sangli,32,2,18,4,90,27,0,0,-1,0,67   
17,Satara,33,-,15,-,75,-,0,0,-1,0,96   
18,Solapur,34,4,19,4,70,18,0,0,-1,0,76   
19,Aurangabad,30,1,15,5,75,20,0,0,0,0,77   
20,Nanded,-,-,19,-,95,22,0,1,0,0,94   
21,Osmanabad,31,-,15,-,75,-,0,0,-1,0,82   
22,Parbhani,31,1,18,5,95,3,0,1,0,0,97   
23,Akola,30,0,16,3,90,38,0,0,-1,0,83   
24,Amravati,29,1,15,0,85,35,0,0,-1,0,89   
25,Brahmapuri,26,-2,18,4,70,-4,0,0,-2,0,139  
26,Buldhana,28,1,16,1,95,40,0,0,0,0,85   
27,Nagpur,22,5,16,3,90,21,0,0,8,1,113  
28,Wardha,26,-3,17,3,95,43,0,0,0,0,109  
29,Yeotmal,28,0,18,3,80,26,0,0,-1,0,109  
30,Ahmedabad,25,-4,11,-1,70,14,0,0,0,-,78   
31,Delhi (PLM),21,0,8,3,95,15,0,0,-1,0,75   
32,Delhi (SFD),21,-1,8,1,95,24,0,0,-2,0,78   
33,Bangalore A.P,29,2,17,2,95,15,0,0,-1,0,-
34,Hyderabad,33,5,21,7,85,6,0,0,-1,0,82   
