,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,32,1,23,1,90,19,0,0,0,0,226  
1,Bhira,39,-,17,-,90,-,0,0,-1,0,490  
2,Dahanu,34,3,24,2,80,11,0,0,0,0,200  
3,Goa(Panjim),33,1,25,1,70,-3,0,0,-1,0.0,294  
4,Harnai,32,3,24,-1,75,3,0,0,0,0,252  
5,Mumbai (CLB),32,0,25,1,89,17,0,0,0,0.0,216  
6,Mumbai (SCZ),32,-1,24,2,84,18,0,0,0,0.0,235  
7,Ratnagiri,32,0,22,-2,90,16,0,0,0,0,301  
8,Ahmednagar,39,2,-,,47,14,0,0,-4,0,62   
9,Jalgaon,41,3,23,3,53,11,0,0,-6,0,75   
10,Jeur,39,0,25,4,65,28,0,0,-3,0,62   
11,Kolhapur,37,0,21,1,70,13,0,0,-6,0,107  
12,Mahabaleshwar,31,2,19,1,35,-1,0,0,-7,0,582  
13,Malegaon,40,2,23,4,50,16,0,0,-2,0,56   
14,Nasik,37,1,18,1,65,16,0,0,-3,0,68   
15,Pune,37,1,18,1,60,17,0,0,-3,0,74   
16,Pune AP(LHG),38,-,19,-,55,-,0,0,-5,0,-
17,Sangli,39,2,21,1,85,29,0,0,-3,0,67   
18,Satara,40,-,19,-,70,-,0,0,-4,0,96   
19,Solapur,41,3,24,2,40,3,0,0,-5,0,76   
20,Aurangabad,38,1,24,5,35,-1,0,0,-5,0,77   
21,Nanded,41,2,22,1,50,8,0,0,-9,0,94   
22,Osmanabad,39,-,22,-,30,-,0,0,-4,0,82   
23,Parbhani,41,3,21,-1,53,19,0,0,-11,0,97   
24,Akola,41,2,22,1,30,-2,0,0,-10,1,83   
25,Amravati,41,3,22,-1,45,14,0,0,-15,0,89   
26,Brahmapuri,41,4,24,3,60,9,0,0,-18,0,139  
27,Buldhana,37,2,27,4,40,-1,0,0,-9,0,85   
28,Chandrapur,42,4,28,6,-,-,0,0,-20,0,128  
29,Nagpur,39,1,24,3,53,15,0,0,-21,1,113  
30,Wardha,41,4,23,0,70,37,0,0,-15,0,109  
31,Yeotmal,39,1,23,0,33,-4,0,0,-16,0,109  
32,Ahmedabad,40,3,24,4,58,11,0,0,-1,0.0,78   
33,Delhi (PLM),35,2,19,2,43,1,0,8,2,2,75   
34,Delhi (SFD),35,2,19,3,53,0,0,6,-8,2,78   
35,Bangalore A.P,35,1,19,-1,75,12,0,1,-4,0,-
36,Hyderabad,40,4,24,3,43,-9,-,0,-13,0,82   
