,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,0,25,0,85,-4,3,893,-639,89,226  
1,Bhira,26,-1,23,0,100,2,37,156,-1189,216,490  
2,Dahanu,29,-1,27,2,85,-4,TR,701,-697,70,200  
3,Goa(Dabolim),31,-,24,-,95,-,22,1234,-725,123,275  
4,Goa(Panjim),30,2,23,-1,96,4,49,2112,-35,211.2,294  
5,Harnai,29,0,24,0,85,-4,7,1434,-323,143,252  
6,Mumbai (CLB),29,-1,25,0,92,3,23,737,-756,94.42,216  
7,Mumbai (SCZ),31,1,26,1,86,-2,5,996,-604,99.58,235  
8,Ratnagiri,29,1,23,-1,95,5,3,2267,140,227,301  
9,Ahmednagar,27,-2,21,0,85,2,0,88,-154,11,62   
10,Jalgaon,25,-6,22,-1,95,6,27,245,-201,24,75   
11,Jeur,29,-2,20,0,90,5,0,23,-212,2,62   
12,Kolhapur,26,0,22,1,90,-3,3,443,-161,50,107  
13,Mahabaleshwar,19,0,17,0,100,1,83,3694,-295,379,582  
14,Malegaon,24,-5,15,-7,90,6,10,202,-72,23,56   
15,Nasik,23,-5,21,0,95,7,10,272,-83,28,68   
16,Pune,28,1,22,0,80,-7,1,259,-116,27,74   
17,Pune AP(LHG),28,-,22,-,85,-,1,157,-152,17,-
18,Sangli,28,0,22,1,85,-3,-1,161,-105,24,67   
19,Satara,-,-,20,-,95,8,3,311,-207,36,96   
20,Solapur,30,-1,22,0,80,-3,1,153,-150,20,76   
21,Aurangabad,26,-3,22,1,90,3,0,330,-45,35,77   
22,Nanded,32,1,22,0,90,8,0,185,-305,19,94   
23,Osmanabad,28,-,18,-,90,-,0,190,-184,22,82   
24,Parbhani,29,-2,23,0,80,-3,1,347,-138,35,97   
25,Akola,26,-4,23,-1,90,6,3,442,-20,117,83   
26,Amravati,24,-6,20,-3,95,9,6,497,28,51,89   
27,Brahmapuri,-,-,24,-,95,7,16,882,125,175,139  
28,Buldhana,-,-,21,-,95,7,2,286,-173,20,85   
29,Chandrapur,-,-,25,-,95,10,0,738,33,74,128  
30,Nagpur,27,-3,23,-1,100,15,1,793,200,81,113  
31,Wardha,27,-3,23,0,90,4,1,362,-225,36,109  
32,Yeotmal,27,-2,20,-2,90,4,1,562,-41,56,109  
33,Ahmedabad,32,-1,24,-1,95,7,41,187,-289,35.78,78   
34,Delhi (PLM),35,1,25,-1,75,-6,14,127,-280,15,75   
35,Delhi (SFD),35,2,25,-2,85,5,-,-,-,-,78   
36,Bangalore A.P,27,-1,20,0,90,0,0,79,-116,24,-
37,Hyderabad,31,1,23,1,80,-3,13,297,-28,31,82   
