,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,-2,-,,-,-,-,-,-,-,226  
1,Bhira,41,3,-,,-,-,-,0,-7,0,490  
2,Dahanu,33,-1,28,0,70,-1,0,0,-3,0,200  
3,Goa(Dabolim),33,-,-,,-,-,-,-,-,-,275  
4,Goa(Panjim),34,-1,26,-1,80,5,0,0,-54,0.2,294  
5,Harnai,30,-1,26,-1,65,-14,0,0,-18,0,252  
6,Mumbai (CLB),34,0,27,0,78,5,0,0,-8,0.0,216  
7,Mumbai (SCZ),33,0,26,-1,70,1,0,0,-11,0.0,235  
8,Ratnagiri,33,0,24,-3,75,1,0,1,-17,TR,301  
9,Ahmednagar,41,3,21,-2,65,9,0,21,-1,2,62   
10,Jalgaon,43,1,27,0,97,14,0,0,-12,0,75   
11,Kolhapur,37,2,23,0,80,3,0,55,-13,5,107  
12,Mahabaleshwar,31,2,17,-1,60,-8,0,18,-48,2,582  
13,Malegaon,42,2,19,-5,50,-5,0,33,19,3,56   
14,Nasik,37,0,22,0,80,18,0,12,-8,1,68   
15,Pune,37,1,22,-1,95,12,0,8,-31,1,74   
16,Pune AP(LHG),39,-,21,-,60,-,0,18,-21,2,-
17,Sangli,39,2,23,0,80,4,0,81,21,8,67   
18,Satara,39,4,22,-1,65,3,0,50,6,5,96   
19,Solapur,42,2,25,0,60,-8,0,50,16,5,76   
20,Aurangabad,40,1,26,2,43,-13,0,21,2,2,77   
21,Nanded,44,3,24,-2,60,14,0,0,-29,TR,94   
22,Osmanabad,42,-,-,,-,-,-,-,-,-,82   
23,Parbhani,44,2,27,0,33,-14,0,3,-25,TR,97   
24,Akola,44,3,30,2,37,-8,0,4,-17,1,83   
25,Amravati,44,2,27,0,50,4,0,18,-13,2,89   
26,Brahmapuri,46,3,30,2,40,-2,0,2,-40,TR,139  
27,Buldhana,-,-,27,-,50,-9,0,0,-19,0,85   
28,Chandrapur,47,4,30,1,37,-2,0,2,-51,TR,128  
29,Nagpur,45,2,32,2,27,-7,0,4,-40,1,113  
30,Wardha,46,3,29,1,70,32,0,2,-33,TR,109  
31,Yeotmal,43,1,28,0,35,-4,0,0,-42,0,109  
32,Ahmedabad,42,0,28,1,70,-1,0,3,-8,3.0,78   
33,Delhi (PLM),43,2,29,2,37,-4,0,3,-19,3,75   
34,Delhi (SFD),42,2,27,0,45,3,0,21,-8,3,78   
35,Bangalore A.P,35,2,22,1,75,-2,0,160,49,16,-
36,Hyderabad,43,4,29,2,33,-15,0,16,-40,1,82   
