01/06/2011,0.0
02/06/2011,0.0
03/06/2011,4.6
05/06/2011,74.0
06/06/2011,54.1
07/06/2011,0.9
08/06/2011,0.0
09/06/2011,0.0
10/06/2011,29.0
11/06/2011,60.5
12/06/2011,184.4
13/06/2011,33.6
14/06/2011,5.2
15/06/2011,35.9
18/06/2011,1.6
19/06/2011,0.2
20/06/2011,1.0
21/06/2011,15.0
22/06/2011,4.6
23/06/2011,2.4
24/06/2011,4.9
25/06/2011,0.0
26/06/2011,0.7
27/06/2011,17.5
28/06/2011,11.5
29/06/2011,17.7
30/06/2011,2.6
01/07/2011,1.7
02/07/2011,4.3
03/07/2011,40.6
04/07/2011,6.6
05/07/2011,7.3
06/07/2011,1.7
07/07/2011,21.7
08/07/2011,116.0
10/07/2011,28.6
11/07/2011,7.3
12/07/2011,83.4
13/07/2011,47.1
14/07/2011,93.0
15/07/2011,94.9
16/07/2011,7.2
17/07/2011,106.0
18/07/2011,37.4
19/07/2011,41.2
20/07/2011,65.9
21/07/2011,0.2
22/07/2011,6.3
23/07/2011,1.7
24/07/2011,0.0
25/07/2011,0.7
26/07/2011,6.4
27/07/2011,41.0
28/07/2011,5.9
29/07/2011,97.8
30/07/2011,72.8
31/07/2011,192.4
01/08/2011,65.8
02/08/2011,17.7
03/08/2011,7.3
04/08/2011,3.8
05/08/2011,4.2
06/08/2011,11.0
07/08/2011,4.2
08/08/2011,1.7
09/08/2011,1.4
10/08/2011,1.3
11/08/2011,0.0
12/08/2011,6.1
13/08/2011,7.1
14/08/2011,6.3
15/08/2011,6.0
16/08/2011,1.6
17/08/2011,4.6
18/08/2011,5.6
19/08/2011,41.4
20/08/2011,0.6
21/08/2011,1.4
22/08/2011,0.5
23/08/2011,0.0
24/08/2011,7.1
25/08/2011,37.8
26/08/2011,16.3
27/08/2011,83.0
28/08/2011,220.4
29/08/2011,232.6
30/08/2011,48.9
31/08/2011,9.5
01/09/2011,2.3
02/09/2011,36.0
03/09/2011,23.0
04/09/2011,26.0
05/09/2011,12.3
06/09/2011,10.4
07/09/2011,10.2
08/09/2011,2.5
09/09/2011,0.8
10/09/2011,0.4
11/09/2011,4.6
12/09/2011,35.3
13/09/2011,6.7
14/09/2011,35.1
15/09/2011,2.5
16/09/2011,2.9
17/09/2011,0.0
18/09/2011,1.5
19/09/2011,5.4
20/09/2011,0.0
21/09/2011,11.7
22/09/2011,10.2
23/09/2011,10.8
24/09/2011,2.8
25/09/2011,0.7
26/09/2011,0.0
27/09/2011,0.0
28/09/2011,0.0
29/09/2011,0.0
30/09/2011,0.0
01/10/2011,0.0
02/10/2011,0.1
03/10/2011,0.0
04/10/2011,3.0
05/10/2011,0.0
06/10/2011,0.0
07/10/2011,0.0
08/10/2011,0.0
09/10/2011,0.0
10/10/2011,0.0
11/10/2011,0.0
12/10/2011,0.4
13/10/2011,71.0
14/10/2011,14.2
15/10/2011,4.2
16/10/2011,0.7
18/10/2011,0.0
19/10/2011,0.0
20/10/2011,0.0
21/10/2011,0.0
22/10/2011,0.0
23/10/2011,0.0
24/10/2011,0.0
26/10/2011,0.0
02/11/2011,0.0
09/11/2011,0.0
16/11/2011,0.0
21/11/2011,0.0
22/11/2011,0.0
23/11/2011,0.0
