02/06/2014,0.0
03/06/2014,0.0
04/06/2014,2.0
05/06/2014,0.0
06/06/2014,0.0
07/06/2014,0.0
08/06/2014,0.0
09/06/2014,0.0
10/06/2014,0.0
11/06/2014,0.0
12/06/2014,0.0
13/06/2014,9.2
14/06/2014,7.2
15/06/2014,14.6
16/06/2014,15.1
17/06/2014,31.7
18/06/2014,0.1
19/06/2014,6.7
20/06/2014,0.2
21/06/2014,0.0
22/06/2014,0.0
23/06/2014,0.0
24/06/2014,0.0
26/06/2014,0.5
27/06/2014,0.0
28/06/2014,0.0
29/06/2014,0.0
29/06/2014,0.0
30/06/2014,0.0
01/07/2014,1.6
02/07/2014,11.8
03/07/2014,207.2
04/07/2014,59.0
05/07/2014,3.4
06/07/2014,0.0
07/07/2014,3.6
08/07/2014,98
09/07/2014,32.7
10/07/2014,49.1
11/07/2014,47.8
12/07/2014,107.6
13/07/2014,78.4
14/07/2014,38.7
15/07/2014,26.6
16/07/2014,174.4
17/07/2014,56.4
18/07/2014,46.0
19/07/2014,10.0
20/07/2014,2.6
20/07/2014,2.6
21/07/2014,6.8
22/07/2014,3.6
23/07/2014,10
24/07/2014,12.4
25/07/2014,2.7
26/7/2014,9.7
27/07/2014,2.6
28/07/2014,143.0
29/07/2014,48.3
30/07/2014,131.0
31/07/2014,43.7
02/08/2014,10.1
17/08/2014,0.5
24/08/2014,0.7
28/08/2014,2.1
29/8/2014,3.2
30/08/2014,2.4
05/09/2014,26.8
13/09/2014,0.2
27/09/2014,0.2
28/09/2014,0.0
29/09/2014,0.0
30/09/2014,0.0
06/10/2014,0.0
07/10/2014,0.0
08/10/2014,4.6
09/10/2014,0.0
10/10/2014,0.0
11/10/2014,0.0
13/10/2014,0.0
14/10/2014,0.0
15/10/2014,0.0
20/10/2014,0.0
21/10/2014,0.2
22/10/2014,0.0
