02/01/2013,0.0
16/01/2013,0.0
23/01/2013,0.0
30/01/2013,0.0
06/02/2013,0.0
13/02/2013,0.0
27/02/2013,0.0
13/03/2013,0.0
20/03/2013,0.0
27/03/2013,0.0
03/04/2013,0.0
10/04/2013,0.0
24/04/2013,0.0
01/05/2013,0.0
08/05/2013,0.0
15/05/2013,0.0
29/05/2013,0.0
30/05/2013,0.0
31/05/2013,0.0
01/06/2013,0.0
02/06/2013,0.0
03/06/2013,5.4
07/06/2013,3.4
08/06/2013,53.0
09/06/2013,36.8
10/06/2013,90.4
11/06/2013,103.2
12/06/2013,4.5
13/06/2013,28.8
14/06/2013,11.4
15/06/2013,39.8
16/06/2013,141.6
17/06/2013,208.0
18/06/2013,39.2
19/06/2013,24.0
20/06/2013,4.1
21/06/2013,5.2
22/06/2013,3.0
23/06/2013,0.0
24/06/2013,6.4
25/06/2013,62.4
26/06/2013,37.6
27/06/2013,6.8
28/06/2013,3.8
29/06/2013,7.2
30/06/2013,6.1
01/07/2013,0.6
2/07/2013,30.6
3/07/2013,3.6
4/07/2013,0.8
05/07/2013,2.4
06/07/2013,0.9
07/07/2013,11.4
08/07/2013,32.4
09/07/2013,35.7
11/07/2013,93.4
12/07/2013,30.2
13/07/2013,49.2
14/07/2013,2.4
15/07/2013,3.3
16/07/2013,7.5
17/07/2013,9.2
18/07/2013,21.7
19/07/2013,31.2
20/07/2013,71.4
21/07/2013,50.1
22/07/2013,21.8
23/07/2013,27.1
24/07/2013,218.6
25/07/2013,35.3
26/07/2013,8.0
27/07/2013,9.4
28/07/2013,14.6
29/07/2013,19.7
30/07/2013,1.0
31/07/2013,9.0
01/08/2013,6.6
02/08/2013,70.0
03/08/2013,7.8
04/08/2013,3.7
05/08/2013,0.0
06/08/2013,0.6
07/08/2013,4.4
08/08/2013,5.9
09/08/2013,5.6
10/08/2013,8.2
11/08/2013,6.8
12/08/2013,5.8
13/08/2013,2.2
15/08/2013,7.0
16/08/2013,2.0
17/08/2013,15.0
18/08/2013,9.7
19/08/2013,0.8
20/08/2013,0.0
21/08/2013,0.0
22/08/2013,0.1
24/08/2013,5.1
25/08/2013,8.4
26/08/2013,19.5
27/08/2013,8.7
28/08/2013,0.2
29/08/2013,0.0
30/08/2013,0.2
31/08/2013,0.2
01/09/2013,0.0
02/09/2013,0.0
04/09/2013,0.0
05/09/2013,0.0
06/09/2013,1.8
07/09/2013,1.8
08/09/2013,0.4
09/09/2013,6.0
10/09/2013,0.8
11/09/2013,8.4
12/09/2013,25.1
13/09/2013,2.2
14/09/2013,0.0
15/09/2013,37.4
16/09/2013,17.4
17/09/2013,1.4
18/09/2013,8.0
19/09/2013,57.4
20/09/2013,42.6
21/09/2013,0.3
22/09/2013,0.0
23/09/2013,0.4
24/09/2013,14.2
25/09/2013,4.2
26/09/2013,13.8
27/09/2013,8.9
28/09/2013,35.0
29/09/2013,18.4
30/09/2013,0.4
01/10/2013,0.0
02/10/2013,0.0
03/10/2013,0.0
04/10/2013,0.0
05/10/2013,0.0
06/10/2013,0.0
07/10/2013,0.0
08/10/2013,0.3
09/10/2013,23.2
10/10/2013,0.2
11/10/2013,12.4
13/10/2013,7.6
12/10/2013,2.0
12/10/2013,2.0
14/10/2013,0.0
15/10/2013,11.1
16/10/2013,0.8
17/10/2013,8.6
18/10/2013,0.0
19/10/2013,0.0
20/10/2013,0.0
22/10/2013,0.0
23/10/2013,0.0
24/10/2013,0.0
25/10/2013,0.0
26/10/2013,0.0
27/10/2013,0.0
28/10/2013,0.0
29/10/2013,0.0
30/10/2013,0.0
31/10/2013,0.0
