"['1/01/2014', 'Alibaug', '27', '-2', '19', '2', '90', '0', '0', '0', '0', '0', '226  ']","['1/01/2014', 'Bhira', '-', '-', '21', '5', '90', '15', '0', '0', '0', '0', '490  ']","['1/01/2014', 'Dahanu', '25', '-3', '17', '0', '65', '0', '0', '0', '0', '0', '200  ']","['1/01/2014', 'Goa(Panjim)', '33', '1', '20', '0', '95', '20', '0', '0', '0', '0', '294  ']","['1/01/2014', 'Harnai', '27', '-2', '21', '-1', '75', '18', '0', '0', '0', '0', '252  ']","['1/01/2014', 'Mumbai (CLB)', '26', '-5', '21', '1', '77', '-01', '0', '0', '0', '0', '216  ']","['1/01/2014', 'Mumbai (SCZ)', '28', '-3', '16', '1', '67', '0', '0', '0', '0', '0', '235  ']","['1/01/2014', 'Ratnagiri', '32', '0', '18', '-1', '70', '11', '0', '0', '0', '0', '301  ']","['1/01/2014', 'Ahmednagar', '30', '1', '11', '0', '90', '25', '0', '0', '0', '0', '62   ']","['1/01/2014', 'Jalgaon', '30', '1', '15', '3', '70', '3', '0', '0', '0', '0', '75   ']","['1/01/2014', 'Kolhapur', '29', '-1', '17', '2', '80', '9', '0', '0', '0', '0', '107  ']","['1/01/2014', 'Mahabaleshwar', '24', '-2', '13', '0', '90', '31', '0', '0', '0', '0', '582  ']","['1/01/2014', 'Malegaon', '29', '0', '15', '5', '85', '19', '0', '0', '0', '0', '56   ']","['1/01/2014', 'Nasik', '29', '0', '12', '2', '95', '28', '0', '0', '0', '0', '68   ']","['1/01/2014', 'Pune', '29', '0', '13', '2', '90', '7', '0', '0', '0', '0', '74   ']","['1/01/2014', 'Pune AP(LHG)', '28', '-', '14', '-', '85', '-', '0', '0', '0', '0', '-']","['1/01/2014', 'Sangli', '28', '-3', '17', '4', '85', '13', '0', '0', '0', '0', '67   ']","['1/01/2014', 'Satara', '-', '-', '13', '0', '90', '17', '0', '0', '0', '0', '96   ']","['1/01/2014', 'Solapur', '30', '0', '15', '0', '80', '20', '0', '0', '0', '0', '76   ']","['1/01/2014', 'Aurangabad', '28', '0', '14', '3', '80', '20', '0', '0', '0', '0', '77   ']","['1/01/2014', 'Nanded', '28', '-2', '13', '1', '70', '13', '0', '0', '0', '0', '94   ']","['1/01/2014', 'Osmanabad', '28', '-', '-', '', '-', '-', '0', '0', '0', '0', '82   ']","['1/01/2014', 'Parbhani', '29', '0', '12', '-1', '75', '14', '0', '0', '0', '0', '97   ']","['1/01/2014', 'Akola', '30', '1', '15', '2', '70', '5', '0', '0', '0', '0', '83   ']","['1/01/2014', 'Amravati', '28', '-1', '13', '-1', '65', '13', '0', '0', '0', '0', '89   ']","['1/01/2014', 'Brahmapuri', '29', '1', '16', '4', '85', '12', '0', '0', '0', '0', '139  ']","['1/01/2014', 'Buldhana', '28', '2', '15', '1', '75', '15', '0', '0', '0', '0', '85   ']","['1/01/2014', 'Chandrapur', '28', '-1', '15', '2', '75', '2', '0', '0', '0', '0', '128  ']","['1/01/2014', 'Nagpur', '28', '1', '13', '1', '87', '20', '0', '0', '0', '0', '113  ']","['1/01/2014', 'Wardha', '29', '1', '13', '0', '90', '33', '0', '0', '0', '0', '109  ']","['1/01/2014', 'Yeotmal', '29', '2', '14', '0', '60', '7', '0', '0', '0', '0', '109  ']","['1/01/2014', 'Ahmedabad', '26', '-2', '13', '-1', '77', '13', '0', '0', '0', '0', '78   ']","['1/01/2014', 'Delhi (PLM)', '18', '-3', '10', '3', '95', '13', '0', '0', '0', '0', '75   ']","['1/01/2014', 'Delhi (SFD)', '18', '-3', '10', '3', '100', '-', '0', '0', '0', '0', '78   ']","['1/01/2014', 'Bangalore A.P', '26', '-1', '15', '0', '95', '13', '0', '0', '0', '0', '-']","['1/01/2014', 'Hyderabad', '28', '0', '18', '3', '85', '11', '0', '0', '0', '0', '82   ']"
"['2/01/2014', 'Alibaug', '28', '-1', '20', '3', '80', '5', '0', '0', '0', '0', '226  ']","['2/01/2014', 'Bhira', '-', '-', '23', '-', '60', '-15', '0', '0', '0', '0', '490  ']","['2/01/2014', 'Dahanu', '25', '-3', '19', '-1', '85', '17', '0', '0', '0', '0', '200  ']","['2/01/2014', 'Goa(Panjim)', '34', '1', '20', '0', '82', '7', '0', '0', '0', '0.0', '294  ']","['2/01/2014', 'Harnai', '29', '0', '23', '1', '60', '3', '0', '0', '0', '0', '252  ']","['2/01/2014', 'Mumbai (CLB)', '29', '-1', '22', '3', '96', '18', '0', '0', '0', '0.0', '216  ']","['2/01/2014', 'Mumbai (SCZ)', '31', '-1', '20', '3', '77', '10', '0', '0', '0', '0.0', '235  ']","['2/01/2014', 'Ratnagiri', '33', '1', '19', '0', '60', '1', '0', '-', '-', '-', '301  ']","['2/01/2014', 'Ahmednagar', '31', '2', '13', '2', '90', '25', '0', '0', '0', '0', '62   ']","['2/01/2014', 'Jalgaon', '29', '0', '16', '5', '80', '13', '0', '0', '0', '0', '75   ']","['2/01/2014', 'Jeur', '29', '-2', '9', '-3', '75', '8', '0', '0', '0', '0', '62   ']","['2/01/2014', 'Kolhapur', '29', '-1', '17', '2', '80', '9', '0', '0', '0', '0', '107  ']","['2/01/2014', 'Mahabaleshwar', '24', '-2', '13', '0', '85', '36', '0', '0', '0', '0', '582  ']","['2/01/2014', 'Malegaon', '30', '1', '15', '5', '85', '19', '0', '0', '0', '0', '56   ']","['2/01/2014', 'Nasik', '29', '0', '15', '4', '75', '-8', '0', '0', '0', '0', '68   ']","['2/01/2014', 'Pune', '-', '-', '14', '-', '85', '2', '0', '0', '0', '0', '74   ']","['2/01/2014', 'Pune AP(LHG)', '26', '-', '15', '-', '85', '-', '0', '0', '0', '0', '-']","['2/01/2014', 'Sangli', '28', '-3', '17', '4', '80', '8', '0', '0', '0', '0', '67   ']","['2/01/2014', 'Satara', '30', '1', '14', '1', '90', '17', '0', '0', '0', '0', '96   ']","['2/01/2014', 'Solapur', '29', '-1', '15', '0', '75', '9', '0', '0', '0', '0', '76   ']","['2/01/2014', 'Aurangabad', '29', '1', '14', '3', '85', '25', '0', '0', '0', '0', '77   ']","['2/01/2014', 'Nanded', '29', '-1', '14', '2', '85', '18', '0', '0', '-1', '0', '94   ']","['2/01/2014', 'Osmanabad', '29', '-', '12', '-', '80', '-', '0', '0', '0', '0', '82   ']","['2/01/2014', 'Parbhani', '29', '0', '14', '1', '80', '19', '0', '0', '0', '0', '97   ']","['2/01/2014', 'Akola', '31', '2', '15', '2', '70', '5', '0', '0', '-', '0', '83   ']","['2/01/2014', 'Amravati', '28', '-1', '13', '-1', '71', '19', '0', '0', '-', '0', '89   ']","['2/01/2014', 'Brahmapuri', '30', '2', '15', '3', '81', '8', '0', '0', '-', '0', '139  ']","['2/01/2014', 'Buldhana', '28', '2', '15', '1', '77', '17', '0', '0', '-', '0', '85   ']","['2/01/2014', 'Chandrapur', '30', '1', '15', '2', '81', '8', '0', '0', '-', '0', '128  ']","['2/01/2014', 'Nagpur', '29', '2', '13', '1', '85', '18', '0', '0', '-', '0', '113  ']","['2/01/2014', 'Wardha', '29', '1', '13', '0', '90', '33', '0', '0', '-', '0', '109  ']","['2/01/2014', 'Yeotmal', '28', '1', '13', '-1', '60', '7', '0', '0', '-', '0', '109  ']","['2/01/2014', 'Ahmedabad', '23', '-5', '16', '5', '78', '14', '0', '0', '0', '0.0', '78   ']","['2/01/2014', 'Delhi (PLM)', '19', '-1', '4', '-3', '98', '16', '0', '0', '-1', '0', '75   ']","['2/01/2014', 'Delhi (SFD)', '-', '-', '5', '-', '98', '16', '0', '0', '-1', '0', '78   ']","['2/01/2014', 'Bangalore A.P', '26', '-1', '15', '0', '85', '3', '0', '0', '0', '0', '-']","['2/01/2014', 'Hyderabad', '27', '-1', '15', '0', '80', '6', '0', '0', '-1', '0', '82   ']"
"['3/01/2014', 'Alibaug', '31', '2', '20', '3', '80', '5', '0', '0', '0', '0', '226  ']","['3/01/2014', 'Bhira', '34', '1', '22', '6', '85', '10', '0', '0', '0', '0', '490  ']","['3/01/2014', 'Dahanu', '32', '4', '20', '3', '85', '20', '0', '0', '0', '0', '200  ']","['3/01/2014', 'Goa(Dabolim)', '33', '-', '-', '', '-', '-', '-', '-', '-', '-', '275  ']","['3/01/2014', 'Goa(Panjim)', '34', '2', '20', '0', '77', '02', '0', '0', '0', '0.0', '294  ']","['3/01/2014', 'Harnai', '32', '3', '22', '0', '75', '-', '0', '0', '0', '0', '252  ']","['3/01/2014', 'Mumbai (CLB)', '33', '2', '21', '2', '94', '16', '0', '0', '0', '0.0', '216  ']","['3/01/2014', 'Mumbai (SCZ)', '33', '2', '19', '2', '77', '10', '0', '0', '0', '0.0', '235  ']","['3/01/2014', 'Ratnagiri', '34', '2', '19', '0', '57', '-2', '0', '0', '0', '0', '301  ']","['3/01/2014', 'Ahmednagar', '31', '2', '12', '1', '95', '30', '0', '0', '0', '0', '62   ']","['3/01/2014', 'Jalgaon', '28', '-1', '15', '3', '75', '8', '0', '0', '-1', '0', '75   ']","['3/01/2014', 'Jeur', '29', '-2', '-', '', '-', '-', '-', '-', '-', '-', '62   ']","['3/01/2014', 'Kolhapur', '29', '-1', '17', '2', '75', '4', '0', '0', '0', '0', '107  ']","['3/01/2014', 'Mahabaleshwar', '25', '-1', '14', '1', '85', '26', '0', '0', '0', '0', '582  ']","['3/01/2014', 'Malegaon', '31', '2', '-', '-', '-', '-', '-', '-', '-', '-', '56   ']","['3/01/2014', 'Nasik', '29', '0', '13', '3', '85', '18', '0', '0', '0', '0', '68   ']","['3/01/2014', 'Pune', '29', '-', '12', '-', '95', '-', '0', '0', '0', '0', '74   ']","['3/01/2014', 'Pune AP(LHG)', '28', '-', '15', '-', '80', '-', '0', '0', '00', '0', '-']","['3/01/2014', 'Sangli', '29', '-2', '16', '3', '75', '3', '0', '00', '0', '0', '67   ']","['3/01/2014', 'Satara', '31', '2', '13', '0', '95', '22', '0', '0', '0', '0', '96   ']","['3/01/2014', 'Solapur', '31', '1', '15', '0', '75', '9', '0', '0', '0', '0', '76   ']","['3/01/2014', 'Aurangabad', '28', '0', '14', '3', '80', '20', '0', '0', '0', '0', '77   ']","['3/01/2014', 'Nanded', '29', '-1', '13', '1', '25', '-42', '0', '0', '-1', '0', '94   ']","['3/01/2014', 'Osmanabad', '30', '-', '12', '-', '80', '-', '0', '0', '0', '0', '82   ']","['3/01/2014', 'Parbhani', '29', '0', '13', '0', '80', '24', '0', '0', '0', '0', '97   ']","['3/01/2014', 'Akola', '31', '2', '16', '3', '75', '10', '0', '0', '-', '0', '83   ']","['3/01/2014', 'Amravati', '28', '-1', '12', '-2', '70', '18', '0', '0', '-', '0', '89   ']","['3/01/2014', 'Brahmapuri', '30', '2', '15', '3', '85', '12', '0', '0', '-', '0', '139  ']","['3/01/2014', 'Buldhana', '29', '3', '15', '1', '85', '25', '0', '0', '-', '0', '85   ']","['3/01/2014', 'Chandrapur', '29', '0', '15', '2', '70', '-3', '0', '0', '-', '0', '128  ']","['3/01/2014', 'Nagpur', '28', '1', '13', '1', '85', '18', '0', '0', '-', '0', '113  ']","['3/01/2014', 'Wardha', '29', '1', '14', '1', '90', '33', '0', '0', '-', '0', '109  ']","['3/01/2014', 'Yeotmal', '28', '1', '14', '0', '55', '2', '0', '0', '-', '0', '109  ']","['3/01/2014', 'Ahmedabad', '23', '-5', '16', '4', '81', '17', 'TR', '0', '0', '0.0', '78   ']","['3/01/2014', 'Delhi (PLM)', '18', '-2', '5', '-2', '95', '13', '0', '0', '-1', '0', '75   ']","['3/01/2014', 'Delhi (SFD)', '18', '-3', '5', '-2', '95', '13', '0', '0', '-2', '0', '78   ']","['3/01/2014', 'Bangalore A.P', '26', '-1', '15', '0', '80', '-2', '0', '0', '-1', '0', '-']","['3/01/2014', 'Hyderabad', '27', '-1', '15', '0', '75', '1', '0', '0', '-1', '0', '82   ']"
"['4/01/2014', 'Alibaug', '33', '4', '20', '3', '85', '10', '0', '0', '0', '0', '226  ']","['4/01/2014', 'Bhira', '-', '-', '21', '-', '90', '15', '0', '0', '0', '0', '490  ']","['4/01/2014', 'Dahanu', '33', '-', '20', '-', '80', '15', '0', '0', '0', '0', '200  ']","['4/01/2014', 'Goa(Panjim)', '35', '2', '20', '0', '82', '7', '0', '0', '0', '0.0', '294  ']","['4/01/2014', 'Harnai', '32', '3', '22', '0', '70', '13', '0', '0', '0', '0', '252  ']","['4/01/2014', 'Mumbai (CLB)', '32', '1', '22', '2', '98', '20', '0', '0', '0', '0.0', '216  ']","['4/01/2014', 'Mumbai (SCZ)', '33', '2', '21', '4', '88', '21', '0', '0', '0', '0.0', '235  ']","['4/01/2014', 'Ratnagiri', '33', '1', '17', '-2', '70', '11', '0', '0', '0', '0', '301  ']","['4/01/2014', 'Ahmednagar', '31', '2', '11', '0', '95', '30', '0', '0', '0', '0', '62   ']","['4/01/2014', 'Jalgaon', '31', '2', '15', '3', '60', '-7', '0', '0', '-1', '0', '75   ']","['4/01/2014', 'Jeur', '-', '-', '9', '-', '55', '-12', '0', '0', '0', '0', '62   ']","['4/01/2014', 'Kolhapur', '29', '-1', '16', '1', '80', '9', '0', '0', '0', '0', '107  ']","['4/01/2014', 'Mahabaleshwar', '25', '-1', '14', '1', '75', '16', '0', '0', '0', '0', '582  ']","['4/01/2014', 'Malegaon', '31', '2', '15', '5', '85', '19', '0', '0', '0', '0', '56   ']","['4/01/2014', 'Nasik', '30', '1', '14', '4', '90', '23', '0', '0', '0', '0', '68   ']","['4/01/2014', 'Pune', '29', '0', '-', '-', '95', '12', '0', '0', '0', '0', '74   ']","['4/01/2014', 'Pune AP(LHG)', '29', '-', '14', '-', '90', '-', '0', '0', '0', '0', '-']","['4/01/2014', 'Sangli', '29', '-2', '15', '2', '75', '3', '0', '0', '00', '0', '67   ']","['4/01/2014', 'Satara', '30', '1', '13', '0', '90', '17', '0', '0', '0', '0', '96   ']","['4/01/2014', 'Solapur', '31', '1', '16', '1', '55', '-1', '0', '000', '0', '0', '76   ']","['4/01/2014', 'Aurangabad', '29', '1', '14', '3', '85', '25', '0', '0', '0', '0', '77   ']","['4/01/2014', 'Nanded', '29', '-1', '15', '3', '70', '3', '0', '0', '-1', '0', '94   ']","['4/01/2014', 'Parbhani', '30', '1', '14', '1', '75', '14', '0', '0', '0', '0', '97   ']","['4/01/2014', 'Akola', '32', '3', '15', '2', '65', '0', '0', '0', '-', '0', '83   ']","['4/01/2014', 'Amravati', '29', '0', '12', '-2', '70', '18', '0', '0', '-', '0', '89   ']","['4/01/2014', 'Brahmapuri', '29', '1', '15', '3', '85', '12', '0', '0', '-', '0', '139  ']","['4/01/2014', 'Buldhana', '29', '3', '17', '3', '70', '10', '0', '0', '-', '0', '85   ']","['4/01/2014', 'Chandrapur', '29', '0', '15', '2', '80', '7', '0', '0', '-', '0', '128  ']","['4/01/2014', 'Nagpur', '29', '2', '13', '1', '65', '2', '0', '0', '-', '0', '113  ']","['4/01/2014', 'Wardha', '29', '1', '13', '0', '78', '19', '0', '0', '-', '0', '109  ']","['4/01/2014', 'Yeotmal', '29', '2', '14', '0', '48', '-5', '0', '0', '-', '0', '109  ']","['4/01/2014', 'Ahmedabad', '29', '1', '16', '4', '87', '23', '0', '0', '0', '0.0', '78   ']","['4/01/2014', 'Delhi (PLM)', '29', '-2', '8', '1', '85', '3', '0', '0', '-1', '0', '75   ']","['4/01/2014', 'Delhi (SFD)', '20', '-1', '-', '', '-', '-', '-', '-', '-', '-', '78   ']","['4/01/2014', 'Bangalore A.P', '28', '1', '14', '-1', '65', '-17', '0', '0', '-1', '0', '-']","['4/01/2014', 'Hyderabad', '29', '1', '15', '0', '85', '11', '0', '0', '-1', '0', '82   ']"
"['5/01/2014', 'Alibaug', '-', '-', '19', '2', '85', '10', '0', '0', '0', '0', '226  ']","['5/01/2014', 'Bhira', '-', '-', '21', '5', '95', '20', '0', '0', '0', '0', '490  ']","['5/01/2014', 'Dahanu', '27', '-1', '18', '1', '53', '-12', '0', '0', '0', '0', '200  ']","['5/01/2014', 'Goa(Panjim)', '34', '1', '20', '0', '91', '16', '0', '0', '0', '0.0', '294  ']","['5/01/2014', 'Harnai', '27', '-2', '21', '-1', '70', '13', '0', '0', '0', '0', '252  ']","['5/01/2014', 'Mumbai (CLB)', '28', '-3', '21', '1', '75', '-3', '0', '0', '0', '0.0', '216  ']","['5/01/2014', 'Mumbai (SCZ)', '30', '-1', '19', '2', '76', '9', '0', '0', '0', '0.0', '235  ']","['5/01/2014', 'Ratnagiri', '32', '0', '17', '-2', '90', '21', '0', '0', '0', '0', '301  ']","['5/01/2014', 'Ahmednagar', '33', '4', '13', '2', '90', '25', '0', '0', '0', '0', '62   ']","['5/01/2014', 'Jalgaon', '31', '2', '16', '4', '80', '13', '0', '0', '-1', '0', '75   ']","['5/01/2014', 'Jeur', '30', '-1', '-', '', '-', '-', '-', '-', '-', '-', '62   ']","['5/01/2014', 'Kolhapur', '33', '3', '17', '2', '85', '14', '0', '0', '0', '0', '107  ']","['5/01/2014', 'Mahabaleshwar', '27', '1', '14', '1', '85', '16', '0', '0', '0', '0', '582  ']","['5/01/2014', 'Malegaon', '31', '2', '15', '5', '85', '19', '0', '0', '0', '0', '56   ']","['5/01/2014', 'Nasik', '30', '1', '12', '2', '85', '18', '0', '0', '0', '0', '68   ']","['5/01/2014', 'Pune', '31', '2', '13', '2', '95', '12', '0', '0', '0', '0', '74   ']","['5/01/2014', 'Pune AP(LHG)', '30', '-', '15', '-', '99', '-', '0', '0', '0', '0', '-']","['5/01/2014', 'Sangli', '30', '-1', '15', '2', '90', '18', '0', '0', '0', '0', '67   ']","['5/01/2014', 'Satara', '31', '2', '13', '0', '95', '22', '0', '0', '0', '0', '96   ']","['5/01/2014', 'Solapur', '32', '2', '15', '0', '75', '9', '0', '0', '0', '0', '76   ']","['5/01/2014', 'Aurangabad', '29', '1', '16', '5', '80', '20', '0', '0', '0', '0', '77   ']","['5/01/2014', 'Nanded', '29', '-1', '13', '1', '65', '-2', '0', '0', '-1', '0', '94   ']","['5/01/2014', 'Osmanabad', '-', '-', '14', '-', '85', '-', '0', '0', '0', '0', '82   ']","['5/01/2014', 'Parbhani', '31', '2', '15', '2', '80', '19', '0', '0', '0', '0', '97   ']","['5/01/2014', 'Akola', '31', '2', '16', '3', '75', '10', '0', '0', '0', '0', '83   ']","['5/01/2014', 'Amravati', '30', '1', '12', '-2', '66', '14', '0', '0', '-', '0', '89   ']","['5/01/2014', 'Brahmapuri', '32', '4', '15', '3', '81', '8', '0', '0', '-', '0', '139  ']","['5/01/2014', 'Buldhana', '29', '3', '17', '3', '76', '16', '0', '0', '-', '0', '85   ']","['5/01/2014', 'Chandrapur', '29', '0', '15', '-', '80', '7', '0', '0', '-', '0', '128  ']","['5/01/2014', 'Nagpur', '31', '4', '14', '2', '82', '15', '0', '0', '-', '0', '113  ']","['5/01/2014', 'Wardha', '31', '3', '14', '1', '91', '24', '0', '0', '-', '0', '109  ']","['5/01/2014', 'Yeotmal', '29', '2', '15', '1', '67', '14', '0', '0', '-', '0', '109  ']","['5/01/2014', 'Ahmedabad', '27', '-1', '9', '-2', '67', '3', '0', '0', '0', '0.0', '78   ']","['5/01/2014', 'Delhi (PLM)', '20', '0', '8', '1', '99', '17', '0', '0', '-1', '0', '75   ']","['5/01/2014', 'Delhi (SFD)', '19', '-2', '8', '1', '99', '17', '0', '0', '-3', '0', '78   ']","['5/01/2014', 'Bangalore A.P', '21', '2', '15', '0', '90', '8', '0', '0', '-1', '0', '-']","['5/01/2014', 'Hyderabad', '28', '0', '17', '2', '85', '11', '0', '0', '-1', '0', '82   ']"
"['6/01/2014', 'Alibaug', '29', '0', '17', '0', '70', '-5', '0', '0', '0', '0', '226  ']","['6/01/2014', 'Bhira', '33', '0', '19', '3', '90', '15', '0', '0', '0', '0', '490  ']","['6/01/2014', 'Dahanu', '27', '-1', '15', '-2', '50', '-15', '0', '0', '0', '0', '200  ']","['6/01/2014', 'Goa(Panjim)', '32', '0', '19', '0', '95', '19', '0', '0', '0', '0.0', '294  ']","['6/01/2014', 'Harnai', '27', '-2', '20', '-2', '70', '13', '0', '0', '0', '0', '252  ']","['6/01/2014', 'Mumbai (CLB)', '28', '-2', '17', '-3', '61', '-18', '0', '0', '0', '0.0', '216  ']","['6/01/2014', 'Mumbai (SCZ)', '29', '-2', '14', '-3', '75', '5', '0', '0', '0', '0.0', '235  ']","['6/01/2014', 'Ratnagiri', '29', '-3', '16', '-3', '85', '26', '0', '0', '0', '0', '301  ']","['6/01/2014', 'Ahmednagar', '29', '0', '11', '0', '80', '15', '0', '0', '0', '0', '62   ']","['6/01/2014', 'Jalgaon', '30', '1', '11', '-1', '75', '8', '0', '0', '-1', '0', '75   ']","['6/01/2014', 'Jeur', '29', '-2', '8', '-4', '65', '-2', '0', '0', '0', '0', '62   ']","['6/01/2014', 'Kolhapur', '31', '1', '17', '2', '85', '14', '0', '0', '0', '0', '107  ']","['6/01/2014', 'Mahabaleshwar', '26', '0', '13', '0', '80', '21', '0', '0', '0', '0', '582  ']","['6/01/2014', 'Malegaon', '31', '2', '10', '0', '75', '9', '0', '0', '0', '0', '56   ']","['6/01/2014', 'Nasik', '27', '-2', '7', '-3', '75', '8', '0', '0', '0', '0', '68   ']","['6/01/2014', 'Pune', '30', '1', '-', '', '95', '12', '0', '0', '0', '0', '74   ']","['6/01/2014', 'Pune AP(LHG)', '30', '-', '13', '-', '90', '-', '0', '0', '0', '0', '-']","['6/01/2014', 'Sangli', '31', '0', '15', '2', '95', '23', '0', '0', '0', '0', '67   ']","['6/01/2014', 'Satara', '31', '2', '12', '-1', '90', '17', '0', '0', '0', '0', '96   ']","['6/01/2014', 'Solapur', '33', '3', '17', '2', '80', '14', '0', '0', '0', '0', '76   ']","['6/01/2014', 'Aurangabad', '27', '-1', '12', '1', '60', '0', '0', '0', '0', '0', '77   ']","['6/01/2014', 'Nanded', '29', '-1', '13', '1', '60', '-7', '0', '0', '-1', '0', '94   ']","['6/01/2014', 'Osmanabad', '28', '-', '14', '-', '70', '-', '0', '0', '0', '0', '82   ']","['6/01/2014', 'Parbhani', '31', '2', '15', '2', '70', '9', '0', '0', '0', '0', '97   ']","['6/01/2014', 'Akola', '29', '0', '15', '2', '75', '10', '0', '0', '-', '0', '83   ']","['6/01/2014', 'Amravati', '29', '0', '12', '-2', '85', '33', '0', '0', '-', '0', '89   ']","['6/01/2014', 'Brahmapuri', '30', '2', '18', '6', '80', '7', 'TR', '0', '-', '0', '139  ']","['6/01/2014', 'Buldhana', '26', '0', '15', '1', '50', '-10', '0', '0', '-', '0', '85   ']","['6/01/2014', 'Chandrapur', '29', '0', '15', '2', '85', '12', '0', '0', '-', '0', '128  ']","['6/01/2014', 'Nagpur', '29', '2', '17', '5', '80', '13', '0', '0', '-', '0', '113  ']","['6/01/2014', 'Wardha', '30', '2', '15', '2', '95', '28', '0', '0', '-', '0', '109  ']","['6/01/2014', 'Yeotmal', '29', '2', '15', '1', '75', '22', '0', '0', '-', '0', '109  ']","['6/01/2014', 'Ahmedabad', '27', '0', '7', '-8', '45', '-22', '0', '0', '0', '0.0', '78   ']","['6/01/2014', 'Delhi (PLM)', '18', '-2', '7', '0', '100', '18', '0', '0', '-1', '0', '75   ']","['6/01/2014', 'Delhi (SFD)', '-', '-', '7', '-', '100', '18', '0', '0', '-4', '0', '78   ']","['6/01/2014', 'Bangalore A.P', '29', '2', '14', '1', '75', '-7', '0', '0', '-1', '0', '-']","['6/01/2014', 'Hyderabad', '31', '3', '18', '3', '85', '11', '0', '0', '-2', '0', '82   ']"
"['7/01/2014', 'Alibaug', '28', '-1', '17', '0', '75', '-1', '0', '0', '0', '0', '226  ']","['7/01/2014', 'Bhira', '35', '2', '21', '5', '50', '-29', '0', '0', '0', '0', '490  ']","['7/01/2014', 'Dahanu', '28', '0', '15', '-2', '65', '-3', '0', '0', '0', '0', '200  ']","['7/01/2014', 'Goa(Panjim)', '31', '-1', '20', '-1', '95', '19', '0', '0', '0', '0', '294  ']","['7/01/2014', 'Harnai', '27', '-2', '21', '-1', '75', '17', '0', '0', '0', '0', '252  ']","['7/01/2014', 'Mumbai (CLB)', '29', '-1', '19', '-1', '60', '-19', '0', '0', '0', '0', '216  ']","['7/01/2014', 'Mumbai (SCZ)', '30', '-1', '16', '-1', '62', '-8', '0', '0', '0', '0', '235  ']","['7/01/2014', 'Ratnagiri', '30', '-1', '17', '-2', '80', '18', '0', '0', '0', '0', '301  ']","['7/01/2014', 'Ahmednagar', '31', '1', '12', '1', '80', '17', '0', '0', '0', '0', '62   ']","['7/01/2014', 'Jalgaon', '29', '-1', '10', '-2', '75', '7', '0', '0', '-1', '0', '75   ']","['7/01/2014', 'Jeur', '30', '-1', '9', '-3', '65', '-2', '0', '0', '0', '0', '62   ']","['7/01/2014', 'Kolhapur', '30', '0', '17', '3', '85', '13', '0', '0', '0', '0', '107  ']","['7/01/2014', 'Mahabaleshwar', '26', '0', '14', '1', '80', '20', '0', '0', '0', '0', '582  ']","['7/01/2014', 'Malegaon', '27', '-3', '11', '0', '75', '7', '0', '0', '-1', '0', '56   ']","['7/01/2014', 'Nasik', '28', '-1', '9', '-1', '55', '-14', '0', '0', '0', '0', '68   ']","['7/01/2014', 'Pune', '29', '0', '11', '0', '95', '11', '0', '0', '0', '0', '74   ']","['7/01/2014', 'Pune AP(LHG)', '29', '-', '14', '-', '90', '-', '0', '0', '0', '0', '-']","['7/01/2014', 'Sangli', '31', '0', '-', '', '-', '-', '-', '-', '-', '-', '67   ']","['7/01/2014', 'Satara', '31', '3', '13', '1', '90', '19', '0', '0', '0', '0', '96   ']","['7/01/2014', 'Solapur', '33', '2', '18', '2', '80', '16', '0', '0', '0', '0', '76   ']","['7/01/2014', 'Aurangabad', '28', '-1', '14', '3', '80', '19', '0', '0', '0', '0', '77   ']","['7/01/2014', 'Nanded', '30', '-1', '13', '0', '75', '8', '0', '0', '-1', '0', '94   ']","['7/01/2014', 'Osmanabad', '30', '-', '13', '-', '85', '-', '0', '0', '0', '0', '82   ']","['7/01/2014', 'Parbhani', '30', '1', '14', '0', '85', '25', '0', '0', '0', '0', '97   ']","['7/01/2014', 'Akola', '29', '0', '15', '1', '85', '12', '0', '0', '-', '0', '83   ']","['7/01/2014', 'Amravati', '28', '-1', '11', '4', '66', '10', '0', '0', '-', '0', '89   ']","['7/01/2014', 'Brahmapuri', '29', '1', '15', '3', '80', '4', '0', '0', '-', '0', '139  ']","['7/01/2014', 'Buldhana', '26', '-1', '15', '0', '53', '-6', '0', '0', '-', '0', '85   ']","['7/01/2014', 'Chandrapur', '29', '0', '15', '1', '77', '3', '0', '0', '-', '0', '128  ']","['7/01/2014', 'Nagpur', '28', '0', '13', '0', '55', '15', '0', '0', '-', '0', '113  ']","['7/01/2014', 'Wardha', '28', '0', '13', '0', '79', '21', '0', '0', '-', '0', '109  ']","['7/01/2014', 'Yeotmal', '28', '0', '15', '0', '61', '5', '0', '0', '-', '0', '109  ']","['7/01/2014', 'Ahmedabad', '26', '-2', '11', '-1', '65', '-2', '0', '0', '-1', '0', '78   ']","['7/01/2014', 'Delhi (PLM)', '18', '-3', '7', '0', '100', '16', '0', '0', '-1', '0', '75   ']","['7/01/2014', 'Delhi (SFD)', '18', '-3', '6', '-1', '95', '11', '0', '0', '-4', '0', '78   ']","['7/01/2014', 'Bangalore A.P', '30', '3', '13', '-2', '50', '-32', '0', '0', '-1', '0', '-']","['7/01/2014', 'Hyderabad', '31', '3', '18', '3', '80', '6', '0', '0', '-2', '0', '82   ']"
