13/8/2016, Time: 13:00 HRS IST, NIL Warning  
14/8/2016, Time: 13:00 HRS IST, NIL Warning  
15/08/2016,Time: 1300 HRS,RICTS OF SOUTH KONKAN-GOA DURING 48 HOURS COMMENCING FROM MORNING OF 17TH AUGUST 2016.
16/08/2016,Time: 1300 HRS,RICTS OF KONKAN-GOA DURING 72 HOURS COMMENCING FROM MORNING OF 18TH AUGUST 2016.
18/8/2016, Time: 13:00 HRS IST, NIL Warning  
19/08/2016,Time: 1300 HRS,.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN -GOA DURING 24 HR COMMENCING FROM MORNING OF 23-8-2016 
20/08/2016,Time: 1300 HRS,.HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING NEXT 24 HR .HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING 24 HR COMMENCING FROM MORNING OF 21-8-2016.
21/8/2016, Time: 13:00 HRS IST, NIL Warning  
22/08/2016,Time: 1300 HRS,.NIL.
23/08/2016,Time: 1300 HRS, HEAVY RAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN –GOA DURING NEXT 48 HOURS
24/08/2016,Time: 1300 HRS, HEAVY RAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN –GOA DURING NEXT 24 HOURS
26/8/2016, Time: 13:00 HRS IST, NIL Warning  
27/08/2016,Time: 1300 HRS,.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN DURING NEXT 24 HOURS. HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 48 HOURS FROM THE MORNING OF 29/08/2016.
28/08/2016,Time: 1300 HRS,.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH KONKAN AND MARATHWADA DURING NEXT 24 HOURS. HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 48 HOURS FROM THE MORNING OF 29/08/2016.
29/8/2016, Time: 13:00 HRS IST, NIL Warning  
30/8/2016, Time: 13:00 HRS IST, NIL Warning  
01/09/2016,Time: 1300 HRS,RICTS OF VIDARBHA DURING NEXT 24 HOURS.
2/9/2016, Time: 13:00 HRS IST, NIL Warning  
3/9/2016, Time: 13:00 HRS IST, NIL Warning  
4/9/2016, Time: 13:00 HRS IST, NIL Warning  
5/9/2016, Time: 13:00 HRS IST, NIL Warning  
6/9/2016, Time: 13:00 HRS IST, NIL Warning  
7/9/2016, Time: 13:00 HRS IST, NIL Warning  
8/9/2016, Time: 13:00 HRS IST, NIL Warning  
09/09/2016,Time: 1300 HRS,RICTS OFMARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 13TH SEPTEMBER 2016.HEAVYRAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF 12TH SEPTEMBER 2016.
10/09/2016,Time: 1300 HRS,RICTS OFMADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 14TH SEPTEMBER 2016.HEAVYRAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFMARATHWADA DURING 48 HOURS COMMENCING FROM THE MORNING OF 13TH SEPTEMBER 2016.HEAVYRAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING 72 HOURS COMMENCING FROM THE MORNING OF 12TH SEPTEMBER 2016.
11/09/2016,Time: 1300 HRS,RICTS OFMADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 14TH SEPTEMBER 2016.HEAVYRAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFMARATHWADA DURING 48 HOURS COMMENCING FROM THE MORNING OF 13TH SEPTEMBER 2016.HEAVYRAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 13TH SEPTEMBER 2016.HEAVYRAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF 14TH SEPTEMBER 2016.
12/09/2016,Time: 1300 HRS,RICTS OFKONKON- GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 14TH SEPTEMBER 2016.HEAVYRAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFMADHYA MAHARASHTRA DURING 72 HOURS COMMENCING FROM THE MORNING OF 14TH SEPTEMBER 2016.HEAVYRAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFMARATHWADA DURING 72 HOURS COMMENCING FROM THE MORNING OF 13TH SEPTEMBER 2016.HEAVY TO VERY HEAVY RAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS KONKON- GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 16TH SEPTEMBER 2016.HEAVYRAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFVIDARBHA DURING48 HOURS COMMENCING FROM THE MORNING OF 13TH SEPTEMBER 2016.
13/09/2016,Time: 1300 HRS,.KONKAN-GOA: HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM MORNING OF 15TH SEPT.  HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH KONKAN DURING 48 HOURS COMMENCING FROM MORNING OF 16TH SEPT. HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING 24 HOURS COMMENCING FROM MORNING OF 16TH SEPT. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING 24 HOURS COMMENCING FROM MORNING OF 17TH SEPT.MADHYA MAHARASHTRA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM MORNING OF 15TH SEPT.  HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM MORNING OF 16TH SEPT. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM MORNING OF 17TH SEPT.MARATHWADA: HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 48 HOURS.  HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM MORNING OF 15TH SEPT.VIDARBHA : HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 48 HOURS. 
14/09/2016,Time: 1300 HRS,.KONKAN-GOA: HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA  DURING 24 HOURS COMMENCING FROM MORNING OF 15TH SEPT.  HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES  OVER KONKAN-GOA DURING 72 HOURS COMMENCING FROM MORNING OF 16TH  SEPT.MADHYA MAHARASHTRA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES  OVER MADHYA MAHARASHTRA DURING NEST 48 HOURS. HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER  MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM MORNING OF  16TH SEPT. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH  MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM MORNING OF  17TH SEPT.MARATHWADA: HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES  OVER MARATHWADA DURING NEXT 48 HOURS. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA  DURING 24 HOURS COMMENCING FROM MORNING OF 16TH SEPT.VIDARBHA : HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA  DURING NEXT 48 HOURS.
15/09/2016,Time: 1300 HRS,.WARNINGS: KONKAN-GOA: HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 24 HOURS .HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 16TH SEPT 2016.HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH VERY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 18TH SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 19TH SEPT 2016.MADHYA MAHARASHTRA:  HEAVY TO VERY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES DURING NEXT 96 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES DURING 24 HOURS COMMENCING FROM MORNING OF 19TH SEPT.MARATHWADA: HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 24 HOURS. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM MORNING OF 16TH SEPT.VIDARBHA : HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS. 
16/09/2016,Time: 1300 HRS,.KONKAN-GOAHEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURSHEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH VERY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 18TH SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 19TH SEPT 2016.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 20TH SEPT 2016.MADHYA MAHARASHTRA:HEAVY TO VERY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES DURING NEXT 72 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES DURING 24 HOURS COMMENCING FROM THE MORNING OF 19TH SEPT.MARATHWADA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 48 HOURS.VIDARBHA:HEAVY RAINFALL IS VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 48 HOURS. 
17/09/2016,Time: 1300 HRS,.KONKAN-GOAHEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 18TH SEPT 2016.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 20TH SEPT 2016.MADHYA MAHARASHTRA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES DURING 24 HOURS COMMENCING FROM THE MORNING OF 18TH SEPT.
18/09/2016,Time: 1300 HRS,.KONKAN-GOAHEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH KONKAN DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 96 HOURS COMMENCING FROM THE MORNING OF 19TH SEPT 2016.MADHYA MAHARASHTRA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER NORTH MADHYA MAHARASHTRA DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER NORTH MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 21STSEPT.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 22NDSEPT.MARATHWADA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER MARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 22NDSEPT.VIDARBHA:NIL.
19/09/2016,Time: 1300 HRS,.KONKAN-GOAHEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 22ND SEPT 2016..MADHYA MAHARASHTRA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 48 HOURS COMMENCING FROM THE MORNING OF 22ND SEPT 2016.MARATHWADA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER MARATHWADA DURING 48 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.VIDARBHA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER VIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF21ST SEPT.
20/09/2016,Time: 1300 HRS,.KONKAN-GOAHEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 22ND SEPT 2016.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 24TH SEPT 2016..MADHYA MAHARASHTRA:HEAVY  TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER SOUTH MADHYA MAHARASHTRA DURING 48 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 23RD SEPT 2016.MARATHWADA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER MARATHWADA DURING 72 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACESOVER VIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.
20/09/2016,Time: 2100 HRS,.FOR KONKAN-GOAHEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 36 HOURS. HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 22ND SEPT 2016.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 24TH SEPT 2016..FOR MADHYA MAHARASHTRA:HEAVY  TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER SOUTH MADHYA MAHARASHTRA DURING 48 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 23RD SEPT 2016.FORMARATHWADA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACESOVER MARATHWADA DURING 72 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACESOVER VIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF 21ST SEPT.
21/09/2016,Time: 1300 HRS,".21ST SEPT 2016 :HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA , MADHYA MAHARASHTRA , MARATHWADA DURING 24 HOURS. HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 24 HRS22ND SEPT 2016 HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA , MADHYA MAHARASHTRA , MARATHWADA DURING 24 HOURS. HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 24 HRS23RD SEPT 2016HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL AT ISOLATED PLACES OVER SOUTH KONKAN GOA DURING 24 HRS HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH KONKAN DURING 24 HOURS. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING 24 HOURS. 24TH SEPT 2016 HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING 24 HOURS. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH KONKAN DURING 24 HOURS.25TH SEPT 2016HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS. "
22/09/2016,Time: 1300 HRS,.FOR KONKAN-GOA:HEAVY TO VERY HEAVY RAINFALL WITH EXTREMELY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES I OVER KONKAN-GOA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL LIKELY AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 23RD SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT 2016.FOR MADHYA MAHARASHTRA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 24TH SEPT.2016. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 48 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT.2016. FOR MARATHWADA: HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 120 HOURS.FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING72 HOURS COMMENCING FROM THE MORNING OF 24TH SEPT.2016. 
23/09/2016,Time: 1300 HRS,.FOR KONKAN-GOA:HEAVY TO VERY HEAVY RAINFALL WITH EXTREMELY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 27TH SEPT 2016.FOR MADHYA MAHARASHTRA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING NEXT 48 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT.2016. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 27TH SEPT.2016. FOR MARATHWADA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 48 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 72 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT.2016. FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING48 HOURS. 
24/09/2016,Time: 1300 HRS,.FOR KONKAN-GOA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 24 HOURS.HEAVYTO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT 2016.HEAVYRAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 26TH SEPT 2016.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 28TH SEPT 2016. FOR MADHYA MAHARASHTRA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 25TH SEPT.2016. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 48 HOURS COMMENCING FROM THE MORNING OF 27TH SEPT.2016. FOR MARATHWADA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 48 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 26TH SEPT.2016. HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 27TH SEPT.2016. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 28TH SEPT.2016. FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS. HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING24 HOURS COMMENCING FROM THE MORNING OF 27TH SEPT.2016. 
25/09/2016,Time: 1300 HRS,.FOR KONKAN-GOA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 24 HOURS.HEAVYRAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 29 TH SEPT 2016.FOR MADHYA MAHARASHTRA:HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING NEXT 48 HOURS. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM THE MORNING OF 29TH SEPT.2016. FOR MARATHWADA:HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 26TH SEPT.2016. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM THE MORNING OF 29TH SEPT.2016. FOR VIDARBHA:HEAVY TO VERY HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS. HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING24 HOURS COMMENCING FROM THE MORNING OF 26 TH SEPT.2016. 
26/09/2016,Time: 1300 HRS,.FOR KONKAN-GOA:HEAVYRAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 30 TH SEPT 2016.FOR VIDARBHA:HEAVY RAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS .HEAVY TO VERY HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 27.09.2016HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING24 HOURS COMMENCING FROM THE MORNING OF 28 TH SEPT.2016. 
