,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,36,2,28,1,80,4,0,23,16,2,226  
1,Bhira,39,1,25,0,90,11,0,107,93,11,490  
2,Dahanu,36,2,30,2,75,4,0,9,5,1,200  
3,Goa(Panjim),34,1,29,2,85,16,0,83,29,8.25,294  
4,Harnai,34,3,28,1,80,1,0,53,35,5,252  
5,Mumbai (CLB),36,2,30,2,80,07,0,17,9,1.74,216  
6,Mumbai (SCZ),34,1,29,1,72,03,0,13,2,1.30,235  
7,Ratnagiri,33,0,27,0,75,1,0,1,-18,5,301  
8,Jalgaon,44,2,28,1,63,0,0,86,75,9,75   
9,Jeur,-,-,24,2,70,7,0,8,-18,1,62   
10,Kolhapur,34,-1,23,0,80,3,0,149,81,15,107  
11,Mahabaleshwar,29,0,18,0,75,7,0,262,196,26,582  
12,Malegaon,44,4,27,3,60,5,0,34,19,3,56   
13,Nasik,37,0,23,1,80,18,0,52,32,6,68   
14,Pune,36,0,23,0,70,7,0,171,133,17,74   
15,Pune AP(LHG),37,-,23,-,80,-,0,115,76,11,-
16,Sangli,37,0,24,1,80,4,0,114,55,11,67   
17,Satara,37,2,23,0,63,1,0,79,34,8,96   
18,Solapur,44,4,26,1,65,-3,0,85,52,9,76   
19,Aurangabad,43,4,27,3,53,-3,0,99,80,10,77   
20,Nanded,43,2,24,2,45,-1,0,111,82,11,94   
21,Osmanabad,43,-,23,-,70,-,0,132,104,13,82   
22,Parbhani,45,3,29,2,37,-10,0,140,112,14,97   
23,Akola,45,3,30,2,53,8,0,110,-,17,83   
24,Amravati,45,3,29,2,37,-9,0,97,-,15,89   
25,Brahmapuri,46,3,28,0,47,5,0,145,-,17,139  
26,Buldhana,41,3,28,3,60,1,0,131,-,17,85   
27,Chandrapur,46,3,29,0,30,-9,0,159,-,16,128  
28,Nagpur,47,4,30,1,34,0,0,132,-,15,113  
29,Wardha,47,4,29,1,35,-3,0,99,-,13,109  
30,Yeotmal,45,3,29,1,40,1,0,152,-,21,109  
31,Ahmedabad,43,2,28,1,65,-06,0,55,45,6.23,78   
32,Delhi (PLM),44,3,27,0,40,-1,0,145,124,15,75   
33,Delhi (SFD),43,3,27,0,35,-7,0,112,83,11,78   
34,Bangalore A.P,32,-1,22,1,80,3,0,221,111,22,-
35,Hyderabad,44,5,30,3,43,5,0,125,69,13,82   
