,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,27,-3,23,3,50,-22,3,22,21,2,226  
1,Bhira,-,-,17,-,95,22,22,53,53,5,490  
2,Dahanu,27,-2,20,0,80,18,8,9,9,1,200  
3,Goa(Panjim),31,-1,22,0,91,12,13,43,43,4.28,294  
4,Harnai,25,-4,21,-2,60,-2,23,53,53,5,252  
5,Mumbai (CLB),27,-4,23,2,67,-8,1,13,13,1.30,216  
6,Mumbai (SCZ),28,-4,18,-2,82,18,5,11,11,1.13,235  
7,Ratnagiri,29,-3,20,-1,95,28,36,49,49,5,301  
8,Ahmednagar,-,-,13,-,90,45,7,19,19,2,62   
9,Jalgaon,26,-9,15,-2,95,-44,13,36,36,4,75   
10,Jeur,-,-,16,-,85,31,5,5,5,1,62   
11,Kolhapur,24,-10,19,1,95,36,23,44,444,4,107  
12,Mahabaleshwar,16,-13,13,-3,100,60,27,63,63,6,582  
13,Malegaon,21,-13,15,0,95,48,2,19,19,2,56   
14,Nasik,21,-12,14,6,90,48,10,29,29,3,68   
15,Pune,19,-14,15,1,95,36,11,55,55,5,74   
16,Pune AP(LHG),20,-,15,-,100,-,15,58,58,6,-
17,Sangli,23,-12,18,1,95,32,13,2929,29,3,67   
18,Satara,21,-12,17,0,95,44,13,31,31,3,96   
19,Solapur,28,-7,19,-1,80,34,3,14,14,1,76   
20,Aurangabad,18,-15,13,-3,95,52,11,31,31,3,77   
21,Nanded,20,-15,11,-6,70,24,9,29,28,3,94   
22,Osmanabad,23,-,13,-,95,-,15,23,22,2,82   
23,Parbhani,22,-13,17,-2,95,56,21,38,38,4,97   
24,Akola,20,-14,18,-1,96,54,13,31,-,9,83   
25,Amravati,18,-16,15,-4,86,33,34,71,-,12,89   
26,Brahmapuri,28,-5,17,-1,82,24,45,45,-,7,139  
27,Buldhana,17,-14,15,-4,91,48,13,27,-,7,85   
28,Chandrapur,32,-3,19,0,90,37,46,46,-,5,128  
29,Nagpur,22,-11,18,1,98,53,27,37,-,5,113  
30,Wardha,21,-12,17,-1,93,50,38,63,-,9,109  
31,Yeotmal,17,-16,15,-5,98,58,45,99,-,15,109  
32,Ahmedabad,35,3,15,-2,90,40,2,28,28,2.84,78   
33,Delhi (PLM),18,-7,14,2,100,29,56,99,99,10,75   
34,Delhi (SFD),19,-6,15,2,100,33,57,82,81,8,78   
35,Bangalore A.P,31,0,21,3,80,15,2,36,36,4,-
36,Hyderabad,28,-5,21,1,80,25,19,19,1,2,82   
