,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,34,5,18,0,50,-25,0,83,-19,162,226  
1,Bhira,-,-,11,-,95,21,0,0,-176,297,490  
2,Dahanu,32,3,17,-1,53,-12,0,0,-63,151,200  
3,Goa(Panjim),34,2,20,0,71,-2,0,70,-99,242.98,294  
4,Harnai,-,3,21,-1,30,-26,0,142,19,219,252  
5,Mumbai (CLB),33,2,20,1,73,-4,0,75,-11,169.72,216  
6,Mumbai (SCZ),34,3,13,-4,62,-4,0,33,-66,186.91,235  
7,Ratnagiri,34,2,18,-1,30,-28,0,109,-54,237,301  
8,Jalgaon,30,1,10,2,70,0,0,8,-59,51,75   
9,Jeur,-,-,14,-,43,-27,0,19,-97,16,62   
10,Kolhapur,29,0,16,1,47,-25,0,76,-73,66,107  
11,Mahabaleshwar,26,1,14,0,33,-30,0,237,42,435,582  
12,Malegaon,29,0,11,-1,65,-2,0,50,-33,49,56   
13,Nasik,28,0,10,1,37,-32,0,65,-16,65,68   
14,Pune,28,-1,9,2,65,-19,0,186,70,83,74   
15,Pune AP(LHG),28,-,12,-,35,-,0,181,79,69,-
16,Sangli,30,0,13,0,60,-13,0,66,-71,53,67   
17,Satara,29,1,14,1,50,-24,0,112,-40,65,96   
18,Solapur,32,3,12,-3,43,-23,0,45,-86,40,76   
19,Aurangabad,30,2,11,1,65,3,0,29,-70,58,77   
20,Nanded,30,0,7,-5,53,-14,0,1,-80,41,94   
21,Osmanabad,31,-,11,-,27,-,0,75,-38,56,82   
22,Parbhani,30,1,11,-2,33,-28,0,6,-95,63,97   
23,Amravati,30,1,-,,-,-,-,-,-,-,89   
24,Brahmapuri,-,2,11,-1,55,-23,0,31,-,125,139  
25,Buldhana,28,1,13,-1,37,-19,0,0,-,125,85   
26,Chandrapur,31,2,11,-2,90,-13,0,5,-,130,128  
27,Nagpur,29,1,10,-2,50,-19,0,11,-,128,113  
28,Wardha,30,2,11,-2,60,2,0,19,-,113,109  
29,Yeotmal,29,1,12,-3,25,-29,0,3,-,102,109  
30,Ahmedabad,30,2,13,1,49,-16,0,0,-29,61.39,78   
31,Delhi (PLM),22,1,10,3,85,1,0,0,-36,65,75   
32,Delhi (SFD),23,2,12,5,85,3,0,1,-30,56,78   
33,Bangalore A.P,26,0,17,1,85,2,0,279,17,88,-
34,Hyderabad,29,1,13,-2,43,-31,0,56,-54,55,82   
