,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,0,20,0,85,9,0,22,21,2,226  
1,Bhira,39,2,15,-3,75,0,0,53,53,5,490  
2,Dahanu,30,0,19,-1,80,17,0,9,9,1,200  
3,Goa(Panjim),32,0,22,-1,90,11,0,43,43,4.28,294  
4,Harnai,31,2,20,-3,60,-5,0,53,53,5,252  
5,Mumbai (CLB),32,2,22,-1,66,-11,0,13,13,1.30,216  
6,Mumbai (SCZ),35,2,17,-3,65,-2,0,11,11,1.13,235  
7,Ratnagiri,34,2,18,-3,55,-15,0,49,49,5,301  
8,Jalgaon,33,-3,13,-4,70,21,0,36,35,3,75   
9,Kolhapur,34,-1,21,2,65,5,0,44,44,4,107  
10,Mahabaleshwar,29,-1,16,-1,50,8,0,63,61,6,582  
11,Malegaon,35,-1,16,1,75,31,0,19,19,2,56   
12,Nasik,33,-1,13,-1,65,24,0,29,26,3,68   
13,Pune,33,-1,13,-2,75,18,0,55,54,5,74   
14,Pune AP(LHG),34,-,16,-,55,-,0,58,57,6,-
15,Sangli,35,-1,19,1,70,5,0,29,29,3,67   
16,Satara,34,0,15,-3,75,22,0,31,31,3,96   
17,Solapur,36,0,20,-1,50,2,0,14,13,1,76   
18,Aurangabad,33,-2,16,-1,45,6,0,31,29,3,77   
19,Nanded,37,0,13,-5,-,-,0,29,28,3,94   
20,Osmanabad,35,-,16,-,45,-,0,23,21,2,82   
21,Parbhani,35,1,19,-1,40,1,0,38,36,4,97   
22,Akola,34,-2,17,-2,46,6,0,31,-,9,83   
23,Amravati,31,-5,18,-2,71,28,0,71,-,12,89   
24,Brahmapuri,35,0,19,0,65,8,0,45,-,7,139  
25,Buldhana,32,-1,18,-1,43,3,0,27,-,6,85   
26,Chandrapur,35,-1,18,-2,62,12,0,46,-,4,128  
27,Nagpur,34,-1,15,-3,60,17,0,38,-,5,113  
28,Wardha,35,0,17,-2,68,26,0,63,-,9,109  
29,Yeotmal,32,-3,16,-4,50,14,0,101,-,15,109  
30,Delhi (PLM),28,0,14,0,95,31,19,118,118,12,75   
31,Delhi (SFD),28,0,14,1,95,29,9,91,87,9,78   
32,Bangalore A.P,30,-2,19,0,75,9,0,36,34,4,-
33,Hyderabad,33,-2,22,1,85,28,TR,19,17,2,82   
