,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,28,-1,19,1,90,15,0,0,-2,0,226  
1,Bhira,37,3,15,0,90,11,0,0,-1,0,490  
2,Dahanu,29,1,18,0,85,19,0,0,-1,0,200  
3,Goa(Panjim),32,0,19,-1,89,10,0,0,0,0.01,294  
4,Harnai,31,4,19,-2,65,4,0,0,0,0,252  
5,Mumbai (CLB),29,-1,21,1,88,13,0,0,-1,0.0,216  
6,Mumbai (SCZ),30,0,18,0,92,26,0,0,-2,0.0,235  
7,Ratnagiri,32,2,16,-3,85,20,0,0,0,0,301  
8,Ahmednagar,36,3,10,-4,55,-1,0,0,-2,0,62   
9,Jalgaon,33,0,14,0,60,4,0,16,11,2,75   
10,Jeur,35,0,15,1,55,-3,0,0,-2,0,62   
11,Kolhapur,36,3,17,1,65,0,0,0,-3,TR,107  
12,Mahabaleshwar,30,3,15,1,55,8,0,0,-1,0,582  
13,Malegaon,-,-,15,3,75,22,0,0,-4,0,56   
14,Nasik,32,1,13,1,80,27,0,5,4,1,68   
15,Pune,34,2,12,0,70,2,0,0,-1,0,74   
16,Sangli,36,2,15,0,70,2,0,8,5,1,67   
17,Satara,35,4,12,-2,70,9,0,0,-1,0,96   
18,Solapur,37,3,17,-1,35,-16,0,4,-1,TR,76   
19,Aurangabad,35,4,15,1,60,12,0,9,3,1,77   
20,Nanded,38,4,12,-3,70,19,0,18,10,2,94   
21,Osmanabad,-,-,16,-,43,-,0,3,0,TR,82   
22,Parbhani,35,2,17,0,45,-3,0,16,8,1,97   
23,Akola,35,2,15,-2,59,11,0,60,-,6,83   
24,Amravati,33,1,19,2,67,20,0,46,-,5,89   
25,Brahmapuri,36,4,19,3,61,-5,0,7,-,1,139  
26,Buldhana,32,2,17,0,50,0,0,39,-,4,85   
27,Chandrapur,37,4,18,1,65,4,0,19,-,2,128  
28,Nagpur,35,3,16,0,43,-11,0,9,-,1,113  
29,Wardha,35,3,17,0,58,10,0,31,-,3,109  
30,Yeotmal,33,1,35,-3,37,-8,0,54,-,5,109  
31,Ahmedabad,35,4,19,5,87,28,0,8,5,0.76,78   
32,Delhi (PLM),29,5,18,8,85,7,0,24,5,2,75   
33,Delhi (SFD),29,5,17,6,90,26,0,15,-21,1,78   
34,Bangalore A.P,36,6,19,2,65,-8,0,31,22,3,-
35,Hyderabad,36,4,20,1,70,6,0,0,-11,TR,82   
