,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,1,24,0,90,02,0,1372,-506,139,226  
1,Bhira,32,5,21,-2,95,-3,0,2469,-1776,258,490  
2,Dahanu,32,2,25,0,85,-2,TR,1312,-373,132,200  
3,Goa(Panjim),32,2,24,0,96,5,0,2004,-453,208.7,294  
4,Harnai,31,2,26,1,85,-3,0,1827,-295,188,252  
5,Mumbai (CLB),31,2,26,1,86,-1,TR,1349,-463,136.65,216  
6,Mumbai (SCZ),31,2,24,-1,80,-6,-1,1629,-340,164.15,235  
7,Ratnagiri,31,2,22,-2,90,0,TR,1773,-781,182,301  
8,Ahmednagar,-,-,20,0,85,-5,0,113,-195,13,62   
9,Jalgaon,34,3,23,0,80,-7,0,265,-307,35,75   
10,Jeur,-,-,21,2,70,-12,0,49,-265,11,62   
11,Kolhapur,30,0,19,1,85,-5,0,352,-368,54,107  
12,Mahabaleshwar,20,0,15,-1,99,0,1,3498,-1582,376,582  
13,Malegaon,-,-,21,0,75,-6,0,237,-109,27,56   
14,Nasik,29,1,19,-1,80,-6,0,298,-145,35,68   
15,Pune,31,3,18,-3,85,2,0,297,-153,47,74   
16,Pune AP(LHG),32,-,20,-,85,-,0,273,-100,39,-
17,Sangli,31,2,20,-1,90,2,0,222,-95,38,67   
18,Satara,30,3,18,-2,90,6,1,378,-232,47,96   
19,Solapur,35,3,25,3,65,14,0,101,-304,20,76   
20,Aurangabad,31,3,22,1,65,-19,0,323,-173,42,77   
21,Nanded,35,3,20,-2,85,6,0,226,-442,34,94   
22,Osmanabad,33,-,20,-,70,-,0,166,-335,30,82   
23,Parbhani,35,4,24,2,65,-17,0,272,-391,41,97   
24,Akola,34,4,23,0,74,-7,0,582,-,75,83   
25,Amravati,33,3,22,-1,69,-15,0,797,-,95,89   
26,Brahmapuri,34,4,26,3,76,-10,0,793,-,97,139  
27,Buldhana,30,3,23,3,76,-9,0,418,-,59,85   
28,Chandrapur,33,2,24,0,80,-2,0,940,-,110,128  
29,Nagpur,33,2,22,-1,73,-11,0,953,-,110,113  
30,Wardha,34,4,23,1,84,0,0,760,-,89,109  
31,Yeotmal,32,3,22,0,90,9,0,641,-,85,109  
32,Ahmedabad,35,3,24,0,75,-11,0,470,-155,53.46,78   
33,Delhi (PLM),36,2,26,1,55,-23,0,477,-76,62,75   
34,Delhi (SFD),36,2,28,2,55,-21,0,422,-44,53,78   
35,Bangalore A.P,31,3,21,1,75,-12,0,234,-38,47,-
36,Hyderabad,35,5,25,3,65,-15,0,253,-181,38,82   
