,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,-1,25,1,90,7,1,80,5,208,226  
1,Bhira,-,-,25,-,90,3,18,110,12,506,490  
2,Dahanu,32,-1,26,2,95,19,2,250,208,292,200  
3,Goa(Panjim),31,-1,23,-1,92,16,12,103,22,292.75,294  
4,Harnai,30,-1,25,0,85,9,1,230,159,308,252  
5,Mumbai (CLB),31,-1,26,1,98,13,0,46,-13,241.69,216  
6,Mumbai (SCZ),31,-2,26,2,85,9,0,51,-14,248.41,235  
7,Ratnagiri,31,-1,23,0,95,17,7,211,124,330,301  
8,Ahmednagar,31,-2,19,0,90,20,0,51,-3,36,62   
9,Jalgaon,33,-2,16,-4,90,19,0,9,-22,110,75   
10,Jeur,30,-4,25,7,80,5,0,20,-30,21,62   
11,Kolhapur,31,-1,22,1,85,7,0,4,-65,83,107  
12,Mahabaleshwar,24,-2,17,1,99,27,8,87,-16,659,582  
13,Malegaon,31,-3,21,2,95,17,0,89,54,66,56   
14,Nasik,29,-4,21,4,95,24,0,32,-5,81,68   
15,Pune,30,-2,20,2,85,7,0,14,-39,72,74   
16,Pune AP(LHG),32,-,21,-,95,-,0,5,-38,67,-
17,Sangli,33,0,22,2,90,10,0,4,-67,45,67   
18,Satara,31,0,20,1,90,17,0,57,-3,87,96   
19,Solapur,34,1,23,2,85,17,8,24,-39,73,76   
20,Aurangabad,31,-1,22,3,90,18,0,71,36,72,77   
21,Nanded,31,-3,20,0,80,10,0,85,46,114,94   
22,Osmanabad,31,-,19,-,90,-,0,40,-20,95,82   
23,Parbhani,32,-1,22,1,85,17,1,92,42,122,97   
24,Akola,33,-1,24,3,85,20,0,60,29,101,83   
25,Amravati,31,-6,20,0,85,22,0,109,-,100,89   
26,Brahmapuri,33,0,23,2,80,1,TR,112,-,216,139  
27,Buldhana,29,-2,22,1,85,20,0,102,-,113,85   
28,Chandrapur,-,-,24,3,95,19,0,148,-,175,128  
29,Nagpur,33,0,21,1,85,17,11,156,113,162,113  
30,Wardha,33,0,22,1,90,13,0,124,-,154,109  
31,Yeotmal,30,-2,23,2,85,17,0,63,49,101,109  
32,Ahmedabad,34,-2,23,2,84,16,0,63,49,101.31,78   
33,Delhi (PLM),33,-1,24,4,90,15,0,27,9,61,75   
34,Delhi (SFD),33,0,23,3,90,25,1,-,-,-,78   
35,Bangalore A.P,29,0,20,1,80,-2,0,7,-115,77,-
36,Hyderabad,31,0,23,2,80,10,0,108,69,84,82   
