,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,2,25,-1,95,9,72,537,304,54,226  
1,Bhira,26,-5,24,0,95,2,-,-,-,-,490  
2,Dahanu,29,-4,27,0,90,6,6,423,287,42,200  
3,Goa(Panjim),31,2,25,1,86,-4,5,434,-4,50.79,294  
4,Harnai,29,-1,24,-1,95,8,78,901,613,90,252  
5,Mumbai (CLB),28,-4,24,-2,95,10,208,749,521,74.89,216  
6,Mumbai (SCZ),27,-5,23,-3,94,12,151,756,555,75.58,235  
7,Ratnagiri,29,-1,23,-2,95,6,63,752,387,77,301  
8,Ahmednagar,27,-6,24,2,95,17,8,101,45,10,62   
9,Jalgaon,30,-7,24,-1,90,14,14,144,96,17,75   
10,Jeur,29,6,25,4,80,1,0,60,-3,6,62   
11,Kolhapur,27,-2,22,0,95,8,14,102,38,16,107  
12,Mahabaleshwar,19,-3,18,1,100,2,2,1117,822,118,582  
13,Malegaon,27,-8,23,-1,95,22,1,174,121,18,56   
14,Nasik,27,-5,23,0,90,13,9,130,88,17,68   
15,Pune,-,-,22,-,90,12,31,201,122,20,74   
16,Pune AP(LHG),26,-,23,-,-,-,26,169,114,17,-
17,Sangli,28,-3,22,0,95,10,5,68,-4,13,67   
18,Satara,24,-5,22,0,95,15,21,162,52,16,96   
19,Solapur,31,-4,23,0,75,-4,0,57,-17,16,76   
20,Aurangabad,29,-4,23,0,90,13,TR,80,16,8,77   
21,Nanded,-,-,23,-,80,9,0,115,50,14,94   
22,Osmanabad,28,-,20,-,95,-,0,88,6,11,82   
23,Parbhani,31,-4,24,0,70,-4,0,127,54,17,97   
24,Akola,32,5,25,-1,75,5,5,210,145,26,83   
25,Amravati,30,-7,23,-1,86,15,9,205,159,25,89   
26,Brahmapuri,31,-6,26,1,69,-2,0,344,291,39,139  
27,Buldhana,-,-,23,-,87,11,0,153,92,20,85   
28,Chandrapur,27,-10,26,0,84,15,0,231,183,30,128  
29,Nagpur,31,-6,25,-1,70,3,1,165,107,21,113  
30,Wardha,31,-6,23,-2,76,7,0,241,166,34,109  
31,Yeotmal,26,10,18,-6,87,17,3,172,109,26,109  
32,Ahmedabad,38,-1,24,-4,92,14,61,106,77,11.27,78   
33,Delhi (PLM),34,6,24,-4,100,44,123,131,112,20,75   
34,Delhi (SFD),31,8,23,-5,100,44,59,79,59,20,78   
35,Bangalore A.P,29,0,20,0,85,0,TR,81,32,20,-
36,Hyderabad,32,-1,24,1,70,-5,0,141,99,21,82   
