,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,-1,24,0,95,6,24,1992,-127,199,226  
1,Bhira,30,-1,23,0,95,-1,16,4935,268,494,490  
2,Dahanu,32,1,25,0,90,6,TR,2668,769,267,200  
3,Goa(Panjim),30,0,23,-1,94,5,9,2686,37,276.47,294  
4,Harnai,30,1,24,-1,85,-2,1,2780,435,278,252  
5,Mumbai (CLB),30,-1,24,-1,98,10,35,2352,315,235.24,216  
6,Mumbai (SCZ),31,-1,25,0,86,1,5,2431,216,243.12,235  
7,Ratnagiri,30,0,23,-1,90,3,TR,3047,263,307,301  
8,Ahmednagar,31,0,21,0,80,-1,0,809,-142,31,62   
9,Jalgaon,34,0,17,-5,85,6,9,1060,402,109,75   
10,Jeur,31,-2,24,4,85,2,0,186,-260,19,62   
11,Kolhapur,29,-1,21,0,90,2,TR,767,-51,82,107  
12,Mahabaleshwar,20,-4,17,0,99,9,33,6091,585,642,582  
13,Malegaon,-,-,19,-,90,9,0,565,124,57,56   
14,Nasik,27,-4,21,1,85,2,2,737,183,77,68   
15,Pune,29,-1,21,0,85,1,TR,698,144,70,74   
16,Pune AP(LHG),29,-,21,-,85,-,TR,663,175,67,-
17,Sangli,32,1,20,-1,90,3,0,361,-68,45,67   
18,Satara,-,-,21,-,80,-3,0,806,80,81,96   
19,Solapur,33,1,23,1,75,-6,0,601,45,70,76   
20,Aurangabad,31,0,21,0,85,9,TR,645,32,65,77   
21,Nanded,33,0,22,0,70,-8,0,1030,227,105,94   
22,Osmanabad,30,-,20,-,90,-,0,887,234,91,82   
23,Parbhani,33,0,23,1,80,3,0,1090,275,113,97   
24,Akola,34,1,25,2,85,11,0,855,144,95,83   
25,Amravati,33,0,19,-4,90,15,0,921,-,89,89   
26,Brahmapuri,34,1,26,3,80,-3,3,2014,-,205,139  
27,Buldhana,32,2,23,2,90,12,0,1019,-,103,85   
28,Chandrapur,32,-1,28,5,90,11,0,1962,-,164,128  
29,Nagpur,33,0,23,1,85,9,0,1451,507,147,113  
30,Wardha,35,2,24,2,85,9,0,1298,-,142,109  
31,Yeotmal,33,1,23,1,85,12,0,1116,-,114,109  
32,Ahmedabad,32,-3,26,2,90,13,1,939,203,94.57,78   
33,Delhi (PLM),36,1,25,3,85,19,1,583,-,58,75   
34,Delhi (SFD),34,0,24,1,80,14,TR,847,268,86,78   
35,Bangalore A.P,31,3,20,0,85,-3,0,645,-,76,-
36,Hyderabad,33,2,23,1,70,-9,0,662,79,74,82   
