,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,-1,26,1,90,1,7,1184,185,118,226  
1,Bhira,-,-,26,-,95,-3,80,2305,532,231,490  
2,Dahanu,29,-1,25,-1,100,10,41,1222,341,122,200  
3,Goa(Dabolim),30,-,24,-,96,-,16,1266,-43,130,275  
4,Goa(Panjim),31,3,24,0,95,05,32,1493,76,156.64,294  
5,Harnai,29,0,24,-1,85,-4,15,1851,704,185,252  
6,Mumbai (CLB),29,-1,26,1,96,07,9,1290,303,129.03,216  
7,Mumbai (SCZ),29,-1,24,-1,92,04,19,1353,364,135.34,235  
8,Ratnagiri,29,0,24,0,97,8,11,1692,315,171,301  
9,Ahmednagar,24,-6,-,-,100,19,15,183,26,18,62   
10,Jalgaon,30,-2,23,-1,90,6,7,384,130,41,75   
11,Kolhapur,25,-2,21,0,95,4,11,305,-51,36,107  
12,Mahabaleshwar,19,-1,17,0,100,1,172,2799,716,302,582  
13,Malegaon,27,-3,21,-2,90,10,2,273,101,28,56   
14,Nasik,25,-3,21,-1,95,9,18,322,120,36,68   
15,Pune,25,-3,21,-1,85,1,10,323,85,33,74   
16,Pune AP(LHG),25,-,21,-,95,-,10,292,105,30,-
17,Sangli,27,-1,21,-1,95,7,1,111,-63,19,67   
18,Satara,25,-1,20,-2,97,12,16,267,-65,27,96   
19,Solapur,27,-5,22,0,90,8,1,297,113,40,76   
20,Aurangabad,24,-6,21,-1,95,11,54,283,69,29,77   
21,Nanded,23,-10,19,-4,-,-,78,491,213,51,94   
22,Osmanabad,-,-,18,-,95,-,2,459,240,49,82   
23,Parbhani,23,-9,21,-2,100,20,55,464,197,51,97   
24,Akola,27,-5,24,0,97,17,15,413,157,47,83   
25,Amravati,27,-5,21,-2,100,17,3,429,168,47,89   
26,Brahmapuri,28,-2,24,1,84,-2,2,1037,636,108,139  
27,Buldhana,25,-3,21,0,94,9,10,335,72,38,85   
28,Chandrapur,26,-5,24,0,84,2,14,668,313,74,128  
29,Nagpur,31,0,24,0,87,3,23,752,414,80,113  
30,Wardha,29,-2,21,-2,96,13,73,791,441,89,109  
31,Yeotmal,24,-6,20,-3,94,11,47,502,169,59,109  
32,Ahmedabad,32,-1,26,0,90,02,TR,406,157,41.27,78   
33,Delhi (PLM),-,-,27,1,78,-4,0,231,54,30,75   
34,Delhi (SFD),35,1,27,0,80,-1,33,217,67,34,78   
35,Bangalore A.P,27,-1,20,0,95,7,2,189,62,31,-
36,Hyderabad,25,-6,21,-2,95,15,18,310,123,38,82   
