,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,36,3,29,2,75,-1,0,0,-7,0,226  
1,Bhira,35,-3,26,1,60,-19,0,0,-14,0,490  
2,Dahanu,35,1,28,0,75,4,0,0,-3,0,200  
3,Goa(Panjim),35,1,27,-1,87,12,0,13,-41,1.29,294  
4,Harnai,32,1,26,-1,70,-9,0,0,-17,0,252  
5,Mumbai (CLB),35,1,29,1,77,4,0,0,-8,0.0,216  
6,Mumbai (SCZ),34,1,28,-1,67,-2,0,0,-11,0.0,235  
7,Ratnagiri,34,1,23,-4,80,6,0,0,-18,0,301  
8,Ahmednagar,41,3,25,2,33,-23,0,0,-23,0,62   
9,Jalgaon,45,3,27,0,75,12,0,0,-12,3,75   
10,Jeur,40,-1,29,7,43,-20,0,0,-26,0,62   
11,Kolhapur,34,-1,24,1,70,-7,1,17,-52,3,107  
12,Mahabaleshwar,27,-2,20,2,30,-38,0,42,-24,6,582  
13,Malegaon,44,4,26,2,43,-12,0,8,-7,1,56   
14,Nasik,37,0,23,1,70,8,0,0,-20,4,68   
15,Pune,34,-2,25,2,50,-13,TR,3,-35,TR,74   
16,Pune AP(LHG),-,-,23,-,50,-,TR,6,-33,1,-
17,Sangli,36,-1,25,2,80,4,0,8,-51,1,67   
18,Satara,35,0,24,1,25,-37,0,2,-43,TR,96   
19,Solapur,41,1,28,3,37,-31,0,33,-1,5,76   
20,Aurangabad,42,3,28,4,45,-11,0,3,-16,TR,77   
21,Nanded,45,4,27,1,37,-11,0,1,-28,2,94   
22,Osmanabad,41,-,23,-,70,-,0,16,-12,2,82   
23,Parbhani,45,3,30,3,40,-7,0,27,-2,4,97   
24,Akola,46,4,31,3,37,-8,0,6,-15,5,83   
25,Amravati,-,-,28,1,37,-9,0,23,-7,4,89   
26,Brahmapuri,48,5,31,3,60,18,0,22,-20,5,139  
27,Buldhana,-,-,28,3,37,-22,0,0,-19,3,85   
28,Chandrapur,48,5,34,5,27,-12,0,54,1,7,128  
29,Nagpur,48,5,34,5,29,-5,0,24,-20,5,113  
30,Wardha,47,4,27,-1,23,-15,0,63,28,10,109  
31,Yeotmal,46,4,29,1,60,21,0,38,-4,8,109  
32,Ahmedabad,44,2,27,0,54,-17,0,6,-4,0.66,78   
33,Delhi (PLM),47,6,30,3,25,16,0,22,1,7,75   
34,Delhi (SFD),45,5,30,3,27,-15,0,13,-16,12,78   
35,Bangalore A.P,34,1,22,1,85,8,0,74,-37,7,-
36,Hyderabad,42,3,30,3,37,-11,0,52,-4,7,82   
