,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,-1,26,1,90,2,0,1722,-56,172,226  
1,Bhira,26,-1,25,2,95,-3,26,4421,434,442,490  
2,Dahanu,31,1,25,0,85,-3,0,2151,569,215,200  
3,Goa(Panjim),30,1,23,-1,97,6,9,2435,59,251.34,294  
4,Harnai,29,0,25,1,85,-4,1,2575,554,257,252  
5,Mumbai (CLB),29,-1,25,0,93,4,9,2063,353,206.34,216  
6,Mumbai (SCZ),28,-2,24,-1,83,-4,4,2219,371,221.90,235  
7,Ratnagiri,29,0,25,1,90,-1,1,2751,319,277,301  
8,Ahmednagar,28,-1,-,-,95,13,0,232,-51,23,62   
9,Jalgaon,27,-4,22,-1,90,2,0,845,312,87,75   
10,Kolhapur,29,2,22,1,95,3,0,640,-51,70,107  
11,Mahabaleshwar,19,-1,16,0,100,1,17,5633,845,596,582  
12,Malegaon,27,-3,20,-1,85,4,0,481,164,49,56   
13,Nasik,27,1,20,-1,85,-1,0,541,122,58,68   
14,Pune,26,-1,20,-1,80,2,TR,479,50,48,74   
15,Pune AP(LHG),26,-,20,-,85,-,2,467,114,47,-
16,Sangli,32,3,21,0,85,-3,0,223,-78,31,67   
17,Satara,27,0,20,-1,90,5,1,525,-65,53,96   
18,Solapur,29,-2,22,0,85,4,8,466,94,57,76   
19,Aurangabad,26,-3,21,0,85,-1,0,457,10,46,77   
20,Nanded,21,-10,19,-3,95,14,3,815,201,84,94   
21,Osmanabad,27,-,17,-,95,-,9,662,200,69,82   
22,Parbhani,26,-5,22,-1,85,3,0,821,221,86,97   
23,Akola,27,-4,23,-1,90,7,3,741,188,79,83   
24,Amravati,29,-1,20,-3,90,5,0,766,207,81,89   
25,Brahmapuri,29,-2,23,0,85,-1,1,1917,984,197,139  
26,Buldhana,27,0,21,0,85,-2,0,791,229,84,85   
27,Chandrapur,27,-4,25,1,90,7,0,1498,625,157,128  
28,Nagpur,30,-1,23,-1,90,7,1,1332,615,138,113  
29,Wardha,30,0,23,0,90,5,0,1284,569,139,109  
30,Yeotmal,25,-4,21,-2,85,2,0,934,214,102,109  
31,Ahmedabad,32,0,25,0,85,-2,0,749,182,75.61,78   
32,Delhi (PLM),36,2,27,2,85,4,0,442,-80,51,75   
33,Delhi (SFD),37,3,28,2,70,-8,0,678,246,80,78   
34,Bangalore A.P,21,-7,19,-1,85,-4,0,327,79,45,-
35,Hyderabad,29,-1,22,0,80,-2,0,491,94,57,82   
