,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,-1,26,2,90,0,1,1961,-100,196,226  
1,Bhira,28,-3,25,2,95,9,27,4898,291,490,490  
2,Dahanu,30,-1,24,-1,95,8,267,2579,721,258,200  
3,Goa(Panjim),31,1,23,-1,87,-3,11,2659,40,273.72,294  
4,Harnai,30,1,25,1,95,6,0,2723,423,272,252  
5,Mumbai (CLB),31,0,25,0,100,10,14,2291,300,229.05,216  
6,Mumbai (SCZ),31,0,24,0,92,6,19,2378,205,237.79,235  
7,Ratnagiri,30,0,22,-2,85,-4,TR,2986,252,301,301  
8,Ahmednagar,28,-3,20,-1,86,2,0,301,-121,30,62   
9,Jalgaon,28,-6,15,-6,80,-3,1,1051,404,108,75   
10,Jeur,-,-,24,-,70,-15,0,186,-233,19,62   
11,Kolhapur,28,-2,21,0,90,1,1,765,-32,82,107  
12,Mahabaleshwar,19,-5,16,-1,100,10,9,5998,543,633,582  
13,Malegaon,-,-,19,-,95,13,4,565,142,57,56   
14,Nasik,23,-8,21,1,98,13,37,731,201,77,68   
15,Pune,28,-2,21,0,75,-10,1,696,168,70,74   
16,Pune AP(LHG),28,-,20,-,80,-,1,662,207,67,-
17,Sangli,-,-,20,-,90,2,1,361,-42,45,67   
18,Satara,27,-2,20,-1,90,5,1,803,111,80,96   
19,Solapur,32,0,21,-1,80,-1,0,587,61,69,76   
20,Aurangabad,28,-3,22,1,80,2,TR,632,42,63,77   
21,Nanded,32,-1,20,-2,85,7,0,1028,241,105,94   
22,Osmanabad,-,-,17,-,90,-,0,886,264,91,82   
23,Parbhani,31,-2,22,0,70,-9,0,1090,304,113,97   
24,Akola,31,-2,24,1,79,2,0,855,-,95,83   
25,Amravati,26,-7,20,-3,85,9,0,896,-,95,89   
26,Brahmapuri,30,-3,25,2,75,-9,0,2011,-,204,139  
27,Buldhana,28,-2,21,0,85,5,0,1005,-,106,85   
28,Chandrapur,29,-4,23,-1,88,9,0,1962,-,203,128  
29,Nagpur,28,-5,23,0,88,11,0,1451,-,152,113  
30,Wardha,29,-4,23,0,89,11,0,1298,-,141,109  
31,Yeotmal,29,-3,21,-1,76,1,0,1104,-,119,109  
32,Ahmedabad,31,-4,23,-1,98,18,27,822,95,82.83,78   
33,Delhi (PLM),35,0,27,4,80,8,0,508,-150,58,75   
34,Delhi (SFD),35,1,26,-2,80,10,0,711,147,83,78   
35,Bangalore A.P,38,0,18,-2,90,2,0,645,293,77,-
36,Hyderabad,31,0,21,-1,75,-4,0,662,102,74,82   
