,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,2,26,1,80,-9,TR,1642,214,164,226  
1,Bhira,27,0,-,,-,-,-,-,-,-,490  
2,Dahanu,31,1,26,0,90,2,2,1987,693,199,200  
3,Goa(Dabolim),29,-,-,-,-,-,-,-,-,-,275  
4,Goa(Panjim),30,1,24,-1,87,-4,2,2160,155,223.32,294  
5,Harnai,29,0,24,-1,90,1,5,2411,763,241,252  
6,Mumbai (CLB),31,0,26,-1,95,7,1,1918,520,191.79,216  
7,Mumbai (SCZ),31,1,25,-1,82,-4,TR,2102,616,210.16,235  
8,Ratnagiri,29,0,23,-1,90,0,3,2449,461,247,301  
9,Ahmednagar,30,1,-,,90,8,0,227,0,23,62   
10,Jalgaon,29,-2,23,-1,85,-4,0,720,317,75,75   
11,Kolhapur,28,1,21,0,90,-2,1,584,29,64,107  
12,Mahabaleshwar,19,-1,16,-1,100,1,10,4982,1378,531,582  
13,Malegaon,29,9,21,4,95,-4,0,390,135,40,56   
14,Nasik,-,-,21,-,90,3,0,463,133,50,68   
15,Pune,28,0,21,2,86,3,TR,471,118,47,74   
16,Pune AP(LHG),29,-,21,-,90,-,TR,452,164,46,-
17,Sangli,30,1,21,0,90,2,0,209,-38,29,67   
18,Satara,28,2,20,-1,85,-1,1,497,16,50,96   
19,Solapur,30,-1,23,1,85,2,2,432,154,53,76   
20,Aurangabad,29,0,22,1,90,5,2,414,69,42,77   
21,Nanded,30,-1,21,-1,100,17,0,659,227,68,94   
22,Osmanabad,-,-,19,-,95,-,1,631,285,66,82   
23,Parbhani,28,-3,23,0,90,8,0,714,272,75,97   
24,Akola,29,-1,24,0,90,6,0,675,258,73,83   
25,Amravati,29,-1,21,-2,95,8,2,661,245,70,89   
26,Brahmapuri,31,1,24,1,85,-2,19,1637,952,168,139  
27,Buldhana,27,0,21,0,100,13,4,652,234,70,85   
28,Chandrapur,29,-2,25,1,90,6,0,1364,735,143,128  
29,Nagpur,-,-,24,-,90,4,26,1178,636,123,113  
30,Wardha,29,-1,23,0,95,10,13,1163,635,127,109  
31,Yeotmal,27,-2,21,-1,95,10,13,811,266,90,109  
32,Ahmedabad,-,-,26,-,90,2,0,673,245,68,78   
33,Delhi (PLM),35,2,27,1,95,5,1,323,-16,39,75   
34,Delhi (SFD),34,0,26,0,95,13,11,395,90,51,78   
35,Bangalore A.P,26,-2,20,0,90,1,TR,265,83,39,-
36,Hyderabad,25,-5,21,-1,100,18,15,416,113,49,82   
