,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,-3,25,-2,92,9,71,142,71,14,226  
1,Bhira,31,-3,23,-2,95,9,91,216,105,22,490  
2,Dahanu,33,-1,25,-2,88,11,23,69,24,7,200  
3,Goa(Panjim),29,-3,22,-3,93,8,126,224,56,29.74,294  
4,Harnai,31,0,23,-3,98,15,135,270,168,27,252  
5,Mumbai (CLB),31,-2,25,-2,98,18,37,121,53,12.12,216  
6,Mumbai (SCZ),32,-1,25,-1,95,19,45,120,56,11.98,235  
7,Ratnagiri,27,-5,23,-2,96,14,139,296,178,32,301  
8,Ahmednagar,34,-1,26,4,82,11,10,89,57,9,62   
9,Jalgaon,35,-5,24,-3,92,21,6,38,18,7,75   
10,Jeur,35,-3,25,4,77,-1,0,50,12,5,62   
11,Kolhapur,27,-5,22,-1,92,9,9,44,12,10,107  
12,Mahabaleshwar,23,-3,18,1,99,7,50,164,53,23,582  
13,Malegaon,36,-1,23,-1,84,18,25,94,75,10,56   
14,Nasik,32,-3,23,0,81,9,1,99,81,14,68   
15,Pune,31,-3,23,0,75,2,TR,89,41,9,74   
16,Pune AP(LHG),33,-,23,-,80,-,2,60,23,7,-
17,Sangli,-,-,22,-1,88,6,5,43,-3,8,67   
18,Satara,31,-1,22,-1,85,9,1,51,-18,5,96   
19,Solapur,35,-2,24,0,78,2,0,31,-8,13,76   
20,Aurangabad,35,-2,23,-1,88,19,13,60,34,6,77   
21,Nanded,35,-4,22,-3,84,23,0,73,47,10,94   
22,Parbhani,36,-3,25,-1,69,6,TR,89,57,13,97   
23,Akola,37,-3,26,-1,77,19,0,23,7,8,83   
24,Amravati,34,-5,24,-2,93,22,19,63,44,10,89   
25,Buldhana,-,-,23,-1,82,13,0,15,-6,4,85   
26,Chandrapur,36,-5,25,-3,71,17,5,73,60,15,128  
27,Nagpur,39,-2,26,-2,63,13,0,3,-19,5,113  
28,Wardha,37,-3,25,-1,92,37,0,53,25,15,109  
29,Yeotmal,35,-4,20,-7,79,24,2,30,4,11,109  
30,Ahmedabad,39,-1,28,0,78,6,0,12,0,1.90,78   
31,Delhi (PLM),42,2,31,3,43,-5,0,1,-5,7,75   
32,Delhi (SFD),40,-1,30,2,53,5,0,15,7,14,78   
33,Bangalore A.P,28,-2,20,0,90,6,0,80,51,20,-
34,Hyderabad,35,-2,24,-1,70,6,41,121,101,20,82   
