,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,27,-2,15,-3,66,-10,0,0,0,0,226  
1,Bhira,33,0,13,-3,99,20,0,0,0,0,490  
2,Dahanu,25,-3,12,-5,72,4,0,0,0,0,200  
3,Goa(Panjim),33,0,19,-1,87,11,0,0,0,0.0,294  
4,Harnai,26,-3,18,-4,66,8,0,0,0,0,252  
5,Mumbai (CLB),27,-4,16,-3,61,-18,0,0,0,0.0,216  
6,Mumbai (SCZ),28,-3,10,-7,88,18,0,0,0,0.0,235  
7,Ratnagiri,29,-2,13,-6,72,10,0,0,0,0,301  
8,Ahmednagar,34,5,-,,-,-,-,-,-,-,62   
9,Jalgaon,29,0,7,-5,62,-6,0,0,-1,0,75   
10,Jeur,33,2,18,6,48,-19,0,0,0,0,62   
11,Kolhapur,34,4,15,1,70,-2,0,0,0,0,107  
12,Mahabaleshwar,27,1,14,1,40,-20,0,0,0,0,582  
13,Malegaon,27,-2,7,-4,63,-5,0,0,0,0,56   
14,Nasik,27,-1,4,-6,77,8,0,0,0,0,68   
15,Pune,30,1,8,-3,42,8,0,0,0,0,74   
16,Sangli,34,3,15,1,72,0,0,0,0,0,67   
17,Satara,33,4,9,-3,76,5,0,0,0,0,96   
18,Solapur,35,5,15,-1,48,-16,0,0,0,0,76   
19,Aurangabad,30,2,10,-1,65,4,0,0,0,0,77   
20,Nanded,32,2,13,1,71,4,0,9,8,1,94   
21,Parbhani,34,5,11,-2,55,-5,0,3,3,TR,97   
22,Akola,30,1,11,-3,72,9,0,8,6,1,83   
23,Amravati,29,1,12,-3,76,20,0,0,-1,0,89   
24,Brahmapuri,32,4,17,4,78,2,0,0,-2,0,139  
25,Chandrapur,33,4,18,5,63,-11,0,2,1,0,128  
26,Nagpur,30,3,13,1,79,9,0,6,3,1,113  
27,Yeotmal,31,4,12,-3,56,0,0,0,-1,0,109  
28,Ahmedabad,26,-2,9,-3,58,-9,0,0,0,0.0,78   
29,Delhi (PLM),12,-8,3,-4,93,8,0,0,-1,0,75   
30,Delhi (SFD),13,-7,2,-5,90,6,0,0,-4,0,78   
31,Bangalore A.P,30,3,17,3,89,7,0,0,-1,0,-
32,Hyderabad,34,6,21,6,87,13,0,0,-2,0,82   
