,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,32,2,26,1,80,-8,0,2327,426,234,226  
1,Bhira,30,2,23,0,95,-3,2,4413,113,441,490  
2,Dahanu,32,1,25,0,85,-2,5,2667,949,267,200  
3,Goa(Panjim),31,1,25,1,92,1,1,2597,121,260.39,294  
4,Harnai,31,3,25,0,70,-18,0,5528,3378,553,252  
5,Mumbai (CLB),31,1,26,1,90,3,TR,1789,-43,179.31,216  
6,Mumbai (SCZ),31,1,25,1,73,-13,0,2210,209,222.04,235  
7,Ratnagiri,30,1,24,0,95,5,TR,3408,830,341,301  
8,Jalgaon,31,0,21,-1,90,3,1,574,-11,57,75   
9,Jeur,-,-,22,-,70,-12,0,48,-271,13,62   
10,Kolhapur,28,1,21,0,85,-5,0,1051,326,106,107  
11,Mahabaleshwar,20,0,16,0,100,1,7,5672,524,571,582  
12,Malegaon,33,2,21,0,70,-11,0,219,-131,24,56   
13,Nasik,29,0,20,0,80,-6,0,957,509,99,68   
14,Pune,29,1,20,-1,85,2,0,514,60,53,74   
15,Pune AP(LHG),30,-,19,-,80,-,0,525,148,53,-
16,Sangli,30,1,19,-1,90,2,0,601,280,61,67   
17,Satara,29,2,20,0,80,-4,0,720,105,76,96   
18,Solapur,31,0,21,-1,80,1,0,390,-24,46,76   
19,Aurangabad,30,1,20,0,90,6,0,620,109,72,77   
20,Nanded,31,0,23,1,80,1,0,573,-110,57,94   
21,Osmanabad,29,-,16,-,85,-,0,431,-81,47,82   
22,Parbhani,30,-1,21,-2,80,-2,0,645,-35,65,97   
23,Akola,33,2,23,0,82,1,3,782,-,81,83   
24,Amravati,31,0,19,-4,85,1,0,727,-,76,89   
25,Brahmapuri,31,1,25,2,87,1,2,807,-,86,139  
26,Buldhana,30,2,20,0,90,5,1,525,-,56,85   
27,Chandrapur,32,1,24,0,81,-1,0,1131,-,120,128  
28,Nagpur,32,1,23,0,85,1,0,713,-,75,113  
29,Wardha,33,3,23,1,84,0,0,885,-,95,109  
30,Yeotmal,29,-1,21,-1,83,2,0,868,-,91,109  
31,Ahmedabad,33,1,24,0,80,-6,0,551,-87,55.65,78   
32,Delhi (PLM),35,0,25,0,80,2,0,527,-36,57,75   
33,Delhi (SFD),35,1,25,-1,80,4,0,507,30,56,78   
34,Bangalore A.P,27,-1,19,-1,90,3,3,619,345,76,-
35,Hyderabad,30,0,21,-1,75,-5,1,535,89,67,82   
