,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,-1,26,1,95,6,53,970,337,98,226  
1,Bhira,27,-1,24,1,100,3,134,804,-149,80,490  
2,Dahanu,29,-2,26,0,95,7,93,910,412,91,200  
3,Goa(Panjim),31,2,24,0,97,7,71,1294,325,130.07,294  
4,Harnai,30,1,25,0,95,6,251,2383,1631,239,252  
5,Mumbai (CLB),30,-1,27,1,98,10,61,646,26,64.98,216  
6,Mumbai (SCZ),29,-1,25,-1,92,06,77,843,254,85.31,235  
7,Ratnagiri,29,0,26,2,90,0,92,1477,556,148,301  
8,Ahmednagar,33,2,22,0,95,16,0,162,52,164,62   
9,Jalgaon,35,0,25,0,85,4,2,75,-77,8,75   
10,Jeur,-,-,21,-,75,-4,0,36,-74,7,62   
11,Kolhapur,27,0,20,-2,95,5,14,182,-10,19,107  
12,Mahabaleshwar,20,0,18,1,100,1,195,727,-301,77,582  
13,Malegaon,36,4,25,2,65,-11,0,36,-78,6,56   
14,Nasik,30,0,23,1,90,9,2,15,-94,4,68   
15,Pune,29,0,23,0,100,19,12,71,-77,9,74   
16,Pune AP(LHG),30,-,23,-,100,-,14,129,16,14,-
17,Sangli,27,-2,21,-1,90,4,8,169,51,182,67   
18,Satara,26,-1,22,0,95,11,13,120,-95,16,96   
19,Solapur,31,-2,23,0,75,-9,0,121,-10,19,76   
20,Aurangabad,31,-1,21,-1,90,9,1,118,-26,21,77   
21,Nanded,30,-4,-,,-,-,0,211,41,21,94   
22,Osmanabad,28,-,-,-,-,-,0,176,27,22,82   
23,Parbhani,31,-2,24,0,80,3,0,119,-51,12,97   
24,Akola,35,1,27,2,80,5,0,226,-,25,83   
25,Amravati,31,-2,22,-2,97,18,36,148,-,18,89   
26,Brahmapuri,34,1,24,0,87,7,42,169,-,23,139  
27,Buldhana,32,2,23,1,91,9,3,145,-,18,85   
28,Chandrapur,30,-4,25,0,85,7,5,253,-,32,128  
29,Nagpur,35,2,25,0,93,16,1,179,-,22,113  
30,Wardha,35,2,24,0,93,16,8,205,-,27,109  
31,Yeotmal,32,-1,23,0,72,-7,0,212,-,25,109  
32,Ahmedabad,38,3,28,1,81,-1,4,23,-92,2.81,78   
33,Delhi (PLM),38,1,25,-2,85,16,4,46,-6,9,75   
34,Hyderabad,31,-1,23,0,80,3,TR,145,32,28,82   
