,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,32,1,23,1,90,11,0,9,9,1,226  
1,Bhira,41,2,17,-4,95,20,0,0,-1,0,490  
2,Dahanu,33,1,23,0,80,14,0,2,2,TR,200  
3,Goa(Panjim),34,1,25,1,81,3,0,0,-1,0.0,294  
4,Harnai,33,3,23,1,75,3,0,0,0,0,252  
5,Mumbai (CLB),34,2,25,1,82,4,0,0,0,0.0,216  
6,Mumbai (SCZ),34,1,23,0,80,11,0,10,10,1.0,235  
7,Ratnagiri,33,1,20,-3,80,7,0,0,0,0,301  
8,Jalgaon,41,1,21,0,53,10,0,0,-6,0,75   
9,Jeur,41,2,21,2,60,7,0,0,-3,0,62   
10,Kolhapur,38,1,23,2,70,13,0,6,0,1,107  
11,Mahabaleshwar,34,3,20,2,38,-1,0,0,-1,1,582  
12,Malegaon,42,4,20,1,40,1,0,11,9,1,56   
13,Nasik,38,1,18,1,60,21,0,8,5,1,68   
14,Pune,38,1,17,-1,33,-16,0,12,9,1,74   
15,Pune AP(LHG),39,2,20,2,25,-14,0,2,-3,TR,-
16,Sangli,39,1,23,3,60,-9,0,7,4,1,67   
17,Satara,39,3,21,1,50,3,0,6,2,3,96   
18,Solapur,42,3,25,2,30,-18,0,26,21,3,76   
19,Aurangabad,39,2,24,4,-,-,0,47,42,5,77   
20,Nanded,42,3,23,2,50,10,0,0,-9,0,94   
21,Osmanabad,40,-,21,-,43,-,0,6,1,1,82   
22,Parbhani,42,3,23,1,35,-1,0,1,-11,TR,97   
23,Akola,43,4,23,1,23,-11,0,1,-,TR,83   
24,Amravati,40,1,21,-2,23,-14,0,0,-,TR,89   
25,Brahmapuri,40,2,25,3,50,5,0,20,-,3,139  
26,Buldhana,39,4,25,3,28,-10,0,27,-,3,85   
27,Chandrapur,41,2,26,3,60,18,0,27,-,2,128  
28,Nagpur,41,3,22,1,28,-5,0,10,-,3,113  
29,Wardha,42,3,22,-1,40,7,0,24,-,4,109  
30,Yeotmal,41,3,22,-1,40,9,0,22,-,2,109  
31,Ahmedabad,41,3,24,2,56,7,0,4,4,0.44,78   
32,Delhi (PLM),36,3,19,2,45,-14,0,17,11,2,75   
33,Delhi (SFD),36,4,19,1,50,-8,0,35,21,4,78   
34,Bangalore A.P,33,-1,21,0,80,14,0,75,70,8,-
35,Hyderabad,39,2,25,2,75,23,0,0,-13,0,82   
