,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,35,3,29,3,80,-5,1,70,-65,8,226  
1,Bhira,31,-2,25,0,-,-,18,58,-135,6,490  
2,Dahanu,37,3,30,3,70,-10,0,1,-79,TR,200  
3,Goa(Panjim),28,-2,23,-1,98,10,47,302,8,30.82,294  
4,Harnai,31,0,25,0,90,3,13,212,24,22,252  
5,Mumbai (CLB),35,2,29,3,76,-06,0,11,-113,1.44,216  
6,Mumbai (SCZ),35,2,29,2,69,-11,0,37,-76,4.74,235  
7,Ratnagiri,29,-1,25,0,-,-,42,226,6,23,301  
8,Jalgaon,40,1,27,1,65,-9,0,0,-33,TR,75   
9,Jeur,-,-,20,-,80,6,15,64,16,6,62   
10,Kolhapur,29,-1,23,1,85,0,0,121,78,13,107  
11,Mahabaleshwar,21,-3,19,2,100,4,13,71,-105,11,582  
12,Malegaon,40,3,26,2,50,-19,0,0,-37,3,56   
13,Nasik,34,0,25,2,70,-3,0,0,-27,3,68   
14,Pune,33,1,25,2,70,-6,TR,35,-29,6,74   
15,Pune AP(LHG),-,-,24,-,70,-,0,20,-25,3,-
16,Sangli,30,-2,22,0,80,-2,0,127,72,14,67   
17,Satara,29,-2,23,0,70,-7,0,90,8,13,96   
18,Solapur,33,-3,25,2,80,-3,0,71,18,14,76   
19,Aurangabad,37,2,25,2,80,7,0,3,-35,10,77   
20,Nanded,38,0,28,4,80,13,0,25,-21,3,94   
21,Osmanabad,-,-,18,-,95,-,6,47,-15,9,82   
22,Parbhani,37,0,27,2,60,-9,0,27,-23,3,97   
23,Akola,40,2,29,3,62,-2,0,0,-,5,83   
24,Amravati,40,2,28,3,52,-13,0,29,-,6,89   
25,Brahmapuri,41,2,25,-2,66,-5,28,32,-,9,139  
26,Buldhana,37,2,26,3,65,-8,0,32,-,7,85   
27,Chandrapur,40,1,28,1,52,-10,3,39,-,10,128  
28,Nagpur,42,3,28,1,47,-10,0,4,-,4,113  
29,Wardha,42,4,30,4,50,-11,0,19,-,8,109  
30,Yeotmal,39,1,29,4,54,-8,0,37,-,8,109  
31,Ahmedabad,41,2,29,2,63,-10,0,21,-21,0.54,78   
32,Delhi (PLM),-,-,30,-,42,-12,0,5,-8,5,75   
33,Delhi (SFD),40,1,29,1,52,-1,0,0,-13,5,78   
34,Bangalore A.P,30,1,21,1,90,5,TR,225,186,4,-
35,Hyderabad,35,0,25,1,75,6,0,35,4,17,82   
