,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,35,4,19,1,65,-8,0,165,65,316,226  
1,Bhira,36,3,17,-1,75,-1,0,81,-90,513,490  
2,Dahanu,32,2,17,-1,70,6,0,112,45,402,200  
3,Goa(Panjim),35,1,19,-2,69,-02,0,158,-3,298.24,294  
4,Harnai,33,3,21,-1,50,-4,0,285,167,730,252  
5,Mumbai (CLB),35,2,22,1,73,-02,0,67,-17,257.81,216  
6,Mumbai (SCZ),35,1,17,-1,76,15,0,79,-17,298.32,235  
7,Ratnagiri,35,2,19,-2,55,1,0,137,-20,415,301  
8,Ahmednagar,-,-,7,-5,85,16,0,68,-46,48,62   
9,Jalgaon,30,-1,12,0,65,-1,0,30,-31,76,75   
10,Jeur,33,3,15,2,75,8,0,0,-109,25,62   
11,Kolhapur,30,0,16,1,70,2,0,7,-109,117,107  
12,Mahabaleshwar,26,1,13,-1,70,7,0,174,-13,687,582  
13,Malegaon,30,0,11,0,60,-5,0,63,-15,51,56   
14,Nasik,29,0,12,1,60,-5,0,41,-36,110,68   
15,Pune,29,0,11,-1,67,-13,0,81,-32,67,74   
16,Pune AP(LHG),30,-,13,-,52,-,0,21,-75,67,-
17,Sangli,30,-1,15,0,70,-3,0,15,-119,72,67   
18,Satara,30,1,13,-1,60,-14,0,57,-89,91,96   
19,Solapur,31,0,13,-3,60,-5,0,70,-57,80,76   
20,Aurangabad,29,1,12,1,65,7,0,32,-61,89,77   
21,Nanded,29,0,-,-,80,9,0,-,-,-,94   
22,Osmanabad,31,-,9,-,65,-,0,60,-51,76,82   
23,Parbhani,29,0,12,-1,70,10,0,100,5,105,97   
24,Akola,31,2,12,-2,74,14,0,102,-,102,83   
25,Amravati,29,-1,13,-2,55,1,0,59,-,99,89   
26,Brahmapuri,30,1,15,3,62,-11,0,157,-,138,139  
27,Buldhana,28,1,13,-2,59,3,0,41,-,73,85   
28,Chandrapur,29,-1,14,1,67,-4,0,64,-,155,128  
29,Nagpur,29,0,10,-3,70,6,0,75,-,93,113  
30,Wardha,29,0,13,-2,73,18,0,46,-,110,109  
31,Yeotmal,29,1,14,-1,43,-7,0,44,-,111,109  
32,Ahmedabad,31,1,14,1,50,-10,0,99,72,72.42,78   
33,Delhi (PLM),26,1,11,2,100,28,0,8,-21,58,75   
34,Delhi (SFD),25,0,11,2,100,26,0,0,-26,57,78   
35,Bangalore A.P,28,2,15,-1,65,-15,0,44,-209,87,-
36,Hyderabad,29,1,15,0,70,3,0,38,-68,105,82   
