,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,36,3,27,1,90,14,0,9,7,1,226  
1,Bhira,41,2,29,4,77,0,0,0,-7,0,490  
2,Dahanu,36,2,28,1,76,3,0,3,3,TR,200  
3,Goa(Panjim),35,1,28,1,85,12,TR,0,-23,0.01,294  
4,Harnai,34,3,25,2,81,3,0,4,-4,TR,252  
5,Mumbai (CLB),35,1,27,1,82,07,0,0,-2,0.0,216  
6,Mumbai (SCZ),34,1,27,1,76,06,0,10,9,1.00,235  
7,Ratnagiri,34,1,29,2,87,14,TR,0,-7,0,301  
8,Jalgaon,44,2,27,0,63,6,0,2,-9,TR,75   
9,Jeur,42,0,27,4,73,15,0,0,-20,0,62   
10,Kolhapur,37,1,26,3,80,6,TR,12,-43,1,107  
11,Mahabaleshwar,33,2,18,0,68,15,12,39,-11,4,582  
12,Malegaon,41,0,27,3,37,-10,0,25,12,3,56   
13,Nasik,39,1,23,2,70,14,0,29,15,3,68   
14,Pune,39,1,25,3,36,19,1,21,-8,2,74   
15,Pune AP(LHG),41,-,26,-,45,-,TR,8,-22,1,-
16,Sangli,40,3,25,2,80,6,1,12,-36,1,67   
17,Satara,41,4,25,2,61,7,0,12,-27,4,96   
18,Solapur,42,1,27,3,70,7,10,60,34,6,76   
19,Aurangabad,42,2,26,2,57,18,0,72,59,7,77   
20,Nanded,44,2,31,6,57,13,0,0,-25,0,94   
21,Parbhani,45,3,31,5,34,7,0,4,-21,TR,97   
22,Akola,45,3,31,-3,41,0,0,24,-,2,83   
23,Amravati,44,2,27,-1,37,-6,0,26,-,3,89   
24,Brahmapuri,45,3,31,4,47,0,0,42,-,5,139  
25,Buldhana,42,4,29,-4,44,-7,0,34,-,3,85   
26,Chandrapur,44,1,31,-3,44,1,0,63,-,7,128  
27,Nagpur,45,3,27,-1,33,3,0,22,-,4,113  
28,Wardha,45,2,29,-2,30,-7,0,45,-,6,109  
29,Yeotmal,43,1,27,0,33,-5,0,40,-,4,109  
30,Ahmedabad,45,3,28,1,54,-11,0,4,-4,0.44,78   
31,Delhi (PLM),45,5,28,3,40,-2,1,19,1,2,75   
32,Delhi (SFD),43,4,27,2,43,-1,0,35,8,3,78   
33,Bangalore A.P,35,2,23,1,80,3,0,123,49,12,-
34,Hyderabad,41,2,29,3,50,-3,0,115,67,12,82   
