,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,31,-1,23,-1,90,8,0,165,82,316,226  
1,Bhira,-,-,20,-,95,11,0,81,-36,513,490  
2,Dahanu,32,-1,24,0,90,18,0,112,62,402,200  
3,Goa(Panjim),31,-1,23,0,95,11,0,157,48,298.24,294  
4,Harnai,29,-2,22,-2,85,10,0,285,199,730,252  
5,Mumbai (CLB),31,-1,26,1,89,6,0,67,0,257.81,216  
6,Mumbai (SCZ),34,0,23,0,80,7,0,79,3,298.32,235  
7,Ratnagiri,31,-1,21,-2,85,10,0,137,28,415,301  
8,Ahmednagar,-,-,14,-,90,22,0,68,-1,48,62   
9,Jalgaon,34,-1,17,-1,80,12,0,30,-7,76,75   
10,Jeur,32,-,21,-,90,-,0,0,-68,25,62   
11,Kolhapur,32,0,20,-1,75,-3,0,23,-69,116,107  
12,Mahabaleshwar,27,1,15,-1,65,-5,0,174,43,687,582  
13,Malegaon,34,1,18,0,80,14,0,63,14,51,56   
14,Nasik,32,-1,15,-1,80,14,0,41,-9,109,68   
15,Pune,-,-,16,-2,75,-2,0,81,9,67,74   
16,Pune AP(LHG),36,-,20,-,70,-,0,21,-37,67,-
17,Sangli,33,1,18,-2,80,0,0,5,-85,71,67   
18,Satara,32,1,17,-2,85,11,0,57,-24,91,96   
19,Solapur,34,1,17,-4,55,-14,0,70,-11,80,76   
20,Aurangabad,33,1,17,-1,65,3,0,32,-17,89,77   
21,Nanded,33,0,19,0,85,16,0,70,20,100,94   
22,Osmanabad,32,-,-,,-,-,-,-,-,-,82   
23,Parbhani,33,1,17,-3,65,-3,0,100,32,105,97   
24,Akola,34,1,18,-3,70,6,0,102,-,102,83   
25,Amravati,30,-4,16,-5,57,-3,0,59,-,99,89   
26,Brahmapuri,33,1,20,-1,60,-19,0,157,-,138,139  
27,Buldhana,31,0,19,-1,55,-9,0,41,-,73,85   
28,Chandrapur,33,0,18,-3,85,10,0,64,-,155,128  
29,Nagpur,33,0,17,-3,75,6,0,75,-,93,113  
30,Wardha,34,1,17,-2,80,16,0,46,-,110,109  
31,Yeotmal,32,0,16,-4,55,-4,0,44,-,111,109  
32,Ahmedabad,34,-1,22,1,79,15,0,99,84,72.42,78   
33,Delhi (PLM),36,3,21,2,50,-13,0,8,-10,58,75   
34,Delhi (SFD),35,2,20,1,-,-,0,0,-0,57,78   
35,Bangalore A.P,31,3,19,0,80,-3,0,19,-142,84,-
36,Hyderabad,32,1,17,-3,60,-13,0,38,-21,105,82   
