,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,27,-4,24,0,94,4,96,2776,730,279,226  
1,Bhira,26,-5,23,0,95,9,12,4960,379,496,490  
2,Dahanu,28,-3,27,2,88,1,3,3820,1981,382,200  
3,Goa(Panjim),28,-,23,-,98,-,13,2736,125,274.25,294  
4,Harnai,27,-3,24,0,96,7,137,6711,4417,672,252  
5,Mumbai (CLB),27,-3,25,0,98,08,45,2324,344,232.77,216  
6,Mumbai (SCZ),29,-2,24,0,95,09,40,2792,632,280.17,235  
7,Ratnagiri,25,-3,23,-1,100,11,33,3739,1013,374,301  
8,Jalgaon,32,-2,23,0,87,6,0,701,59,70,75   
9,Jeur,29,-4,19,0,58,-27,20,156,-256,24,62   
10,Kolhapur,25,-5,21,0,92,3,0,1101,311,111,107  
11,Mahabaleshwar,20,-3,17,0,100,10,41,6575,1131,661,582  
12,Malegaon,31,-1,23,2,87,5,0,408,-6,43,56   
13,Nasik,29,-1,23,13,94,9,26,1023,502,105,68   
14,Pune,29,-1,22,1,91,6,2,561,39,58,74   
15,Pune AP(LHG),29,-,22,-,91,-,5,615,167,62,-
16,Sangli,26,-5,20,-1,90,2,TR,644,299,66,67   
17,Satara,27,-3,21,0,92,7,0,782,100,82,96   
18,Solapur,29,-2,21,-1,98,17,25,549,32,62,76   
19,Aurangabad,31,0,23,2,90,12,TR,723,139,82,77   
20,Nanded,31,-2,23,1,100,22,25,874,94,87,94   
21,Osmanabad,-,-,18,-,96,-,42,626,13,67,82   
22,Parbhani,29,-3,23,1,96,17,17,848,71,85,97   
23,Akola,33,0,25,2,87,10,1,876,-,90,83   
24,Amravati,33,0,22,-1,87,9,5,842,-,87,89   
25,Brahmapuri,34,2,26,3,81,-3,0,979,-,104,139  
26,Buldhana,30,0,23,2,92,12,0,565,-,60,85   
27,Chandrapur,34,1,25,1,79,0,0,1247,-,131,128  
28,Nagpur,33,0,25,2,88,11,9,749,-,79,113  
29,Wardha,33,1,25,2,92,14,0,983,-,105,109  
30,Yeotmal,31,-1,22,0,85,10,1,952,-,99,109  
31,Ahmedabad,30,-5,26,,85,-,0,613,-109,61.88,78   
32,Delhi (PLM),34,-1,25,2,78,6,0,528,-126,57,75   
33,Delhi (SFD),33,-1,25,1,83,13,0,512,-49,57,78   
34,Bangalore A.P,29,1,20,0,81,7,0,671,319,81,-
35,Hyderabad,30,-1,21,-1,96,17,73,815,261,95,82   
