,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,32,1,25,1,90,16,0,0,0,0,226  
1,Bhira,40,-,19,-,85,-,0,0,-1,0,490  
2,Dahanu,33,1,24,0,75,3,0,0,0,0,200  
3,Goa(Dabolim),33,-,24,-,90,-,0,24,23,2,275  
4,Goa(Panjim),34,1,25,0,84,11,0,13,10,12.8,294  
5,Mumbai (CLB),32,0,25,0,74,1,0,0,0,0.01,216  
6,Mumbai (SCZ),33,0,24,1,71,4,0,0,0,0.0,235  
7,Ratnagiri,33,1,23,-2,80,7,0,0,0,0,301  
8,Ahmednagar,38,0,20,-1,70,37,10,10,4,2,62   
9,Jalgaon,40,-1,22,-2,37,-1,0,3,-3,TR,75   
10,Jeur,37,-2,24,2,57,13,0,0,-7,0,62   
11,Kolhapur,36,-1,24,3,60,-2,0,1,-15,TR,107  
12,Mahabaleshwar,31,2,17,-2,65,27,4,13,-1,1,582  
13,Malegaon,41,2,24,3,55,22,0,0,-3,0,56   
14,Nasik,37,1,21,2,50,0,0,0,-4,0,68   
15,Pune,37,0,21,2,60,18,0,0,-7,TR,74   
16,Pune AP(LHG),38,-,22,-,55,-,0,0,-7,0,-
17,Sangli,37,-1,23,2,75,12,0,3,-9,4,67   
18,Satara,38,-,21,-,70,-,0,0,-6,TR,96   
19,Solapur,38,-1,25,1,60,20,0,4,-5,TR,76   
20,Aurangabad,37,-1,21,4,57,22,0,10,2,1,77   
21,Nanded,39,-1,21,-2,55,16,0,0,-12,1,94   
22,Osmanabad,37,-,22,-,43,-,0,17,-1,3,82   
23,Parbhani,40,1,26,2,50,14,0,0,-13,1,97   
24,Akola,41,1,24,0,40,10,0,20,20,2,83   
25,Amravati,39,0,22,-3,43,13,0,-,-,-,89   
26,Brahmapuri,40,1,24,0,80,31,0,-,-,-,139  
27,Buldhana,37,0,25,0,43,4,0,-,-,-,85   
28,Chandrapur,36,-4,25,1,55,13,0,-,-,-,128  
29,Nagpur,38,-1,22,-1,50,13,0,37,11,4,113  
30,Wardha,40,-1,23,-1,95,65,0,-,-,-,109  
31,Yeotmal,37,-2,21,-4,60,23,0,-,-,-,109  
32,Ahmedabad,40,1,27,4,47,-1,0,0,-1,0.0,78   
33,Delhi (PLM),35,-1,22,2,57,24,TR,1,-6,1,75   
34,Delhi (SFD),35,-1,22,3,65,21,TR,4,-13,3,78   
35,Bangalore A.P,33,0,20,-1,85,16,0,0,-14,2,-
36,Hyderabad,37,0,23,0,53,2,0,2,-22,3,82   
