,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,-,-,26,-,80,5,0,0,-1,0,226  
1,Bhira,41,-,19,-,80,-,0,0,-5,0,490  
2,Dahanu,34,2,25,0,80,5,0,0,0,0,200  
3,Goa(Panjim),35,2,27,1,81,9,0,16,7,2,294  
4,Harnai,30,0,25,-2,80,4,0,0,-3,0,252  
5,Mumbai (CLB),33,0,27,1,83,10,0,0,-1,0.01,216  
6,Mumbai (SCZ),33,0,26,1,79,11,0,0,0,0.0,235  
7,Ratnagiri,34,2,26,0,85,12,0,0,-2,0,301  
8,Ahmednagar,41,2,20,-3,35,-2,0,10,0,2,62   
9,Jalgaon,45,3,24,-2,33,-10,0,3,-5,TR,75   
10,Jeur,39,0,24,0,50,1,0,5,-7,TR,62   
11,Kolhapur,38,1,23,1,80,14,0,53,20,5,107  
12,Mahabaleshwar,34,5,20,1,47,3,0,14,-14,1,582  
13,Malegaon,42,2,24,1,35,0,0,0,-5,0,56   
14,Nasik,40,3,22,1,40,-12,0,0,-7,0,68   
15,Pune,39,2,21,0,43,-3,0,26,10,3,74   
16,Pune AP(LHG),41,-,23,-,45,-,0,0,-14,0,-
17,Sangli,40,2,23,1,85,18,0,11,-13,5,67   
18,Satara,41,-,23,-,75,-,0,4,-19,1,96   
19,Solapur,41,1,25,0,63,19,0,37,20,4,76   
20,Aurangabad,41,2,27,4,37,-2,0,18,8,2,77   
21,Nanded,41,0,24,0,60,21,0,17,-2,2,94   
22,Osmanabad,-,-,21,-,27,-,0,20,-1,3,82   
23,Parbhani,43,2,22,-3,33,-7,0,10,-9,2,97   
24,Akola,44,3,23,-3,25,-7,0,29,13,3,83   
25,Amravati,41,0,24,-2,50,19,0,-,-,-,89   
26,Brahmapuri,40,-1,25,0,60,13,0,-,-,-,139  
27,Buldhana,41,3,-,,-,-,-,-,-,-,85   
28,Chandrapur,41,0,27,1,65,26,0,-,-,-,128  
29,Nagpur,41,0,25,-1,60,24,0,66,33,7,113  
30,Wardha,42,0,25,0,85,55,0,-,-,-,109  
31,Yeotmal,41,1,23,-3,55,17,0,-,-,-,109  
32,Ahmedabad,42,2,27,3,40,-14,0,0,-3,0.0,78   
33,Delhi (PLM),38,0,26,3,40,10,0,10,2,2,75   
34,Delhi (SFD),37,-1,25,4,50,10,0,12,-9,4,78   
35,Bangalore A.P,33,0,22,1,80,8,0,161,123,18,-
36,Hyderabad,39,1,24,-1,70,20,0,8,-28,3,82   
