,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,-,-,27,-,85,24,0,5,-11,TR,226  
1,Bhira,39,-,21,-,85,-,0,0,-30,0,490  
2,Dahanu,35,2,21,2,70,-13,0,0,-10,0,200  
3,Goa(Dabolim),-,-,27,-,75,-,0,25,-44,3,275  
4,Goa(Panjim),34,3,28,3,80,-1,0,17,-88,2,294  
5,Harnai,31,1,27,1,75,9,0,0,-31,0,252  
6,Mumbai (CLB),35,2,28,1,82,5,1,1,-16,0.08,216  
7,Mumbai (SCZ),35,2,29,3,72,-3,0,0,-18,0.00,235  
8,Ratnagiri,35,3,27,1,75,-6,0,3,-43,TR,301  
9,Ahmednagar,40,4,24,1,75,14,0,10,-25,2,62   
10,Jalgaon,44,4,27,0,75,11,0,7,-10,1,75   
11,Kolhapur,35,3,25,3,75,-3,0,82,-13,8,107  
12,Mahabaleshwar,29,4,18,1,90,8,0,13,-70,1,582  
13,Malegaon,-,-,25,-,60,3,0,0,-26,0,56   
14,Nasik,35,0,24,1,57,-12,0,0,-29,0,68   
15,Pune,36,2,24,1,65,1,0,30,-25,3,74   
16,Pune AP(LHG),37,-,24,-,63,-,0,1,-60,TR,-
17,Sangli,37,3,24,1,80,3,12,44,-40,8,67   
18,Satara,37,-,23,-,65,-,0,21,-43,2,96   
19,Solapur,38,1,25,1,70,7,2,70,20,7,76   
20,Aurangabad,40,3,26,2,70,6,0,33,-2,3,77   
21,Nanded,43,4,28,4,50,-7,0,17,-18,23,94   
22,Osmanabad,40,-,24,-,55,-,0,43,9,5,82   
23,Parbhani,43,4,28,-3,45,-7,0,43,3,5,97   
24,Akola,45,5,29,2,50,-5,0,36,36,3,83   
25,Amravati,42,2,24,-3,33,-20,0,-,-,-,89   
26,Brahmapuri,45,5,31,4,37,-19,0,-,-,-,139  
27,Buldhana,41,5,27,2,55,-10,0,-,-,-,85   
28,Chandrapur,45,5,32,4,40,-12,0,-,-,-,128  
29,Nagpur,45,4,31,3,27,-20,0,77,25,8,113  
30,Wardha,46,6,30,1,57,-2,0,-,-,-,109  
31,Yeotmal,43,4,26,-1,55,-2,0,-,-,-,109  
32,Ahmedabad,42,2,28,1,70,-3,0,0,-14,0,78   
33,Delhi (PLM),42,1,28,0,55,16,0,33,8,4,75   
34,Delhi (SFD),41,0,28,1,57,14,0,36,4,6,78   
35,Bangalore A.P,33,2,19,-1,60,-18,56,295,146,31,-
36,Hyderabad,41,5,26,1,60,-2,0,10,-57,3,82   
