,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,-,-,21,-,81,10,0,0,0,0,226  
1,Bhira,40,-,15,-,80,-,0,0,0,0,490  
2,Dahanu,32,2,21,0,76,8,0,0,0,0,200  
3,Goa(Panjim),33,2,24,1,92,19,0,0,0,0,294  
4,Harnai,30,1,24,0,47,-22,0,0,0,0,252  
5,Mumbai (CLB),34,3,23,0,90,18,0,0,0,0,216  
6,Mumbai (SCZ),33,0,20,0,82,17,0,0,0,0,235  
7,Ratnagiri,32,1,22,-1,83,9,0,0,0,0,301  
8,Ahmednagar,38,2,14,-4,51,17,0,-,-2,-,62   
9,Jalgaon,40,2,17,-2,40,-2,0,3,0,TR,75   
10,Jeur,38,1,20,1,42,4,0,0,-1,0,62   
11,Kolhapur,37,2,22,3,78,23,0,0,-2,0,107  
12,Mahabaleshwar,32,3,18,0,34,-2,0,6,1,0,582  
13,Malegaon,40,3,18,1,39,4,0,0,-1,0,56   
14,Nasik,36,1,14,-2,48,-2,0,0,-3,0,68   
15,Pune,37,1,16,0,50,6,0,0,-1,TR,74   
16,Pune AP(LHG),38,-,19,-,32,-,0,0,-3,0,-
17,Sangli,38,2,21,2,79,25,0,0,0,0,67   
18,Satara,38,-,17,-,76,-,0,0,-2,TR,96   
19,Solapur,39,2,21,0,61,25,0,0,-2,0,76   
20,Aurangabad,37,1,20,2,30,-7,0,10,6,1,77   
21,Nanded,39,2,19,-1,31,-13,0,0,-7,TR,94   
22,Osmanabad,-,-,20,-,23,-,0,1,-1,1,82   
23,Parbhani,39,2,20,0,25,-9,0,0,-8,1,97   
24,Akola,41,4,20,0,46,12,0,5,-1,TR,83   
25,Amravati,39,3,19,-2,30,-3,0,-,-,-,89   
26,Brahmapuri,40,4,22,3,74,20,0,-,-,-,139  
27,Buldhana,38,4,-,,-,-,-,-,-,-,85   
28,Chandrapur,40,3,23,3,65,20,0,-,-,-,128  
29,Nagpur,40,3,20,1,36,-4,0,0,-14,TR,113  
30,Wardha,41,5,19,-3,65,32,0,-,-,-,109  
31,Yeotmal,38,2,20,-2,27,-10,0,-,-,-,109  
32,Ahmedabad,38,2,21,2,76,29,0,0,0,0,78   
33,Delhi (PLM),36,5,19,5,67,9,0,1,-3,1,75   
34,Delhi (SFD),34,3,20,5,65,19,0,4,-6,3,78   
35,Bangalore A.P,33,0,16,-3,64,3,0,0,-2,2,-
36,Hyderabad,39,4,20,0,44,-10,0,0,-6,3,82   
