,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,33,2,24,1,90,17,0,0,0,0,226  
1,Bhira,41,-,17,-,80,-,0,0,-1,0,490  
2,Dahanu,32,0,24,1,85,13,0,0,0,0,200  
3,Goa(Panjim),33,0,25,0,85,11,0,0,-2,0.0,294  
4,Harnai,30,0,24,-2,85,11,0,0,-1,0,252  
5,Mumbai (CLB),33,1,25,1,95,22,0,0,0,0.01,216  
6,Mumbai (SCZ),33,0,23,0,86,20,0,0,0,0.0,235  
7,Ratnagiri,33,1,25,0,85,12,0,0,0,0,301  
8,Ahmednagar,38,1,-,,-,-,-,-,-,-,62   
9,Jalgaon,40,0,20,-3,45,-9,0,0,-3,TR,75   
10,Jeur,37,-1,24,2,50,7,0,0,-7,0,62   
11,Kolhapur,36,-1,26,5,60,-1,0,0,-14,0,107  
12,Mahabaleshwar,32,3,19,0,55,19,0,6,-7,1,582  
13,Malegaon,-,-,21,-,45,13,0,0,-3,0,56   
14,Nasik,37,1,20,2,70,21,0,0,-3,0,68   
15,Pune,37,0,20,1,50,8,0,TR,-7,TR,74   
16,Pune AP(LHG),38,-,21,-,45,-,0,0,-7,0,-
17,Sangli,37,1,24,3,70,9,3,3,-8,4,67   
18,Satara,38,-,20,-,65,-,0,0,-6,TR,96   
19,Solapur,37,-2,25,1,55,16,0,4,-4,TR,76   
20,Aurangabad,37,-1,21,0,55,20,0,10,3,1,77   
21,Nanded,37,-3,21,-1,70,30,0,TR,-12,1,94   
22,Osmanabad,34,-,19,-,55,-,9,16,11,3,82   
23,Parbhani,38,-1,22,-1,47,12,TR,TR,-13,1,97   
24,Akola,39,-1,23,0,47,17,0,20,7,2,83   
25,Amravati,38,-1,20,-4,55,25,0,-,-,-,89   
26,Brahmapuri,38,0,23,0,90,41,0,-,-,-,139  
27,Buldhana,-,-,24,-,45,7,0,-,-,-,85   
28,Chandrapur,38,-1,25,2,57,15,0,-,-,-,128  
29,Nagpur,37,-2,21,-2,57,19,8,37,12,4,113  
30,Wardha,38,-2,-,,-,-,-,-,-,-,109  
31,Yeotmal,36,-2,19,-5,55,18,0,-,-,-,109  
32,Ahmedabad,39,0,25,3,39,-8,0,0,-1,0.0,78   
33,Delhi (PLM),35,0,22,4,55,9,0,1,-6,1,75   
34,Delhi (SFD),34,-1,20,1,55,20,0,4,-13,3,78   
35,Bangalore A.P,34,1,20,-1,70,2,0,TR,-10,2,-
36,Hyderabad,34,-2,23,0,65,13,0,2,-20,3,82   
