,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,1,-,,-,-,-,-,-,-,226  
1,Bhira,27,-,17,-,85,-,34,3704,-767,370,490  
2,Dahanu,29,0,24,0,95,8,11,1988,203,207,200  
3,Goa(Dabolim),30,-,24,-,95,-,8,2892,526,291,275  
4,Goa(Panjim),31,2,25,2,89,4,3,2810,269,282.69,294  
5,Harnai,30,2,25,1,90,3,3,2810,269,283,252  
6,Mumbai (CLB),28,-2,25,0,93,8,7,2753,848,275.33,216  
7,Mumbai (SCZ),29,-1,24,0,93,7,7,3071,988,307.12,235  
8,Ratnagiri,30,1,24,0,85,-3,TR,4304,1648,431,301  
9,Ahmednagar,29,-1,-,,-,-,-,-,-,-,62   
10,Jalgaon,31,-1,21,-2,85,-1,2,476,-139,48,75   
11,Kolhapur,28,0,21,1,90,3,TR,813,65,89,107  
12,Mahabaleshwar,19,-1,17,1,100,4,1,6251,924,628,582  
13,Malegaon,32,1,21,0,90,13,0,317,-65,31,56   
14,Nasik,26,-2,21,1,90,5,TR,440,-41,53,68   
15,Pune,28,-1,20,-1,85,5,TR,715,240,75,74   
16,Pune AP(LHG),28,-,20,-,80,-,TR,513,118,51,-
17,Sangli,31,0,21,0,90,4,1,296,-50,37,67   
18,Satara,27,-,19,-,90,-,0,536,-97,56,96   
19,Solapur,32,1,21,-1,80,0,0,475,17,54,76   
20,Aurangabad,28,-2,21,0,85,5,TR,650,110,68,77   
21,Nanded,-,-,21,-,80,-1,0,324,-400,35,94   
22,Osmanabad,30,-,18,-,85,-,0,498,-61,55,82   
23,Parbhani,33,2,23,2,75,-1,0,515,-210,57,97   
24,Akola,33,2,23,0,80,-1,3,588,-45,63,83   
25,Amravati,31,1,22,-1,98,19,0,-,-,-,89   
26,Brahmapuri,34,4,26,2,70,-16,0,-,-,-,139  
27,Buldhana,30,2,-,,-,-,-,-,-,-,85   
28,Chandrapur,-,-,26,-,90,7,0,-,-,-,128  
29,Nagpur,33,2,24,1,80,-1,0,819,-44,90,113  
30,Wardha,33,1,24,1,90,13,0,-,-,-,109  
31,Yeotmal,30,0,17,-5,88,4,0,-,-,-,109  
32,Ahmedabad,34,1,25,1,95,15,8,719,16,71.91,78   
33,Delhi (PLM),34,0,27,4,70,-7,0,-,-,-,75   
34,Delhi (SFD),34,0,27,2,85,15,0,468,-43,53,78   
35,Bangalore A.P,29,0,20,1,85,3,39,461,296,16,-
36,Hyderabad,34,4,24,3,70,-11,0,470,-23,50,82   
