,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,0,24,-1,98,11,70,2014,354,202,226  
1,Bhira,28,-,18,-,98,-,45,2411,-561,241,490  
2,Dahanu,31,2,26,1,98,9,5,1330,-161,141,200  
3,Goa(Dabolim),28,-,23,-,98,-,49,2165,94,219,275  
4,Goa(Panjim),28,-1,23,-1,100,14,24,2107,-156,212.4,294  
5,Harnai,29,1,23,-1,98,9,46,2728,819,273,252  
6,Mumbai (CLB),29,0,25,0,93,8,23,1985,386,198.56,216  
7,Mumbai (SCZ),28,-1,24,0,95,8,41,2222,507,222.20,235  
8,Ratnagiri,28,0,23,-1,100,11,86,3545,1262,355,301  
9,Jalgaon,33,2,22,-1,85,-2,0,347,-144,35,75   
10,Kolhapur,28,0,22,1,85,-2,1,555,-96,64,107  
11,Mahabaleshwar,20,1,17,1,100,6,15,4357,-60,438,582  
12,Malegaon,32,1,20,-2,86,9,0,108,-186,11,56   
13,Nasik,29,2,21,0,98,11,15,320,-67,32,68   
14,Pune,30,2,22,1,80,-4,0,501,95,53,74   
15,Pune AP(LHG),30,-,22,-,80,-,0,311,-26,31,-
16,Sangli,30,2,22,1,98,11,1,212,-69,29,67   
17,Satara,28,-,21,-,90,-,0,326,-232,35,96   
18,Solapur,34,3,23,1,90,11,17,357,21,43,76   
19,Aurangabad,31,2,22,0,85,0,34,406,-2,44,77   
20,Nanded,29,-2,21,-1,90,9,9,208,-334,23,94   
21,Osmanabad,31,-,19,-,98,-,54,349,-78,40,82   
22,Parbhani,31,1,23,1,98,16,1,401,-136,45,97   
23,Akola,34,3,23,0,98,16,4,397,-103,43,83   
24,Amravati,30,0,23,0,98,15,0,-,-,-,89   
25,Brahmapuri,29,-1,24,0,86,-4,53,-,-,-,139  
26,Chandrapur,25,-6,24,0,90,7,13,-,-,-,128  
27,Nagpur,30,0,24,0,90,5,14,589,-63,67,113  
28,Wardha,31,0,23,-4,98,16,1,-,-,-,109  
29,Yeotmal,30,1,19,3,80,-7,2,-,-,-,109  
30,Ahmedabad,33,1,26,2,91,7,0,576,52,57.62,78   
31,Delhi (PLM),35,1,26,1,90,10,0,162,-304,21,75   
32,Delhi (SFD),35,1,26,0,85,8,0,241,-143,30,78   
33,Bangalore A.P,25,-3,19,0,98,13,2,331,114,64,-
34,Hyderabad,30,1,22,0,90,8,6,258,-99,29,82   
