,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,32,2,23,-1,90,5,5,-,-,-,226  
1,Bhira,31,-,17,-,95,-,2,3885,-695,389,490  
2,Dahanu,32,2,24,0,90,5,0,1424,-109,150,200  
3,Goa(Dabolim),31,-,24,-,80,-,0,2245,127,227,275  
4,Goa(Panjim),30,0,23,0,90,5,2,2951,310,296.8,294  
5,Harnai,29,0,23,-1,80,-5,13,3506,1213,351,252  
6,Mumbai (CLB),32,2,23,-2,96,12,20,2879,899,287.96,216  
7,Mumbai (SCZ),31,1,22,-2,92,8,11,3151,991,315.13,235  
8,Ratnagiri,30,0,22,-2,85,-2,TR,4353,1627,436,301  
9,Ahmednagar,-,-,20,-,85,6,0,128,-289,14,62   
10,Jalgaon,32,0,20,-2,80,-3,477,164,48,-,75   
11,Kolhapur,30,1,20,0,90,5,0,823,33,91,107  
12,Mahabaleshwar,21,0,15,-1,99,7,1,6380,936,641,582  
13,Malegaon,32,1,20,-1,85,10,0,330,-84,33,56   
14,Nasik,29,0,19,-1,85,2,0,563,42,56,68   
15,Pune,29,0,18,-2,85,7,0,731,209,76,74   
16,Pune AP(LHG),30,-,19,-,85,-,0,552,105,55,-
17,Satara,29,-,17,-,95,-,0,543,-139,57,96   
18,Solapur,33,1,21,0,70,-8,0,476,-41,55,76   
19,Aurangabad,30,0,21,-1,75,-1,0,659,74,69,77   
20,Nanded,31,-1,21,0,85,7,0,331,779,35,94   
21,Osmanabad,30,-,18,-,85,-,0,498,-115,55,82   
22,Parbhani,31,-1,21,1,80,9,0,585,-193,64,97   
23,Akola,33,1,21,-1,81,3,0,665,-,71,83   
24,Amravati,29,-2,20,-2,88,11,0,880,-,97,89   
25,Brahmapuri,33,2,24,1,78,-6,0,1018,-,110,139  
26,Buldhana,29,0,20,-2,85,3,0,678,-,68,85   
27,Chandrapur,33,2,24,1,83,1,0,1110,-,117,128  
28,Nagpur,33,1,24,2,83,4,0,910,-,99,113  
29,Wardha,33,0,23,1,83,10,0,912,-,99,109  
30,Yeotmal,30,0,22,0,80,-1,0,839,-,88,109  
31,Ahmedabad,33,0,25,1,95,19,0,726,4,72.63,78   
32,Delhi (PLM),34,1,25,3,80,5,0,-,-,-,75   
33,Delhi (SFD),34,0,25,2,80,14,0,511,-49,57,78   
34,Bangalore A.P,28,-1,17,-2,75,-7,0,550,198,86,-
35,Hyderabad,32,2,24,3,80,1,0,493,-61,53,82   
