,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,28,-1,20,1,90,20,0,0,-2,0,226  
1,Bhira,36,-,13,-,85,-,0,0,-1,0,490  
2,Dahanu,30,1,17,-1,65,-2,0,0,-1,0,200  
3,Goa(Dabolim),33,2,22,1,90,16,0,0,0,0,275  
4,Goa(Panjim),33,2,22,1,90,16,0,0,0,0.0,294  
5,Harnai,-,-,21,-2,85,25,TR,TR,-,TR,252  
6,Mumbai (CLB),31,1,22,1,93,21,0,0,-1,0.01,216  
7,Mumbai (SCZ),34,2,19,2,87,26,0,0,-2,0.0,235  
8,Ratnagiri,32,1,20,0,90,20,0,0,0,0,301  
9,Ahmednagar,32,-1,16,1,90,48,6,0,4,0,62   
10,Jalgaon,35,1,17,2,45,2,0,0,-6,0,75   
11,Jeur,32,-2,-,,-,-,-,-,-,-,62   
12,Kolhapur,31,-3,19,2,90,35,0,0,-3,0,107  
13,Mahabaleshwar,28,1,15,0,75,34,0,0,-1,0,582  
14,Malegaon,34,1,15,1,65,24,0,0,-4,0,56   
15,Nasik,32,1,14,2,70,11,0,0,-1,0,68   
16,Pune,33,2,15,3,80,24,0,0,-1,0,74   
17,Pune AP(LHG),33,-,17,-,75,-,0,0,0,0,-
18,Sangli,33,-1,18,2,90,35,34,34,31,3,67   
19,Satara,33,-,17,-,80,-,0,0,-1,0,96   
20,Solapur,34,0,21,3,85,47,0,0,-7,0,76   
21,Aurangabad,32,-1,17,4,80,38,TR,TR,-6,-,77   
22,Nanded,33,-2,19,3,75,29,0,0,-12,0,94   
23,Osmanabad,37,-,16,-,85,-,11,11,-3,1,82   
24,Parbhani,33,-1,18,1,65,30,TR,TR,-9,0,97   
25,Akola,34,0,19,3,55,12,0,0,-15,0,83   
26,Amravati,-,-,14,-4,55,17,0,-,-,-,89   
27,Brahmapuri,-,-,17,1,80,18,0,-,-,-,139  
28,Buldhana,32,0,19,0,53,12,0,-,-,-,85   
29,Chandrapur,33,0,17,0,70,12,0,-,-,-,128  
30,Nagpur,31,-2,14,-2,60,14,0,0,-25,-,113  
31,Wardha,32,2,16,-2,75,40,0,-,-,-,109  
32,Yeotmal,31,-2,16,-4,60,21,0,-,-,-,109  
33,Ahmedabad,32,0,14,-1,50,-1,0,0,-3,0.0,78   
34,Delhi (PLM),27,2,13,3,95,24,0,0,-15,0,75   
35,Delhi (SFD),26,0,13,2,90,34,0,15,-25,1,78   
36,Bangalore A.P,28,-3,18,1,80,18,0,6,-11,1,-
37,Hyderabad,31,-1,19,2,85,24,0,20,6,2,82   
