,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,-,-,24,-,90,20,0,25,-66,273,226  
1,Dahanu,-,-,22,-,70,1,0,25,-29,219,200  
2,Goa(Dabolim),34,-,24,-,80,-,0,13,-115,300,275  
3,Goa(Panjim),35,3,22,0,83,10,0,42,-98,301.10,294  
4,Harnai,33,2,23,-1,70,8,0,124,26,363,252  
5,Mumbai (CLB),35,3,25,2,92,18,0,66,-12,294.52,216  
6,Mumbai (SCZ),34,1,22,2,74,11,0,120,35,327.49,235  
7,Ratnagiri,36,4,21,-1,75,7,0,101,-28,446,301  
8,Ahmednagar,34,4,13,-3,75,15,0,19,-65,16,62   
9,Jalgaon,35,3,12,-3,57,5,0,0,-45,49,75   
10,Kolhapur,33,3,19,2,65,-3,0,112,-9,102,107  
11,Mahabaleshwar,27,3,16,1,65,0,0,120,-37,654,582  
12,Malegaon,33,-,16,1,65,7,0,16,-42,36,56   
13,Pune,32,2,14,0,75,9,0,158,68,99,74   
14,Pune AP(LHG),32,-,-,,-,-,-,-,-,-,-
15,Sangli,34,4,-,,-,-,-,-,-,-,67   
16,Satara,34,-,15,-,75,-,0,111,-3,68,96   
17,Solapur,34,3,18,0,47,-12,0,130,20,68,76   
18,Aurangabad,-,-,16,-,65,9,0,69,6,76,77   
19,Nanded,35,3,-,,-,-,-,-,-,-,94   
20,Osmanabad,-,-,15,-,50,-,0,61,-40,62,82   
21,Parbhani,34,3,16,1,60,3,0,25,-56,68,97   
22,Akola,-,-,15,-,65,5,0,1,-46,71,83   
23,Amravati,35,5,18,0,60,11,0,-,-,-,89   
24,Brahmapuri,35,4,18,0,65,-9,0,-,-,-,139  
25,Chandrapur,33,3,-,,90,-,-,-,-,-,128  
26,Nagpur,33,3,16,1,65,5,0,1,-66,99,113  
27,Wardha,35,1,-,,-,-,-,-,-,-,109  
28,Yeotmal,33,4,16,-4,45,-15,0,-,-,-,109  
29,Ahmedabad,36,2,20,3,54,-1,0,0,-20,72.73,78   
30,Delhi (PLM),30,0,17,4,65,17,0,0,-23,57,75   
31,Delhi (SFD),-,-,15,-,70,5,0,0,-22,57,78   
32,Bangalore A.P,-,-,15,-,60,-17,0,-,-,-,-
33,Hyderabad,3,3,17,0,60,-8,0,40,-48,58,82   
