,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,29,0,25,0,95,10,61,1878,483,189,226  
1,Bhira,27,-,17,-,98,-,-,1849,-1123,185,490  
2,Dahanu,30,1,25,0,95,5,24,1242,-11,132,200  
3,Goa(Dabolim),25,-,-,-,-,-,-,2037,252,206,275  
4,Goa(Panjim),26,-3,24,0,92,5,58,1954,-13,1971.1,294  
5,Harnai,28,0,23,-1,98,9,48,-,-,-,252  
6,Mumbai (CLB),29,0,25,0,90,5,10,1889,528,189.01,216  
7,Mumbai (SCZ),31,2,25,0,87,0,4,2119,674,211.95,235  
8,Ratnagiri,27,-1,24,0,98,9,38,3361,1413,-,301  
9,Ahmednagar,30,1,22,1,85,5,0,17,-206,3,62   
10,Jalgaon,31,0,22,-2,90,3,7,286,-95,29,75   
11,Kolhapur,26,-2,22,-1,98,11,5,503,-35,59,107  
12,Mahabaleshwar,19,0,17,1,100,6,80,3680,199,371,582  
13,Malegaon,32,1,23,0,98,21,6,100,-147,10,56   
14,Nasik,28,1,21,-1,98,11,2,267,-47,27,68   
15,Pune,28,-1,22,0,85,1,TR,481,-136,51,74   
16,Pune AP(LHG),28,-,22,-,80,-,TR,291,11,29,-
17,Sangli,27,-1,22,1,85,-2,3,184,-56,26,67   
18,Satara,27,-,20,-,90,-,2,273,-199,30,96   
19,Solapur,30,-1,23,1,85,6,0,340,68,41,76   
20,Aurangabad,29,0,22,0,98,13,9,365,31,40,77   
21,Nanded,29,2,21,-1,90,9,5,199,-225,22,94   
22,Osmanabad,21,-,20,-,90,-,0,287,-78,34,82   
23,Parbhani,30,2,23,0,90,8,4,391,-41,45,97   
24,Akola,31,0,22,-2,85,3,6,357,-45,39,83   
25,Amravati,31,1,21,-2,98,15,12,-,-,-,89   
26,Brahmapuri,28,-2,-,,-,-,-,-,-,-,139  
27,Nagpur,31,1,24,0,98,13,74,425,-96,51,113  
28,Wardha,31,0,23,-4,98,16,42,-,-,-,109  
29,Yeotmal,29,0,17,-5,98,11,37,-,-,-,109  
30,Ahmedabad,34,2,26,1,90,5,0,318,-97,31.8,78   
31,Delhi (PLM),36,2,28,2,80,1,0,106,-205,15,75   
32,Delhi (SFD),35,1,28,1,85,8,0,124,-165,19,78   
33,Bangalore A.P,26,-2,19,0,90,5,2,213,37,52,-
34,Hyderabad,28,-2,23,1,80,-2,0,213,-81,25,82   
