,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,1,26,1,85,-2,3,2590,678,260,226  
1,Bhira,27,-,-,-,-,-,-,-,-,-,490  
2,Dahanu,30,1,25,0,95,6,39,1916,188,200,200  
3,Goa(Dabolim),30,-,24,-,90,-,13,2767,460,279,275  
4,Goa(Panjim),30,1,24,0,95,8,24,-,-,-,294  
5,Harnai,29,1,25,1,85,-4,22,3399,1238,340,252  
6,Mumbai (CLB),30,0,26,1,95,9,3,2692,850,269.26,216  
7,Mumbai (SCZ),31,2,25,1,85,2,10,3006,992,300.64,235  
8,Ratnagiri,29,0,24,0,98,9,15,4271,1680,427,301  
9,Ahmednagar,30,0,20,-1,95,13,1,81,-240,10,62   
10,Jalgaon,31,0,21,-2,75,-12,2,473,-117,48,75   
11,Kolhapur,29,1,22,1,90,1,0,772,43,85,107  
12,Mahabaleshwar,19,-1,17,1,100,2,52,5976,789,600,582  
13,Malegaon,-,-,23,-,95,17,0,317,-41,32,56   
14,Nasik,27,-1,22,1,100,13,10,440,-13,51,68   
15,Pune,27,-1,22,1,85,3,2,696,239,73,74   
16,Pune AP(LHG),27,-,22,-,90,-,2,489,110,49,-
17,Sangli,30,-1,23,1,90,9,0,291,-33,37,67   
18,Satara,25,-,21,-,85,-,6,523,-98,55,96   
19,Solapur,32,1,22,0,90,9,0,473,55,54,76   
20,Aurangabad,28,-1,22,1,90,7,5,633,120,67,77   
21,Nanded,31,0,25,3,85,2,1,321,-367,34,94   
22,Osmanabad,-,-,18,-,90,-,1,496,-22,55,82   
23,Parbhani,31,0,22,0,70,-13,0,515,-169,57,97   
24,Akola,32,1,21,-3,80,-3,11,548,-52,60,83   
25,Amravati,28,-2,22,-1,90,6,0,-,-,-,89   
26,Brahmapuri,32,2,25,2,85,1,22,-,-,-,139  
27,Buldhana,29,1,21,0,90,1,8,-,-,-,85   
28,Chandrapur,31,0,-,,-,-,-,-,-,-,128  
29,Nagpur,32,1,25,1,90,7,3,781,-43,86,113  
30,Wardha,33,1,24,0,95,15,5,-,-,-,109  
31,Yeotmal,30,0,18,-4,80,-7,0,-,-,-,109  
32,Ahmedabad,32,-1,25,0,100,17,7,689,43,68.86,78   
33,Delhi (PLM),32,-2,25,1,95,16,45,-,-,-,75   
34,Delhi (SFD),32,-2,25,-1,98,24,22,363,-118,43,78   
35,Bangalore A.P,30,2,19,0,85,1,0,389,113,70,-
36,Hyderabad,31,1,23,1,80,-3,0,464,13,50,82   
