,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,30,1,24,-1,90,3,29,2651,686,266,226  
1,Bhira,25,-,17,-,100,-,49,3670,-788,367,490  
2,Dahanu,30,1,25,0,95,8,24,1976,195,206,200  
3,Goa(Dabolim),29,-,-,-,-,-,17,-,-,-,275  
4,Goa(Panjim),30,1,25,1,87,0,17,2807,277,282.38,294  
5,Harnai,29,1,25,1,90,5,13,2807,275,282,252  
6,Mumbai (CLB),30,0,24,-1,95,10,40,2746,852,274.64,216  
7,Mumbai (SCZ),30,0,24,0,92,5,35,3065,994,306.45,235  
8,Ratnagiri,30,1,24,0,95,6,1,4303,1655,431,301  
9,Ahmednagar,29,-1,20,0,90,8,0,106,-245,12,62   
10,Jalgaon,30,-2,21,-2,75,-12,0,474,-138,48,75   
11,Kolhapur,29,1,22,2,85,-3,-1,813,68,89,107  
12,Mahabaleshwar,19,-1,17,1,100,3,36,6255,937,628,582  
13,Malegaon,30,-1,21,-1,85,7,0,317,-62,32,56   
14,Nasik,27,-1,21,0,95,9,5,440,-40,53,68   
15,Pune,28,-1,22,1,85,4,2,715,243,74,74   
16,Pune AP(LHG),28,-,21,-,95,-,4,513,120,51,-
17,Satara,-,-,21,-,85,-,1,537,-95,56,96   
18,Solapur,33,2,22,0,80,-1,0,474,22,54,76   
19,Aurangabad,29,-1,22,1,80,-2,0,650,114,68,77   
20,Nanded,31,0,21,-1,80,-2,0,324,-397,35,94   
21,Osmanabad,29,-,19,-,95,-,0,498,-54,55,82   
22,Parbhani,31,0,22,0,70,-12,0,515,-207,57,97   
23,Akola,31,0,21,-2,80,-2,23,582,-43,63,83   
24,Amravati,27,-3,21,-2,85,-2,0,-,-,-,89   
25,Brahmapuri,31,-1,25,-2,85,-2,1,-,-,-,139  
26,Chandrapur,-,-,25,-,90,6,0,-,-,-,128  
27,Nagpur,31,0,23,0,90,8,2,819,-39,90,113  
28,Wardha,32,0,23,1,80,-1,0,-,-,-,109  
29,Yeotmal,29,-1,17,-5,80,-6,0,-,-,-,109  
30,Ahmedabad,28,-5,25,1,95,13,7,711,14,71.1,78   
31,Delhi (PLM),34,0,27,3,85,8,0,-,-,-,75   
32,Delhi (SFD),35,1,27,2,90,18,0,468,-37,53,78   
33,Bangalore A.P,30,1,19,0,90,7,9,423,131,73,-
34,Hyderabad,33,3,24,2,65,18,0,470,-17,50,82   
