,0,1,2,3,4,5,6,7,8,9,10,11
0,Alibaug,35,3,28,2,70,-5,0,0,-2,0,226  
1,Bhira,36,-,-,,-,-,-,-,-,-,490  
2,Dahanu,35,2,28,2,75,-1,0,0,0,0,200  
3,Goa(Dabolim),33,-,26,-,75,-,0,24,9,2,275  
4,Goa(Panjim),33,0,26,-1,72,0,0,16,-4,1.56,294  
5,Harnai,31,0,26,-1,80,4,0,0,-7,0,252  
6,Mumbai (CLB),35,2,28,1,78,6,0,0,-2,0.01,216  
7,Mumbai (SCZ),33,0,27,1,71,4,0,0,-1,0.0,235  
8,Ratnagiri,33,0,25,-2,80,7,0,0,-5,0,301  
9,Ahmednagar,38,-1,21,-2,57,18,0,10,-6,2,62   
10,Jalgaon,40,-3,26,-1,65,16,0,3,-7,TR,75   
11,Kolhapur,35,-2,23,1,85,15,0,55,5,5,107  
12,Mahabaleshwar,29,-1,16,-2,90,39,0,0,-45,1,582  
13,Malegaon,42,1,24,0,60,21,0,0,-13,0,56   
14,Nasik,34,-4,20,-1,75,20,0,0,-7,0,68   
15,Pune,35,-2,22,0,65,15,0,26,1,3,74   
16,Pune AP(LHG),-,-,21,-,60,-,0,0,-24,0,-
17,Satara,36,-,20,-,70,-,0,4,-30,7,96   
18,Solapur,38,-3,23,-3,65,-1,0,45,22,4,76   
19,Aurangabad,37,-2,25,2,70,25,0,18,6,2,77   
20,Nanded,-,-,24,-,70,32,0,17,-5,2,94   
21,Osmanabad,-,-,21,-,55,-,0,27,12,4,82   
22,Parbhani,41,-1,25,-1,55,12,0,35,12,5,97   
23,Akola,41,-2,28,0,43,9,0,29,13,-,83   
24,Amravati,40,-2,24,-4,50,19,0,20,8,2,89   
25,Brahmapuri,43,1,28,2,50,6,0,42,6,8,139  
26,Buldhana,37,-2,26,0,55,9,0,0,-16,0,85   
27,Chandrapur,42,-1,24,-4,70,36,0,55,12,6,128  
28,Nagpur,42,-1,26,-2,28,-4,0,66,29,7,113  
29,Wardha,42,-1,25,-1,38,10,0,72,49,8,109  
30,Yeotmal,40,-2,25,-3,33,-3,0,29,-5,3,109  
31,Ahmedabad,40,1,27,1,66,3,0,0,-5,0.0,78   
32,Delhi (PLM),37,-3,26,1,45,16,0,10,1,2,75   
33,Delhi (SFD),37,-2,25,2,50,12,0,17,-7,4,78   
34,Bangalore A.P,33,0,20,1,75,2,0,214,151,24,-
35,Hyderabad,40,1,26,0,42,-6,0,8,-36,3,82   
